Start Date,End Date,Store Name,Store ID,Business ID,Merchant Supplied ID,Gross Sales,Total Orders Including Cancelled Orders,Total Delivered or Picked Up Orders,AOV,Total Commission,Total Promotion Fees | (for historical reference only),Total Promotion Sales | (for historical reference only),Total Ad Fees | (for historical reference only),Total Ad Sales | (for historical reference only),Currency
2026-02-01,2026-02-28,Casa De Quesadilla (415 E Windmill Ln),27741795,11178394,27741795,206.35,6,6,34.39,53.95,30.45,167.38,0.00,0.00,USD
2026-02-01,2026-02-28,Casa De Quesadilla (730 Astor Ave),24099355,11178394,24099355,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,NULL
2026-02-01,2026-02-28,Casa De Quesadilla (Avenue A),23134862,11178394,23134862,59.82,3,3,19.94,14.36,14.93,59.82,0.00,0.00,USD
2026-02-01,2026-02-28,Casa Pasta Ristorante (1 Kedron Ave Unit 4),24387639,378903,24387639,1881.27,55,55,34.20,471.20,316.42,1668.01,233.24,1304.21,USD
2026-02-01,2026-02-28,Casa Pasta Ristorante (9061 Van Nuys Blvd),33886671,378903,33886671,442.14,13,13,34.01,74.31,82.44,405.77,20.25,67.15,USD
2026-02-01,2026-02-28,Casa Pasta Ristorante (Bedford Ave),23026219,378903,23026219,48.57,3,3,16.19,13.61,4.23,16.19,0.00,0.00,USD
2026-02-01,2026-02-28,Celebrity Vegan Burger,34248810,435539,34248810,127.92,4,4,31.98,21.75,22.17,115.93,12.00,47.98,USD
2026-02-01,2026-02-28,Celebrity Vegan Burger,1045862,435539,NULL,220.76,5,5,44.15,56.86,36.13,220.76,9.00,85.92,USD
2026-02-01,2026-02-28,Celebrity Vegan Burger,34248823,435539,34248823,194.35,4,4,48.59,33.85,29.06,194.35,0.00,0.00,USD
2026-02-01,2026-02-28,Celebrity Vegan Burger (1726 2nd Ave),34248825,435539,34248825,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,NULL
2026-02-01,2026-02-28,Celine's Salad Bar,35900793,854849,35900793,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,NULL
2026-02-01,2026-02-28,Celines Salad Bar (119 Park Ave),35372261,854849,35372261,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,NULL
2026-02-01,2026-02-28,Celines Salad Bar (840 Fulton St),25130204,854849,25130204,38.16,2,2,19.08,9.26,9.26,38.16,0.00,0.00,USD
2026-02-01,2026-02-28,Celines Salad Bar (W Warren Ave),31492727,854849,31492727,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,NULL
2026-02-01,2026-02-28,Chanel's Coffee House (2051 Frederick Douglass Blvd),33885415,11427306,33885415,359.96,19,18,18.95,60.97,64.77,284.38,16.53,61.16,USD
2026-02-01,2026-02-28,Chanel's Coffee House (26801 Hillside Ave),24844776,11427306,24844776,32.74,2,2,16.37,8.54,5.26,21.36,0.00,0.00,USD
2026-02-01,2026-02-28,Chapman Market (W 8th St),307082,419558,NULL,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,NULL
2026-02-01,2026-02-28,Charlie's Calzone Co,33955797,374456,33955797,573.76,19,19,30.20,94.78,89.24,521.60,104.36,364.57,USD
2026-02-01,2026-02-28,Charlie's Calzone Co (5532 W Saginaw Hwy),25130224,374456,25130224,313.12,13,13,24.09,80.66,48.25,304.73,62.69,251.62,USD
2026-02-01,2026-02-28,Charlie's Calzone Co (Loudon Rd),22997861,374456,22997861,117.92,2,2,58.96,31.35,13.40,117.92,5.82,85.94,USD
2026-02-01,2026-02-28,Charlie's Calzone Co.,1767132,374456,NULL,190.53,10,10,19.05,45.37,45.19,165.15,40.20,114.57,USD
2026-02-01,2026-02-28,Charlie's Chicken Wings,1591153,608389,NULL,967.87,33,33,29.33,257.36,133.91,839.23,101.55,284.54,USD
2026-02-01,2026-02-28,Charlie's Chicken Wings,36019239,608389,36019239,119.92,6,6,19.99,19.55,28.09,119.92,0.00,0.00,USD
2026-02-01,2026-02-28,Charlie's Chicken Wings (New York),1332271,608389,NULL,275.99,11,11,25.09,68.74,54.77,256.73,0.00,0.00,USD
2026-02-01,2026-02-28,Charlie's Chicken Wings (Virtual Brand)(Bronxdale Ave),1465058,608389,NULL,324.67,9,9,36.07,82.25,59.38,324.67,0.00,0.00,USD
2026-02-01,2026-02-28,Che Breakfast Cafe,36033801,922025,36033801,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,NULL
2026-02-01,2026-02-28,Che Breakfast Cafe (301 W 96th St),23557667,922025,23557667,46.65,3,3,15.55,11.26,11.11,46.65,0.00,0.00,USD
2026-02-01,2026-02-28,Che Breakfast Cafe (689 Broadway),35372523,922025,35372523,93.93,2,2,46.97,14.55,11.98,93.93,0.00,0.00,USD
2026-02-01,2026-02-28,Cheers On Demand (111 Lex),976289,419558,NULL,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,NULL
2026-02-01,2026-02-28,Cheers On Demand (2310 W Chapman Ave),1897971,419558,NULL,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,NULL
2026-02-01,2026-02-28,Cheers On Demand (3846 Mission Ave),1616218,419558,NULL,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,NULL
2026-02-01,2026-02-28,Cheers On Demand (Downey),1258581,419558,NULL,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,NULL
2026-02-01,2026-02-28,Cheers On Demand (Galamart),946587,419558,NULL,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,NULL
2026-02-01,2026-02-28,Cheers On Demand (Kwik),995475,419558,NULL,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,NULL
2026-02-01,2026-02-28,Cheers On Demand (Metro Wines),973512,419558,NULL,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,NULL
2026-02-01,2026-02-28,Cheers On Demand (Olive Drive),1256714,419558,NULL,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,NULL
2026-02-01,2026-02-28,Cheers On Demand (Savemore),1230202,419558,NULL,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,NULL
2026-02-01,2026-02-28,Cheers On Demand (SeaBee),1594297,419558,3000 Taraval St,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,NULL
2026-02-01,2026-02-28,Cheers On Demand (Souza),995626,419558,NULL,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,NULL
2026-02-01,2026-02-28,Cheers On Demand (Yogi),1022519,419558,NULL,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,NULL
2026-02-01,2026-02-28,Cheers on Demand (Fillmore St),63275,419558,NULL,2383.77,67,67,35.58,424.70,257.66,1986.07,111.69,427.76,USD
2026-02-01,2026-02-28,Cheesecake And Dessert Bar,1591183,742206,NULL,135.88,6,6,22.65,32.77,32.53,135.88,5.88,23.98,USD
2026-02-01,2026-02-28,Cheesin' with My Mac (Federal Rd),2641432,932186,NULL,48.47,2,2,24.24,11.63,11.68,48.47,0.00,0.00,USD
2026-02-01,2026-02-28,Cheesy Mac Factory,35670053,11225451,35670053,556.74,14,13,39.77,97.77,77.90,445.78,0.00,0.00,USD
2026-02-01,2026-02-28,Chef Hanoka Sushi (2575 North Hollywood Way #107),23557145,355034,23557145,143.23,3,3,47.74,41.55,5.69,23.48,0.00,0.00,USD
2026-02-01,2026-02-28,Chef Hanoka Sushi (W Greenway Rd),23085448,355034,23085448,474.16,11,11,43.11,124.69,69.49,474.16,9.00,133.59,USD
2026-02-01,2026-02-28,Chef Hanoka Sushi (W Peoria Ave),23085625,355034,23085625,547.67,14,14,39.12,143.58,81.00,513.40,3.00,47.56,USD
2026-02-01,2026-02-28,Chef's Chicken Bowls (9737 Manchester Rd),32863708,13937659,32863708,393.95,19,19,20.73,62.37,84.79,393.95,6.00,41.97,USD
2026-02-01,2026-02-28,Chelsea's Breakfast Bar,768849,349362,NULL,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,NULL
2026-02-01,2026-02-28,Chelsea's Breakfast Bar,33972175,349362,33972175,152.38,10,9,15.24,25.93,32.78,152.38,45.80,111.83,USD
2026-02-01,2026-02-28,Cherry's Chic Desserts,39846441,11225452,39846441,171.86,6,5,28.64,29.58,29.94,171.86,0.00,0.00,USD
2026-02-01,2026-02-28,Cherry's Chic Desserts,35171571,11225452,35171571,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,NULL
2026-02-01,2026-02-28,Cherry's Chic Desserts (4249 Washington St),23784850,11225452,23784850,709.35,38,38,18.67,181.03,138.53,644.92,58.27,203.86,USD
2026-02-01,2026-02-28,Chicken Salad Bar (Sullivan St),23280271,349070,23280271,477.59,21,21,22.74,114.93,102.99,444.73,24.50,53.14,USD
2026-02-01,2026-02-28,Chicken Sandwich Loft,36520311,884543,36520311,23.98,1,1,23.98,4.00,4.99,23.98,0.00,0.00,USD
2026-02-01,2026-02-28,Chicken Sandwich Loft,37414009,884543,37414009,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,NULL
2026-02-01,2026-02-28,Chicken Sandwich Loft,36255933,884543,36255933,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,NULL
2026-02-01,2026-02-28,Chicken Sandwich Loft,35492905,884543,35492905,70.43,3,3,23.48,11.28,17.06,70.43,13.27,47.45,USD
2026-02-01,2026-02-28,Chicken Sandwich Loft,36033935,884543,36033935,19.19,1,1,19.19,3.84,0.00,0.00,0.00,0.00,USD
2026-02-01,2026-02-28,Chicken Sandwich Loft,37617154,884543,37617154,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,NULL
2026-02-01,2026-02-28,Chicken Sandwich Loft,26174821,884543,26174821,253.29,11,10,23.03,63.92,48.85,213.36,12.00,80.98,USD
2026-02-01,2026-02-28,Chicken Sandwich Loft,33973531,884543,33973531,45.86,2,2,22.93,7.77,8.98,45.86,0.00,0.00,USD
2026-02-01,2026-02-28,Chicken Sandwich Loft,37993457,884543,37993457,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,NULL
2026-02-01,2026-02-28,Chicken Sandwich Loft,34338415,884543,34338415,241.38,9,9,26.82,40.46,46.05,203.91,38.69,123.88,USD
2026-02-01,2026-02-28,Chicken Sandwich Loft,35637721,884543,35637721,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,NULL
2026-02-01,2026-02-28,Chicken Sandwich Loft (1282 Essex Ave),38214839,884543,38214839,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,NULL
2026-02-01,2026-02-28,Chicken Sandwich Loft (1595 Seminole Blvd),28605587,884543,28605587,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,NULL
2026-02-01,2026-02-28,Chicken Sandwich Loft (196 1st Ave),31313617,884543,31313617,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,NULL
2026-02-01,2026-02-28,Chicken Sandwich Loft (2126 E Apache Blvd),32923527,884543,32923527,33.58,2,2,16.79,5.37,8.70,33.58,0.00,0.00,USD
2026-02-01,2026-02-28,Chicken Sandwich Loft (2138 W National Ave),35743615,884543,35743615,35.47,1,1,35.47,5.89,6.99,35.47,0.00,0.00,USD
2026-02-01,2026-02-28,Chicken Sandwich Loft (2511 Washington Blvd),27667571,884543,27667571,279.12,10,10,27.91,73.76,39.20,205.00,18.00,128.52,USD
2026-02-01,2026-02-28,Chicken Sandwich Loft (6600 W Sylvania Ave),27741728,884543,27741728,41.45,1,1,41.45,10.34,7.99,41.45,3.00,41.45,USD
2026-02-01,2026-02-28,Chicken Sandwich Loft (751 Post Road),26292097,884543,26292097,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,NULL
2026-02-01,2026-02-28,Chicken Sandwich Loft (97 Lexington Ave),26152966,884543,26152966,103.22,4,4,25.81,27.96,11.98,64.75,0.00,0.00,USD
2026-02-01,2026-02-28,Chicken Tenders Bar (4249 Washington St),23785266,665021,23785266,356.51,15,14,23.77,87.31,79.27,335.13,53.98,193.69,USD
2026-02-01,2026-02-28,Chief's Cheesesteaks,35446349,861219,35446349,61.97,2,2,30.99,11.00,7.99,41.98,15.75,61.97,USD
2026-02-01,2026-02-28,Chief's Cheesesteaks (Lee Hwy),22981379,861219,22981379,152.60,6,6,25.43,38.39,29.62,138.91,0.00,0.00,USD
2026-02-01,2026-02-28,Chinese Fried Rice Spot (S Higley Rd),23087862,554838,23087862,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,NULL
2026-02-01,2026-02-28,Chop & Dice Salads,34338911,11225453,34338911,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,NULL
2026-02-01,2026-02-28,Chop & Dice Salads (3349 Mission St),34338815,11225453,34338815,190.66,7,7,27.24,33.17,30.72,141.61,0.00,0.00,USD
2026-02-01,2026-02-28,Chop & Dice Salads (415 E Windmill Ln),27741698,11225453,27741698,115.93,4,4,28.98,28.66,24.36,115.93,0.00,0.00,USD
2026-02-01,2026-02-28,Chop & Dice Salads (5510 Post Oak Blvd),23598114,11225453,23598114,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,NULL
2026-02-01,2026-02-28,Chris's Chicken Tenders,1556230,732077,NULL,117.41,5,5,23.48,28.00,29.06,117.41,3.00,20.27,USD
2026-02-01,2026-02-28,Chris's Chicken Tenders,36019345,732077,36019345,101.98,7,6,14.57,16.50,18.56,76.13,0.00,0.00,USD
2026-02-01,2026-02-28,Christina's Vegan Cafe (1201 Castle Hill Ave),34249041,14303837,34249041,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,NULL
2026-02-01,2026-02-28,Christina's Vegan Cafe (1726 2nd Ave),34249039,14303837,34249039,41.97,1,1,41.97,6.79,8.99,41.97,12.00,41.97,USD
2026-02-01,2026-02-28,Christina's Vegan Cafe (58 St Marks Pl),34249037,14303837,34249037,57.97,2,2,28.99,8.80,15.98,57.97,0.00,0.00,USD
2026-02-01,2026-02-28,Chuck's Cheesesteaks,1580781,338895,NULL,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,NULL
2026-02-01,2026-02-28,Chucks Cheesecakes (682 Morris Park Avenue),37530643,689463,37530643,16.78,1,1,16.78,3.36,0.00,0.00,0.00,0.00,USD
2026-02-01,2026-02-28,City Life Breakfast,35901053,994325,35901053,26.46,1,1,26.46,5.29,0.00,0.00,0.00,0.00,USD
2026-02-01,2026-02-28,City Life Breakfast,35170821,994325,35170821,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,NULL
2026-02-01,2026-02-28,City Light Wraps (1000 Palisades Center Dr),27682561,1031966,27682561,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,NULL
2026-02-01,2026-02-28,City Light Wraps (1201 Randall Avenue),23693129,1031966,23693129,45.42,3,3,15.14,11.86,7.85,32.15,3.00,11.18,USD
2026-02-01,2026-02-28,City Light Wraps (1947 E Main St),24704002,1031966,24704002,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,NULL
2026-02-01,2026-02-28,City Light Wraps (5701 Executive Center Dr),26292131,1031966,26292131,108.77,6,6,18.13,27.14,23.29,98.98,3.00,26.57,USD
2026-02-01,2026-02-28,City Light Wraps (810 N Vallejo),39042491,1031966,39042491,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,NULL
2026-02-01,2026-02-28,City Light Wraps - 800 Forrest St NW,27783266,1031966,27783266,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,NULL
2026-02-01,2026-02-28,Classic Cheeseburger Bar,1758531,214825,NULL,411.94,14,14,29.42,51.86,79.08,399.35,38.26,160.24,USD
2026-02-01,2026-02-28,Classic Cheeseburger Bar (560 E 149th St),33963911,214825,33963911,130.55,6,6,21.76,21.64,28.34,130.55,35.38,91.70,USD
2026-02-01,2026-02-28,Coffee Crema Snob (769 9th Ave #1),24556167,991906,24556167,31.41,2,2,15.71,8.01,6.69,31.41,0.00,0.00,USD
2026-02-01,2026-02-28,Coffee Crema Snob (Canal St),2566101,991906,NULL,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,NULL
2026-02-01,2026-02-28,Country Southern Diner (1201 Randall Avenue),23693111,11080589,23693111,298.63,9,9,33.18,77.27,48.06,282.16,3.00,21.65,USD
2026-02-01,2026-02-28,Country Southern Diner (Pennsylvania Ave),23038944,11080589,23038944,321.90,11,11,29.26,78.68,70.60,321.90,9.00,57.36,USD
2026-02-01,2026-02-28,Crack N Omelette (3001 S Bristol St),24438076,908479,24438076,153.93,3,3,51.31,41.68,16.98,153.93,6.00,130.14,USD
2026-02-01,2026-02-28,Creamy Cupcake Shop (801 S. 62nd St),24099483,1016452,24099483,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,NULL
2026-02-01,2026-02-28,Croissant Cravings,33899437,14211787,33899437,430.15,13,13,33.09,76.47,56.72,365.80,16.51,70.65,USD
2026-02-01,2026-02-28,Curry Curry Curry (S Abbott Ave),943687,419444,NULL,2124.60,68,68,31.24,525.78,436.39,2084.41,0.00,0.00,USD
2026-02-01,2026-02-28,DEACTIVATED Bhabi's Indian Restaurant(106),1059767,11181610,NULL,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,NULL
2026-02-01,2026-02-28,DEACTIVATED Hot Wings Co.,1006421,11181610,NULL,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,NULL
2026-02-01,2026-02-28,DNU Greens Salad God (2940 Justin Road #300),33898915,861211,33898915,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,NULL
2026-02-01,2026-02-28,DTLA Ramen Izakaya (W Camelback Rd),23087632,11114098,23087632,1533.60,62,62,24.74,362.59,353.60,1458.78,156.42,573.42,USD
2026-02-01,2026-02-28,Dad's Flamin' Quesadillas (7955 E Frontage Rd),24974912,11225456,24974912,239.86,9,9,26.65,58.10,55.10,239.86,18.81,65.97,USD
2026-02-01,2026-02-28,Dad's Flamin' Quesadillas (916 Hempstead Turnpike),33895755,11225456,33895755,164.66,5,5,32.93,28.98,23.76,130.30,19.47,58.77,USD
2026-02-01,2026-02-28,Dangerous Ice Cream (34-02 30th St),24227750,891048,24227750,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,NULL
2026-02-01,2026-02-28,Dangerous Ice Cream (867 FIllmore Street),2110247,891048,NULL,233.43,12,11,19.45,59.41,38.02,171.20,18.00,144.33,USD
2026-02-01,2026-02-28,Danny's Desserts (1147 West Chester Pike),1458742,667886,NULL,578.44,32,31,18.08,144.54,95.99,426.48,21.00,137.87,USD
2026-02-01,2026-02-28,Danny's Desserts (4352 E Speedway Blvd),36019835,667886,36019835,302.33,16,16,18.90,49.60,68.18,286.87,18.00,114.10,USD
2026-02-01,2026-02-28,Danny's Desserts (Van Nuys Blvd),23532713,667886,23532713,186.69,7,7,26.67,49.50,25.65,151.74,6.00,42.66,USD
2026-02-01,2026-02-28,Day N Night Pancakes (N Citrus Ave),2458848,910561,NULL,158.05,8,8,19.76,37.34,35.52,158.05,42.89,106.32,USD
2026-02-01,2026-02-28,Day N Night Pancakes (Sullivan St),2269274,910561,NULL,159.99,8,8,20.00,41.52,26.55,121.55,3.00,11.18,USD
2026-02-01,2026-02-28,Daybreak Breakfast Club,36587123,13937661,36587123,55.95,3,3,18.65,8.96,14.16,55.95,6.09,23.97,USD
2026-02-01,2026-02-28,Daybreak Breakfast Club,36256561,908591,36256561,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,NULL
2026-02-01,2026-02-28,Daybreak Breakfast Club (168 Myrtle Ave),32863821,908591,32863821,1223.25,42,42,29.13,204.97,226.92,1223.25,121.55,573.96,USD
2026-02-01,2026-02-28,Daybreak Breakfast Club (Washington Blvd),2422926,908591,NULL,187.79,8,8,23.47,45.18,45.10,187.79,30.36,119.68,USD
2026-02-01,2026-02-28,Despicable Wraps,37414343,882513,37414343,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,NULL
2026-02-01,2026-02-28,Despicable Wraps (1219 1st Avenue),2230479,882513,NULL,24.77,1,1,24.77,5.95,5.94,24.77,3.00,24.77,USD
2026-02-01,2026-02-28,Despicable Wraps (300 8th Ave),2102745,882513,NULL,51.98,1,1,51.98,14.39,4.99,51.98,0.00,0.00,USD
2026-02-01,2026-02-28,Despicable Wraps (Canal St),2548391,882513,NULL,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,NULL
2026-02-01,2026-02-28,Devil's Burger Bar (22 4th Ave),33895959,364336,33895959,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,NULL
2026-02-01,2026-02-28,Divya's Indian Restaurant,35648739,11100795,35648739,109.12,4,1,27.28,16.59,21.16,90.93,0.00,0.00,USD
2026-02-01,2026-02-28,Dosa on Dosa (3301 Preston Rd),24051985,883386,24051985,73.96,2,2,36.98,18.04,15.78,73.96,0.00,0.00,USD
2026-02-01,2026-02-28,Doughboys Sandwiches (101 Guyon Ave),26292279,903860,26292279,370.70,19,19,19.51,92.71,80.54,370.70,72.36,212.93,USD
2026-02-01,2026-02-28,Doughboys Sandwiches (105 Avenue A),33973693,903860,33973693,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,NULL
2026-02-01,2026-02-28,Doughboys Sandwiches (1174 Chapel St),35492373,903860,35492373,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,NULL
2026-02-01,2026-02-28,Doughboys Sandwiches (1268 W 86th St),32923607,903860,32923607,202.16,7,7,28.88,33.45,40.87,188.47,36.57,121.52,USD
2026-02-01,2026-02-28,Doughboys Sandwiches (3161 Michelson Dr),33899333,903860,33899333,23.07,1,1,23.07,3.69,5.60,23.07,0.00,0.00,USD
2026-02-01,2026-02-28,Doughboys Sandwiches (4th Ave),23556079,903860,23556079,103.36,3,3,34.45,28.61,8.99,47.94,0.00,0.00,USD
2026-02-01,2026-02-28,Doughboys Sandwiches (5108 Conveyor Dr),24606239,903860,24606239,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,NULL
2026-02-01,2026-02-28,EZ Cheesesteaks (3846 Mowry Ave),32926571,911656,32926571,982.43,45,45,21.83,148.36,203.59,798.64,0.00,0.00,USD
2026-02-01,2026-02-28,EarlyBites Sandwiches,33971941,14229855,33971941,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,NULL
2026-02-01,2026-02-28,Empire State Panini,1725776,791207,NULL,186.98,10,10,18.70,48.98,29.65,130.96,9.00,45.52,USD
2026-02-01,2026-02-28,Empire State Panini (Broadway),31536859,791207,31536859,75.53,3,3,25.18,15.48,17.38,75.53,3.00,33.56,USD
2026-02-01,2026-02-28,Erica's Shake Shack,37566393,11146897,37566393,136.28,6,6,22.71,23.47,23.95,123.09,0.00,0.00,USD
2026-02-01,2026-02-28,Evan's Burger Empire (877 10th Ave),25130156,11225461,25130156,16.27,1,1,16.27,3.98,3.99,16.27,0.00,0.00,USD
2026-02-01,2026-02-28,Exquisite Bowls,35493035,750044,35493035,179.89,7,7,25.70,29.09,41.43,179.89,6.00,43.98,USD
2026-02-01,2026-02-28,Exquisite Bowls,37413841,750044,37413841,63.96,3,1,21.32,12.00,4.99,23.98,0.00,0.00,USD
2026-02-01,2026-02-28,Exquisite Bowls,33948073,750044,33948073,389.57,15,14,25.97,67.49,68.48,344.81,23.46,60.84,USD
2026-02-01,2026-02-28,Exquisite Bowls (1824 2nd Ave),33948075,750044,33948075,194.48,11,11,17.68,37.34,9.82,43.37,0.00,0.00,USD
2026-02-01,2026-02-28,Exquisite Bowls (8770 E McDowell Rd),33948069,750044,33948069,1130.70,46,46,24.58,180.95,260.42,1120.91,162.68,534.69,USD
2026-02-01,2026-02-28,Exquisite Bowls - 2705 Stoneridge Dr Unit B (Inside Pacific Food Hall),27833988,750044,27833988,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,NULL
2026-02-01,2026-02-28,Exquisite Poke Bowls (33757 Woodward Ave),24387240,998827,24387240,214.84,7,7,30.69,52.43,46.00,214.84,0.00,0.00,USD
2026-02-01,2026-02-28,Exquisite Poke Bowls (5021 Verdugo Way #109-A),27478242,750044,27478242,216.87,9,9,24.10,52.48,50.90,216.87,0.00,0.00,USD
2026-02-01,2026-02-28,Fallen Angel Wings (1368 N Arizona Ave),31313215,380093,31313215,317.44,13,13,24.42,79.49,63.35,281.39,9.00,94.11,USD
2026-02-01,2026-02-28,Fallon's Fried Chicken,33972435,368965,33972435,58.75,3,3,19.58,9.54,14.03,58.75,7.82,13.99,USD
2026-02-01,2026-02-28,Fallon's Fried Chicken,35854061,368965,35854061,162.87,8,8,20.36,27.13,35.15,162.87,0.00,0.00,USD
2026-02-01,2026-02-28,Fallon's Fried Chicken (Pico Blvd),828125,368965,NULL,152.44,7,7,21.78,30.94,28.88,119.58,0.00,0.00,USD
2026-02-01,2026-02-28,Famous Gyro Bar,779913,351303,NULL,253.53,10,10,25.35,51.45,38.85,198.89,6.00,50.35,USD
2026-02-01,2026-02-28,Famous Gyro Bar (W 125th St),23135972,351303,23135972,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,NULL
2026-02-01,2026-02-28,Farmer Girl Salad (301 W 96th St),23557659,283534,23557659,26.27,1,1,26.27,6.31,6.24,26.27,0.00,0.00,USD
2026-02-01,2026-02-28,Farmer's Village Breakfast (34-02 30th St),24637114,882515,24637114,231.88,11,11,21.08,58.96,45.26,199.70,3.00,19.65,USD
2026-02-01,2026-02-28,Farmers Market Salads,33899541,14211817,33899541,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,NULL
2026-02-01,2026-02-28,Farmers Market Salads (4507 West Coast Hwy),40119159,14211817,40119159,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,NULL
2026-02-01,2026-02-28,"Fat Cheesesteaks  (The Bronx, NY)",1413372,629629,NULL,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,NULL
2026-02-01,2026-02-28,Fat Cheesesteaks (Virtual Brand)(Santa Monica),1335600,629629,NULL,874.47,33,33,26.50,219.73,173.70,866.78,44.17,264.39,USD
2026-02-01,2026-02-28,Fierce Chicken Sandwich,37375655,11411069,37375655,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,NULL
2026-02-01,2026-02-28,Fierce Chicken Sandwich,35809781,11411069,35809781,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,NULL
2026-02-01,2026-02-28,Fierce Chicken Sandwich,37413325,11411069,37413325,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,NULL
2026-02-01,2026-02-28,Fierce Chicken Sandwich,39162061,11411069,39162061,145.92,3,3,48.64,26.78,13.98,119.93,0.00,0.00,USD
2026-02-01,2026-02-28,Fierce Chicken Sandwich,36364773,11411069,36364773,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,NULL
2026-02-01,2026-02-28,Fierce Chicken Sandwich,37994405,11411069,37994405,277.79,7,7,39.68,48.72,39.15,233.83,0.00,0.00,USD
2026-02-01,2026-02-28,Fierce Chicken Sandwich,35681661,11411069,35681661,173.74,8,8,21.72,20.19,39.24,173.74,0.00,0.00,USD
2026-02-01,2026-02-28,Fierce Chicken Sandwich,38057903,11411069,38057903,60.94,1,0,60.94,10.59,8.99,60.94,0.00,0.00,USD
2026-02-01,2026-02-28,Fierce Chicken Sandwich (1541 Glenn School Rd suite 17),31314095,11411069,31314095,27.98,1,1,27.98,6.71,6.59,27.98,0.00,0.00,USD
2026-02-01,2026-02-28,Fierce Chicken Sandwich (18679 W Dixie Highway),38796180,11411069,38796180,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,NULL
2026-02-01,2026-02-28,Fierce Chicken Sandwich (226 1/2 Newark Ave),24899866,11411069,24899866,224.74,9,9,24.97,55.35,49.21,224.74,0.00,0.00,USD
