"week_start_date","grubhub_store_id","store_number","store_name","street_address","city","state","postal_code","total_orders","adjusted_orders","adjusted_orders_rate","total_canceled_orders","total_canceled_orders_rate","avoidable_canceled_orders","avoidable_canceled_orders_rate","gross_subtotal_sales","adjusted_subtotal_sales","total_canceled_orders_subtotal_sales","avoidable_canceled_orders_subtotal_sales","subtotal_sales_after_adjustments_and_cancels","new_customer_orders","new_customer_orders_rate","gh_plus_customer_orders","gh_plus_customer_orders_rate","pick_up_orders","self_delivery_orders","grubhub_delivery_orders","avg_driver_time_at_store","avg_avoidable_driver_wait_time","avg_delivery_route_time","avg_order_to_delivery_time","ratings_all","ratings_5_stars","ratings_4_stars","ratings_3_stars","ratings_2_stars","ratings_1_star","reviews"
"2026-02-09","4839144","319 Rogers Ave","The Gyro Bar","319 Rogers Ave  ","Brooklyn","NY","11225","7","1","0.143","0",,"0",,"140.13","-19.78","0.00","0.00","120.35","3","0.429","6","0.857","0","0","7","00:04:45.000","00:01:40.200","00:13:10.200","00:32:30.000","1","1","0","0","0","0","0"
"2026-02-23","5851928","1st Avenue","Sarah's Breakfast Bar","1741 1st Ave.  ","New York","NY","10128","1","0",,"0",,"0",,"13.45","0.00","0.00","0.00","13.45","0",,"0",,"0","0","1","00:09:00.000","00:00:00.000","00:01:00.000","00:18:00.000","0","0","0","0","0","0","0"
"2026-02-16","7097584","Golden State Pizza & Grill - 3349 Mission St","Philly Cheesesteak Company","3349 Mission St  ","San Francisco","CA","94110","2","0",,"0",,"0",,"55.23","0.00","0.00","0.00","55.23","2","1.000","1","0.500","0","0","2","00:01:00.000","00:00:00.000","00:13:30.000","00:40:00.000","0","0","0","0","0","0","0"
"2026-02-23","3310236","Queens Plaza S","The Pasta Story","25-02 Queens Plaza S  ","Queens","NY","11101","6","0",,"0",,"0",,"165.06","0.00","0.00","0.00","165.06","2","0.333","4","0.667","0","0","6","00:08:07.800","00:00:15.000","00:13:00.000","00:30:45.000","0","0","0","0","0","0","0"
"2026-02-16","6893800","Dream Gourmet Deli inc. - 111 East 161 Street","Prime Burger Lounge","111 E 161 St  ","Bronx","NY","10452","2","0",,"0",,"0",,"64.73","0.00","0.00","0.00","64.73","1","0.500","2","1.000","0","0","2","00:01:00.000","00:00:30.000","00:06:00.000","00:31:30.000","0","0","0","0","0","0","0"
"2026-02-02","7749192","Sicilian Pizza - 2614 Lebanon Pike","Green Leaf Salads","2614 Lebanon Pike  ","Nashville","TN","37214","1","0",,"0",,"0",,"17.48","0.00","0.00","0.00","17.48","1","1.000","0",,"0","0","1","00:00:00.000","00:00:00.000","00:13:00.000","00:45:00.000","0","0","0","0","0","0","0"
"2026-02-09","2117009",,"Kelly's Pancake Bar","25-02 Queens Plaza S ","NY","NY","11101","1","0",,"0",,"0",,"20.97","0.00","0.00","0.00","20.97","0",,"1","1.000","0","0","1","00:15:00.000","00:01:00.000","00:08:00.000","00:28:00.000","0","0","0","0","0","0","0"
"2026-02-02","3312349","Gold St","Doughboys Sandwiches","257 Gold St  ","Brooklyn","NY","11201","4","0",,"0",,"0",,"113.98","0.00","0.00","0.00","113.98","2","0.500","2","0.500","0","0","4","00:07:00.000","00:02:00.000","00:14:19.800","00:32:40.200","0","0","0","0","0","0","0"
"2026-02-02","3310939","Crenshaw Blvd","Breakfast Burrito Floozy","6732 Crenshaw Blvd  ","Los Angeles","CA","90043","2","0",,"0",,"0",,"48.05","0.00","0.00","0.00","48.05","1","0.500","1","0.500","0","0","2","00:01:30.000","00:00:00.000","00:19:30.000","00:29:00.000","0","0","0","0","0","0","0"
"2026-02-09","2900807",,"The Omelette Farm (1st Avenue)","1741 1st Avenue  ","New York","NY","10128","6","0",,"0",,"0",,"124.55","0.00","0.00","0.00","124.55","2","0.333","6","1.000","0","0","6","00:07:15.000","00:04:00.000","00:11:07.800","00:27:30.000","0","0","0","0","0","0","0"
"2026-02-23","7746488","Havana Heights - 4083 Broadway","The Scorchin' Burger","4083 Broadway  ","New York","NY","10032","1","0",,"0",,"0",,"27.66","0.00","0.00","0.00","27.66","1","1.000","0",,"0","0","1","00:21:00.000","00:02:00.000","00:03:00.000","00:25:00.000","0","0","0","0","0","0","0"
"2026-02-23","10357744","1st Ave","Big Ease Smoothies","1219 1st Ave.  ","New York","NY","10065","2","0",,"0",,"0",,"36.31","0.00","0.00","0.00","36.31","2","1.000","0",,"0","0","2","00:02:30.000","00:00:00.000","00:07:00.000","00:18:30.000","0","0","0","0","0","0","0"
"2026-02-09","2344366",,"The Pancake Snob","217 1st Avenue  ","New York","NY","10003","3","0",,"1","0.333","1","0.333","58.73","0.00","-14.97","-14.97","43.76","1","0.333","2","0.667","0","0","3","00:13:00.000","00:05:00.000","00:13:00.000","00:37:30.000","0","0","0","0","0","0","0"
"2026-02-23","9816352","168 Myrtle Ave","Daybreak Breakfast Club","168 Myrtle Ave  ","Brooklyn","NY","11201","1","0",,"0",,"0",,"26.25","0.00","0.00","0.00","26.25","1","1.000","1","1.000","0","0","1","00:20:00.000","00:10:00.000","00:08:00.000","00:37:00.000","0","0","0","0","0","0","0"
"2026-02-23","2642274",,"Smoothie and Dessert Bar","755 9th Ave  #1C","New York","NY","10019","1","0",,"1","1.000","1","1.000","15.29","0.00","-15.29","-15.29","0.00","1","1.000","1","1.000","0","0","1",,,,,"0","0","0","0","0","0","0"
"2026-02-02","1938953",,"Luigi's Pasta Ristorante","589 1st Avenue ","New York","NY","10016","1","0",,"0",,"0",,"33.98","0.00","0.00","0.00","33.98","0",,"1","1.000","0","0","1","00:02:00.000","00:00:00.000","00:19:00.000","00:31:00.000","0","0","0","0","0","0","0"
"2026-02-02","2485324",,"Olivia's Breakfast Cafe","128 E 4th St ","New York","NY","10003","11","0",,"2","0.182","2","0.182","168.04","0.00","-26.38","-26.38","141.66","3","0.273","11","1.000","0","0","11","00:03:48.000","00:01:10.200","00:03:16.200","00:23:19.800","0","0","0","0","0","0","0"
"2026-02-16","5853472","Metropolitan Ave","The Vegan Snob","488 Metropolitan Ave  ","Brooklyn","NY","11211","8","0",,"0",,"0",,"284.69","0.00","0.00","0.00","284.69","3","0.375","5","0.625","0","0","8","00:05:55.800","00:02:04.200","00:19:49.800","00:53:19.800","0","0","0","0","0","0","0"
"2026-01-26","2729151",,"Halal Lamb Gyro Spot","755 9th Ave  ","New York","NY","10019","1","0",,"0",,"0",,"12.69","0.00","0.00","0.00","12.69","1","1.000","1","1.000","0","0","1","00:09:00.000","00:01:00.000","00:14:00.000","00:37:00.000","0","0","0","0","0","0","0"
"2026-02-02","3310395","9th Ave","Mufasa's Pancakes & French Toast","755 9th Ave  ","New York","NY","10019","4","0",,"0",,"0",,"112.22","0.00","0.00","0.00","112.22","2","0.500","3","0.750","0","0","4","00:04:19.800","00:00:00.000","00:05:00.000","00:18:49.800","0","0","0","0","0","0","0"
"2026-02-16","6538040","Not Just Pizza - 1715 Sicklerville Rd","Jim's House of Hoagies","1715 Sicklerville Rd  ","Gloucester Township","NJ","08081","1","0",,"0",,"0",,"18.19","0.00","0.00","0.00","18.19","1","1.000","1","1.000","0","0","1","00:06:00.000","00:06:00.000","00:10:00.000","00:58:00.000","1","1","0","0","0","0","0"
"2026-02-09","2730399",,"Ali's Gyro Lab","1404 Madison Ave  ","New York","NY","10029","1","0",,"0",,"0",,"113.31","0.00","0.00","0.00","113.31","0",,"0",,"0","0","1","00:08:00.000","00:00:00.000","00:03:00.000",,"0","0","0","0","0","0","0"
"2026-02-23","1937273",,"Snobby Chicken Wings","937 1st Avenue ","New York","NY","10022","1","0",,"0",,"0",,"43.35","0.00","0.00","0.00","43.35","1","1.000","1","1.000","0","0","1","00:20:00.000","00:10:00.000","00:43:00.000","01:20:00.000","0","0","0","0","0","0","0"
"2026-02-23","3309965","Sullivan St","Grilled Cheese Ecstatic","240 Sullivan St  ","New York","NY","10012","7","0",,"0",,"0",,"138.56","0.00","0.00","0.00","138.56","5","0.714","5","0.714","0","0","7","00:08:19.800","00:01:10.200","00:08:40.200","00:28:00.000","1","0","1","0","0","0","0"
"2026-01-26","3310939","Crenshaw Blvd","Breakfast Burrito Floozy","6732 Crenshaw Blvd  ","Los Angeles","CA","90043","2","0",,"0",,"0",,"106.08","0.00","0.00","0.00","106.08","1","0.500","1","0.500","0","0","2","00:04:00.000","00:03:00.000","00:26:00.000","00:49:00.000","0","0","0","0","0","0","0"
"2026-02-16","6154848","11121 N Rodney Parham Rd Ste 36B","Palace Indo-Chnese Fusion","11121 N Rodney Parham Rd  ","Little Rock","AR","72212","1","0",,"0",,"0",,"63.66","0.00","0.00","0.00","63.66","0",,"1","1.000","0","0","1","00:06:00.000","00:00:00.000","00:11:00.000","00:28:00.000","0","0","0","0","0","0","0"
"2026-02-16","10363728","Polk St","Breakfast Burrito Floozy","1428 Polk St  ","San Francisco","CA","94109","2","0",,"0",,"0",,"72.92","0.00","0.00","0.00","72.92","1","0.500","2","1.000","0","0","2","00:01:30.000","00:00:30.000","00:12:30.000","00:27:30.000","0","0","0","0","0","0","0"
"2026-02-02","5289640","3846 Mowry Ave","Halal Chicken Gyros Co.","3846 Mowry Ave  ","Fremont","CA","94538","1","0",,"0",,"0",,"18.89","0.00","0.00","0.00","18.89","0",,"0",,"0","0","1","00:00:00.000","00:00:00.000","00:13:00.000","00:21:00.000","0","0","0","0","0","0","0"
"2026-02-23","3311345","Ave #35st","Nomad's Bagels","450 9th Ave  ","New York","NY","10018","1","0",,"0",,"0",,"39.98","0.00","0.00","0.00","39.98","1","1.000","1","1.000","0","0","1","00:04:00.000","00:00:00.000","00:04:00.000","00:11:00.000","0","0","0","0","0","0","0"
"2026-02-23","3310191","Dallas St","Luigi's Pasta Ristorante","9083 Dallas St  ","La Mesa","CA","91942","1","0",,"0",,"0",,"36.38","0.00","0.00","0.00","36.38","0",,"1","1.000","0","0","1","00:02:00.000","00:02:00.000","00:11:00.000","00:43:00.000","0","0","0","0","0","0","0"
"2026-01-26","10999320","Sullivan St","Exquisite Bowls","240 Sullivan St  ","New York","NY","10012","1","1","1.000","0",,"0",,"35.67","-35.67","0.00","0.00","0.00","1","1.000","1","1.000","0","0","1","00:01:00.000","00:00:00.000","00:12:00.000","00:37:00.000","0","0","0","0","0","0","0"
"2026-02-16","2285322",,"The Pasta Slut","1338 Polk St  ","San Francisco","CA","94109","7","0",,"0",,"0",,"307.81","0.00","0.00","0.00","307.81","5","0.714","2","0.286","0","0","7","00:03:52.200","00:00:48.000","00:12:19.800","00:44:04.200","0","0","0","0","0","0","0"
"2026-02-02","5024688","296 3rd Ave","Savage Juice Bar","296 3rd Ave  ","New York","NY","10010","2","0",,"0",,"0",,"41.05","0.00","0.00","0.00","41.05","0",,"2","1.000","0","0","2","00:19:30.000","00:14:00.000","00:08:30.000","00:42:30.000","0","0","0","0","0","0","0"
"2026-02-16","10938176","8th Ave","The Burger Blade","300 8th Ave  ","New York","NY","10001","1","0",,"0",,"0",,"36.36","0.00","0.00","0.00","36.36","0",,"0",,"0","0","1","00:04:00.000","00:00:00.000","00:01:00.000","00:12:00.000","0","0","0","0","0","0","0"
"2026-02-02","1968311",,"Penny's Pancakes","1237 Fulton Street  ","Brooklyn","NY","11216","4","1","0.250","0",,"0",,"97.57","-26.37","0.00","0.00","71.20","3","0.750","3","0.750","0","0","4","00:03:30.000","00:01:30.000","00:09:19.800","00:26:19.800","0","0","0","0","0","0","0"
"2026-02-23","9813496","E 149th","Fresh N Fruity Smoothies","560 E 149th St  ","Bronx","NY","10455","1","0",,"0",,"0",,"11.59","0.00","0.00","0.00","11.59","1","1.000","1","1.000","0","0","1","00:16:00.000","00:15:00.000","00:24:00.000","00:56:00.000","1","1","0","0","0","0","0"
"2026-02-09","2848424",,"The Pasta Brothers (Bedford Ave)","265 Bedford Ave  ","Brooklyn","NY","11211","1","0",,"0",,"0",,"55.95","0.00","0.00","0.00","55.95","1","1.000","1","1.000","0","0","1","00:04:00.000","00:04:00.000","00:25:00.000","00:51:00.000","1","0","0","1","0","0","0"
"2026-02-02","3309880","Sullivan St","Sunrise Breakfast Club","240 Sullivan St  ","New York","NY","10012","1","0",,"0",,"0",,"80.13","0.00","0.00","0.00","80.13","1","1.000","1","1.000","0","0","1","00:12:00.000","00:00:00.000","00:18:00.000",,"0","0","0","0","0","0","0"
"2026-02-23","2285322",,"The Pasta Slut","1338 Polk St  ","San Francisco","CA","94109","10","0",,"0",,"0",,"358.76","0.00","0.00","0.00","358.76","3","0.300","9","0.900","0","0","10","00:02:45.000","00:00:00.000","00:09:51.600","00:28:24.000","0","0","0","0","0","0","0"
"2026-02-02","10334552","N Arizona Ave","Little Italy's Calzones","1368 N Arizona Ave  ","Chandler","AZ","85225","2","0",,"0",,"0",,"47.65","0.00","0.00","0.00","47.65","0",,"2","1.000","0","0","2","00:02:00.000","00:00:30.000","00:28:30.000","00:51:00.000","0","0","0","0","0","0","0"
"2026-02-16","6156504","839 W University Dr","The Sandwich Vibe","839 W University Dr  ","Tempe","AZ","85281","1","0",,"0",,"0",,"14.19","0.00","0.00","0.00","14.19","0",,"1","1.000","0","0","1","00:00:00.000","00:00:00.000","00:20:00.000","00:29:00.000","0","0","0","0","0","0","0"
"2026-02-23","3310203","9th Ave","The Juice Empire","755 9th Ave  ","New York","NY","10019","3","0",,"0",,"0",,"104.95","0.00","0.00","0.00","104.95","2","0.667","3","1.000","0","0","3","00:03:00.000","00:00:00.000","00:10:00.000","00:18:00.000","0","0","0","0","0","0","0"
"2026-02-02","10938088","Chestnut St","Panini's On Panini's","1929 Chestnut St  ","Philadelphia","PA","19103","1","0",,"0",,"0",,"54.57","0.00","0.00","0.00","54.57","1","1.000","0",,"0","0","1","00:01:00.000","00:01:00.000","00:18:00.000","00:43:00.000","0","0","0","0","0","0","0"
"2026-02-09","10498104","George St","Village Quesadilla","228 George St  ","New Brunswick","NJ","08901","1","0",,"0",,"0",,"25.98","0.00","0.00","0.00","25.98","1","1.000","1","1.000","0","0","1","00:02:00.000","00:00:00.000","00:26:00.000","00:41:00.000","0","0","0","0","0","0","0"
"2026-02-02","4511000","5993 Broadway","Sal's Smoothie Spot","5993 Broadway  ","Bronx","NY","10471","1","0",,"0",,"0",,"21.27","0.00","0.00","0.00","21.27","1","1.000","1","1.000","0","0","1","00:12:00.000","00:12:00.000","00:11:00.000","00:59:00.000","0","0","0","0","0","0","0"
"2026-02-16","5289640","3846 Mowry Ave","Halal Chicken Gyros Co.","3846 Mowry Ave  ","Fremont","CA","94538","2","0",,"0",,"0",,"41.26","0.00","0.00","0.00","41.26","0",,"2","1.000","0","0","2","00:01:00.000","00:00:00.000","00:15:00.000","00:24:00.000","0","0","0","0","0","0","0"
"2026-02-02","3311109","9th Ave","Sal's Smoothie Spot","468 9th Ave  ","New York","NY","10018","1","0",,"0",,"0",,"19.96","0.00","0.00","0.00","19.96","1","1.000","0",,"0","0","1","00:05:00.000","00:00:00.000","00:07:00.000","00:17:00.000","0","0","0","0","0","0","0"
"2026-02-16","3310580","George St","Sandwiches On Fleek","228 George St  ","New Brunswick","NJ","08901","1","0",,"0",,"0",,"25.67","0.00","0.00","0.00","25.67","1","1.000","1","1.000","0","0","1","00:08:00.000","00:05:00.000","00:18:00.000","00:43:00.000","0","0","0","0","0","0","0"
"2026-02-02","10373776","7th Ave","The Village Breakfast","154 7th Ave  ","New York","NY","10011","1","0",,"1","1.000","1","1.000","20.65","0.00","-20.65","-20.65","0.00","0",,"0",,"0","0","1",,,,,"0","0","0","0","0","0","0"
"2026-02-23","3311297","Hillside Ave","The Chopped Salad","164-01 Hillside Avenue  ","Jamaica","NY","11432","2","0",,"0",,"0",,"41.25","0.00","0.00","0.00","41.25","2","1.000","1","0.500","0","0","2","00:00:00.000","00:00:00.000","00:12:00.000","00:23:00.000","0","0","0","0","0","0","0"
"2026-02-16","10379392","Tulane","John's Pizza Den","3402 Tulane Ave  ","New Orleans","LA","70119","1","0",,"0",,"0",,"69.84","0.00","0.00","0.00","69.84","1","1.000","1","1.000","0","0","1","00:58:00.000","00:52:00.000","00:09:00.000","01:23:00.000","0","0","0","0","0","0","0"
"2026-02-02","6894736","Medina Halal Gril - 114 East Main Street","Ali's Mediterranean Sandwiches","114 E Main St  ","Richardson","TX","75081","4","0",,"0",,"0",,"85.51","0.00","0.00","0.00","85.51","1","0.250","4","1.000","0","0","4","00:01:30.000","00:01:00.000","00:20:49.800","00:45:00.000","1","1","0","0","0","0","0"
"2026-02-09","4510336","937 1st Avenue","Jay's Breakfast Bar","937 1st Ave.  ","New York","NY","10022","11","0",,"0",,"0",,"218.17","0.00","0.00","0.00","218.17","6","0.545","7","0.636","0","0","11","00:04:24.000","00:00:00.000","00:09:40.200","00:24:00.000","0","0","0","0","0","0","0"
"2026-02-23","2561042",,"Golden Bear Sandwiches","1147 West Chester Pike  ","West Chester","PA","19382","2","0",,"0",,"0",,"37.98","0.00","0.00","0.00","37.98","1","0.500","2","1.000","0","0","2","00:00:30.000","00:00:00.000","00:14:00.000","00:27:30.000","0","0","0","0","0","0","0"
"2026-02-23","2423690",,"Charlie's Chicken Wings"," 329 Union St ","Nashville","TN","37203","3","0",,"0",,"0",,"107.92","0.00","0.00","0.00","107.92","0",,"3","1.000","0","0","3","00:02:00.000","00:00:19.800","00:17:19.800","00:45:40.200","0","0","0","0","0","0","0"
"2026-02-16","3312494","9th Ave","Danny's Desserts","468 9th Ave  ","New York","NY","10018","1","0",,"0",,"0",,"20.75","0.00","0.00","0.00","20.75","1","1.000","0",,"0","0","1","00:05:00.000","00:00:00.000","00:26:00.000","00:43:00.000","0","0","0","0","0","0","0"
"2026-02-09","5853472","Metropolitan Ave","The Vegan Snob","488 Metropolitan Ave  ","Brooklyn","NY","11211","2","0",,"0",,"0",,"165.24","0.00","0.00","0.00","165.24","1","0.500","0",,"0","0","2","00:07:00.000","00:05:00.000","01:01:00.000","01:30:30.000","0","0","0","0","0","0","0"
"2026-02-23","5028128","3907 Lee Hwy","Breakfast Burrito Joint","3907 Lee Hwy  ","Arlington","VA","22207","1","0",,"0",,"0",,"10.19","0.00","0.00","0.00","10.19","0",,"1","1.000","0","0","1","00:00:00.000","00:00:00.000","00:09:00.000","00:49:00.000","0","0","0","0","0","0","0"
"2026-02-23","5024720","3907 Lee Hwy","First Light Breakfast Cafe","3907 Lee Hwy  ","Arlington","VA","22207","3","0",,"0",,"0",,"55.94","0.00","0.00","0.00","55.94","2","0.667","2","0.667","0","0","3","00:00:40.200","00:00:19.800","00:10:00.000","00:30:00.000","0","0","0","0","0","0","0"
"2026-02-09","6890824","Los barriles mexican restaurant -  6845 Doniphan Dr","The Breakfast Skillet","6845 Doniphan Dr  ","Canutillo","TX","79835","1","0",,"0",,"0",,"14.39","0.00","0.00","0.00","14.39","0",,"1","1.000","0","0","1","00:09:00.000","00:09:00.000","00:19:00.000","01:23:00.000","0","0","0","0","0","0","0"
"2026-02-02","4510072","433 W 34th st","Sip On Smoothie","433 W 34th St.  ","New York","NY","10001","2","0",,"0",,"0",,"55.23","0.00","0.00","0.00","55.23","1","0.500","2","1.000","0","0","2","00:05:30.000","00:00:00.000","00:05:30.000","00:22:00.000","0","0","0","0","0","0","0"
"2026-02-23","3312267","Lexington Ave","Casa De Quesadilla","1424 Lexington Ave  ","New York","NY","10128","7","0",,"2","0.286","2","0.286","147.56","0.00","-38.07","-38.07","109.49","4","0.571","4","0.571","0","0","7","00:12:45.000","00:05:00.000","00:11:07.800","00:34:22.800","0","0","0","0","0","0","0"
"2026-02-09","7747984","382 Farmer Deli & Juice - 382 8th Ave","The Village Smoothie Spot","382 8th Ave  ","New York","NY","10001","2","1","0.500","0",,"0",,"135.59","-4.99","0.00","0.00","130.60","0",,"1","0.500","0","0","2","00:18:30.000","00:12:00.000","00:19:30.000","00:57:00.000","0","0","0","0","0","0","0"
"2026-02-16","2040775",,"Ava's Fried Chicken","820 Pennsylvania Ave ","Pittsburgh","PA","15233","2","0",,"0",,"0",,"95.90","0.00","0.00","0.00","95.90","0",,"1","0.500","0","0","2","00:06:30.000","00:02:30.000","00:13:30.000","00:41:00.000","0","0","0","0","0","0","0"
"2026-02-02","11791240","1st Ave","The Smoothie Squeeze","589 1st Ave  ","New York","NY","10016","1","0",,"0",,"0",,"18.98","0.00","0.00","0.00","18.98","0",,"1","1.000","0","0","1","00:00:00.000","00:00:00.000","00:17:00.000","00:33:00.000","0","0","0","0","0","0","0"
"2026-02-02","3311229","Loudon Rd #960","Charlie's Calzone Co","800 Loudon Rd  ","Latham","NY","12110","2","0",,"0",,"0",,"67.96","0.00","0.00","0.00","67.96","0",,"0",,"0","0","2","00:08:00.000","00:08:00.000","00:13:00.000","00:53:00.000","0","0","0","0","0","0","0"
"2026-02-09","11003712","Post Road","Luigi's Pasta Ristorante","751 Post Rd  ","Scarsdale","NY","10583","2","0",,"1","0.500","1","0.500","27.98","0.00","-12.59","-12.59","15.39","1","0.500","2","1.000","0","0","2","00:01:00.000","00:01:00.000","00:20:00.000","01:31:00.000","0","0","0","0","0","0","0"
"2026-02-02","2900607",,"Princess Panini","589 1st Avenue  ","New York","NY","10016","1","0",,"0",,"0",,"19.99","0.00","0.00","0.00","19.99","0",,"0",,"0","0","1","00:03:00.000","00:00:00.000","00:27:00.000","00:41:00.000","0","0","0","0","0","0","0"
"2026-02-02","8568712",,"The Village Smoothie Spot","1175 2nd Ave  ","New York","NY","10065","1","0",,"0",,"0",,"15.98","0.00","0.00","0.00","15.98","1","1.000","0",,"0","0","1","00:10:00.000","00:01:00.000","00:29:00.000","00:45:00.000","0","0","0","0","0","0","0"
"2026-02-02","3310093","1st Avenue","Fiona's French Toast","589 1st Ave.  ","New York","NY","10016","3","0",,"0",,"0",,"59.94","0.00","0.00","0.00","59.94","0",,"3","1.000","0","0","3","00:02:00.000","00:01:15.000","00:18:30.000","00:41:45.000","0","0","0","0","0","0","0"
"2026-02-02","6890744","Wholesome Farms Market - 1306 Atlantic Ave","The Sandwich Vibe","1306 Atlantic Ave  ","Brooklyn","NY","11216","6","0",,"0",,"0",,"110.83","0.00","0.00","0.00","110.83","3","0.500","5","0.833","0","0","6","00:05:26.400","00:01:16.800","00:23:36.600","00:49:03.600","2","2","0","0","0","0","0"
"2026-02-09","2116488",,"Molly's Chicken Wings","25-02 Queens Plaza S ","New York","NY","11101","3","0",,"0",,"0",,"68.98","0.00","0.00","0.00","68.98","2","0.667","2","0.667","0","0","3","00:03:19.800","00:03:00.000","00:19:40.200","00:40:40.200","0","0","0","0","0","0","0"
"2026-02-23","6539752","Asian Fusion Cafe - 4957 Winters Chapel Rd Suite B","Connie's Soup Station","4957 Winters Chapel Rd  ","Dunwoody","GA","30360","2","0",,"0",,"0",,"31.75","0.00","0.00","0.00","31.75","2","1.000","1","0.500","0","0","2","00:09:00.000","00:04:00.000","00:43:30.000","01:05:00.000","0","0","0","0","0","0","0"
"2026-01-26","2741308",,"Nancy's Grilled Cheese","1760 3rd Ave  ","New York","NY","10029","5","0",,"0",,"0",,"67.06","0.00","0.00","0.00","67.06","1","0.200","5","1.000","0","0","5","00:07:00.000","00:03:36.000","00:18:00.000","00:34:00.000","1","1","0","0","0","0","0"
"2026-02-16","7332904","Midtown Bar and Grill - 415 W Gray St","The Bagel Savage","415 W Gray St  ","Houston","TX","77019","3","0",,"0",,"0",,"44.84","0.00","0.00","0.00","44.84","1","0.333","0",,"0","0","3","00:05:00.000","00:00:19.800","00:17:00.000","00:35:00.000","2","1","1","0","0","0","0"
"2026-02-02","3310784","Madison Ave","Hyde's Grilled Cheese","1404 Madison Ave  ","New York","NY","10029","1","0",,"0",,"0",,"18.47","0.00","0.00","0.00","18.47","1","1.000","1","1.000","0","0","1","00:07:00.000","00:00:00.000","00:15:00.000","00:32:00.000","0","0","0","0","0","0","0"
"2026-02-16","3310812","Hillside Ave","Top Panini Shop","164-01 Hillside Avenue  ","Jamaica","NY","11432","3","0",,"0",,"0",,"76.42","0.00","0.00","0.00","76.42","3","1.000","1","0.333","0","0","3","00:07:30.000","00:04:30.000","00:27:30.000","00:52:00.000","0","0","0","0","0","0","0"
"2026-02-23","3311173","Madison Ave","Fiona's Breakfast Burritos","1404 Madison Ave  ","New York","NY","10029","1","0",,"0",,"0",,"24.71","0.00","0.00","0.00","24.71","0",,"1","1.000","0","0","1","00:10:00.000","00:00:00.000","00:07:00.000","00:23:00.000","1","1","0","0","0","0","0"
"2026-02-02","7325384","Picante Taco- 411 S High St","Fire House Quesadillas","411 S High St  ","Baltimore","MD","21202","2","0",,"0",,"0",,"169.44","0.00","0.00","0.00","169.44","1","0.500","1","0.500","0","0","2","00:09:30.000","00:07:30.000","00:23:00.000","01:06:00.000","0","0","0","0","0","0","0"
"2026-02-23","3301220","W St Louis Ave #25","The Smooth Eaze","333 W St Louis Ave  ","Las Vegas","NV","89102","1","0",,"0",,"0",,"24.98","0.00","0.00","0.00","24.98","0",,"1","1.000","0","0","1","00:03:00.000","00:01:00.000","00:40:00.000","01:01:00.000","0","0","0","0","0","0","0"
"2026-02-23","6893800","Dream Gourmet Deli inc. - 111 East 161 Street","Prime Burger Lounge","111 E 161 St  ","Bronx","NY","10452","2","0",,"0",,"0",,"39.16","0.00","0.00","0.00","39.16","2","1.000","1","0.500","0","0","2","00:09:00.000","00:05:00.000","00:26:00.000","01:02:30.000","0","0","0","0","0","0","0"
"2026-02-09","5320096","Yue Bai Wei - 5874 Forbes Ave","Xiu's Vegetarian Chinese","5874 Forbes Ave  ","Pittsburgh","PA","15217","1","0",,"0",,"0",,"25.99","0.00","0.00","0.00","25.99","0",,"1","1.000","0","0","1","00:03:00.000","00:00:00.000","00:23:00.000","00:37:00.000","0","0","0","0","0","0","0"
"2026-02-23","11801712","Thomas S Boyland St","Luke's Breakfast Club","116 Thomas S Boyland St  ","Brooklyn","NY","11233","6","1","0.167","0",,"0",,"178.42","-10.49","0.00","0.00","167.93","3","0.500","4","0.667","0","0","6","00:03:48.000","00:01:36.000","00:24:42.000","00:46:30.000","2","2","0","0","0","0","0"
"2026-02-23","2848424",,"The Pasta Brothers (Bedford Ave)","265 Bedford Ave  ","Brooklyn","NY","11211","1","0",,"0",,"0",,"28.68","0.00","0.00","0.00","28.68","0",,"1","1.000","0","0","1","00:02:00.000","00:00:00.000","00:10:00.000","00:26:00.000","0","0","0","0","0","0","0"
"2026-02-16","5037632","9061 Van Nuys Blvd","The Gourmet Burger","9061 Van Nuys Blvd  ","Los Angeles","CA","91402","2","0",,"0",,"0",,"60.16","0.00","0.00","0.00","60.16","2","1.000","2","1.000","0","0","2","00:06:30.000","00:02:00.000","00:09:30.000","00:28:30.000","1","1","0","0","0","0","0"
"2026-02-23","6890824","Los barriles mexican restaurant -  6845 Doniphan Dr","The Breakfast Skillet","6845 Doniphan Dr  ","Canutillo","TX","79835","1","0",,"1","1.000","1","1.000","14.39","0.00","-14.39","-14.39","0.00","0",,"1","1.000","0","0","1",,,,,"0","0","0","0","0","0","0"
"2026-02-16","10359464","1st Ave","The Pasta Brothers","589 1st Ave.  ","New York","NY","10016","5","0",,"0",,"0",,"211.88","0.00","0.00","0.00","211.88","2","0.400","1","0.200","0","0","5","00:07:37.800","00:04:30.000","00:06:30.000","00:34:07.800","0","0","0","0","0","0","0"
"2026-02-16","8563056",,"Nomad's Bagels","433 W 34th St.  ","New York","NY","10001","2","0",,"0",,"0",,"17.98","0.00","0.00","0.00","17.98","1","0.500","2","1.000","0","0","2","00:01:30.000","00:00:00.000","00:01:30.000","00:08:30.000","0","0","0","0","0","0","0"
