"week_start_date","grubhub_store_id","store_number","store_name","street_address","city","state","postal_code","total_orders","adjusted_orders","adjusted_orders_rate","total_canceled_orders","total_canceled_orders_rate","avoidable_canceled_orders","avoidable_canceled_orders_rate","gross_subtotal_sales","adjusted_subtotal_sales","total_canceled_orders_subtotal_sales","avoidable_canceled_orders_subtotal_sales","subtotal_sales_after_adjustments_and_cancels","new_customer_orders","new_customer_orders_rate","gh_plus_customer_orders","gh_plus_customer_orders_rate","pick_up_orders","self_delivery_orders","grubhub_delivery_orders","avg_driver_time_at_store","avg_avoidable_driver_wait_time","avg_delivery_route_time","avg_order_to_delivery_time","ratings_all","ratings_5_stars","ratings_4_stars","ratings_3_stars","ratings_2_stars","ratings_1_star","reviews"
"2026-02-02","3310235","Queens Plaza S","Slapjack Pancakes","25-02 Queens Plaza S  ","Queens","NY","11101","2","0",,"0",,"0",,"27.51","0.00","0.00","0.00","27.51","1","0.500","1","0.500","0","0","2","00:13:30.000","00:09:00.000","00:23:00.000","01:10:00.000","0","0","0","0","0","0","0"
"2026-02-16","3007005",,"Mia's Quesadillas","2909A Queens Plaza North  ","Long Island City","NY","11101","1","0",,"1","1.000","1","1.000","32.18","0.00","-32.18","-32.18","0.00","1","1.000","0",,"0","0","1",,,,,"0","0","0","0","0","0","0"
"2026-01-26","3326295","1st Ave","Angelo's Wraps Shop","147 1st Ave.  ","New York","NY","10003","1","0",,"0",,"0",,"14.09","0.00","0.00","0.00","14.09","0",,"0",,"0","0","1","00:17:00.000","00:02:00.000","00:36:00.000","01:11:00.000","0","0","0","0","0","0","0"
"2026-02-23","10936384","Michelson Dr","Doughboys Sandwiches","3161 Michelson Dr  ","Irvine","CA","92612","1","0",,"0",,"0",,"16.79","0.00","0.00","0.00","16.79","0",,"1","1.000","0","0","1","00:06:00.000","00:04:00.000","00:15:00.000","00:34:00.000","0","0","0","0","0","0","0"
"2026-02-16","4511496","278 N. Brewster Rd","The Pasta Story","278 N Brewster Rd  ","Brewster","NY","10509","1","0",,"0",,"0",,"68.86","0.00","0.00","0.00","68.86","1","1.000","1","1.000","0","0","1","00:09:00.000","00:00:00.000","00:11:00.000","00:32:00.000","0","0","0","0","0","0","0"
"2026-02-16","3310978","1st Ave","Bagel Dynasty","1219 1st Ave.  ","New York","NY","10065","1","0",,"0",,"0",,"7.88","0.00","0.00","0.00","7.88","1","1.000","1","1.000","0","0","1","00:12:00.000","00:00:00.000","00:03:00.000","00:22:00.000","0","0","0","0","0","0","0"
"2026-02-09","8568728",,"Evan's Burger Empire","1175 2nd Ave  ","New York","NY","10065","2","0",,"0",,"0",,"58.93","0.00","0.00","0.00","58.93","0",,"2","1.000","0","0","2","00:19:00.000","00:00:00.000","00:06:30.000","00:30:30.000","0","0","0","0","0","0","0"
"2026-02-16","10362136","Polk St","Fried Chicken Savage","1428 Polk St  ","San Francisco","CA","94109","3","0",,"0",,"0",,"109.90","0.00","0.00","0.00","109.90","1","0.333","1","0.333","0","0","3","00:00:40.200","00:00:40.200","00:09:40.200","00:34:19.800","0","0","0","0","0","0","0"
"2026-02-02","3326032","30th St","NY Dessert Bar","34-02 30th St  ","Astoria","NY","11106","2","0",,"0",,"0",,"84.66","0.00","0.00","0.00","84.66","1","0.500","1","0.500","0","0","2","00:01:30.000","00:00:30.000","00:12:30.000","00:45:30.000","0","0","0","0","0","0","0"
"2026-02-09","4833080","4663 Trousdale Dr","Amore Pasta Ristorante","4663 Trousdale Dr  ","Nashville","TN","37204","1","0",,"0",,"0",,"15.49","0.00","0.00","0.00","15.49","1","1.000","1","1.000","0","0","1","00:14:00.000","00:12:00.000","00:38:00.000","01:36:00.000","0","0","0","0","0","0","0"
"2026-02-23","2900330",,"Cheesecake And Dessert Bar (Polk St)","1338 Polk St  ","San Francisco","CA","94109","1","0",,"0",,"0",,"48.94","0.00","0.00","0.00","48.94","0",,"0",,"0","0","1","00:08:00.000","00:08:00.000","00:09:00.000","00:44:00.000","1","1","0","0","0","0","0"
"2026-02-09","8568648",,"GrillGrub Sandwiches","1561 St Nicholas Ave  ","New York","NY","10040","1","0",,"0",,"0",,"28.97","0.00","0.00","0.00","28.97","1","1.000","0",,"0","0","1","00:02:00.000","00:00:00.000","00:03:00.000","00:11:00.000","0","0","0","0","0","0","0"
"2026-02-02","2730695",,"Charlie's Chicken Wings","1760 3rd Ave  ","New York","NY","10029","3","0",,"0",,"0",,"104.87","0.00","0.00","0.00","104.87","2","0.667","1","0.333","0","0","3","00:04:19.800","00:00:40.200","00:11:19.800","00:30:00.000","0","0","0","0","0","0","0"
"2026-02-23","6893968","Bears Ramen House - 2521 Durant Ave","Sung's Korean Kitchen","2521 Durant Ave  ","Berkeley","CA","94704","1","0",,"0",,"0",,"51.34","0.00","0.00","0.00","51.34","1","1.000","1","1.000","0","0","1","00:02:00.000","00:00:00.000","00:04:00.000","00:22:00.000","0","0","0","0","0","0","0"
"2026-02-23","5289640","3846 Mowry Ave","Halal Chicken Gyros Co.","3846 Mowry Ave  ","Fremont","CA","94538","1","0",,"0",,"0",,"16.79","0.00","0.00","0.00","16.79","1","1.000","1","1.000","0","0","1","00:00:00.000","00:00:00.000","00:07:00.000","00:17:00.000","0","0","0","0","0","0","0"
"2026-02-02","5321760","Yue Bai Wei - 5874 Forbes Ave","The Stir Fry Bar","5874 Forbes Ave  ","Pittsburgh","PA","15217","1","0",,"0",,"0",,"21.88","0.00","0.00","0.00","21.88","0",,"1","1.000","0","0","1","00:00:00.000","00:00:00.000","00:06:00.000","00:22:00.000","0","0","0","0","0","0","0"
"2026-02-02","8569944",,"Top Panini Shop","1175 2nd Ave  ","New York","NY","10065","5","0",,"0",,"0",,"99.94","0.00","0.00","0.00","99.94","2","0.400","5","1.000","0","0","5","00:03:37.800","00:00:52.800","00:08:07.800","00:27:45.000","0","0","0","0","0","0","0"
"2026-02-23","10938088","Chestnut St","Panini's On Panini's","1929 Chestnut St  ","Philadelphia","PA","19103","1","0",,"0",,"0",,"36.38","0.00","0.00","0.00","36.38","1","1.000","1","1.000","0","0","1","00:03:00.000","00:03:00.000","00:15:00.000","00:35:00.000","0","0","0","0","0","0","0"
"2026-02-02","10359528","Polk St","The Hot Dog Village","1428 Polk St  ","San Francisco","CA","94109","1","0",,"0",,"0",,"46.91","0.00","0.00","0.00","46.91","1","1.000","1","1.000","0","0","1","00:01:00.000","00:01:00.000","00:11:00.000","00:36:00.000","0","0","0","0","0","0","0"
"2026-02-02","4839144","319 Rogers Ave","The Gyro Bar","319 Rogers Ave  ","Brooklyn","NY","11225","13","0",,"0",,"0",,"257.16","0.00","0.00","0.00","257.16","6","0.462","9","0.692","0","0","13","00:02:46.800","00:02:25.800","00:10:47.400","00:34:22.800","2","2","0","0","0","0","0"
"2026-02-23","6891720","Wholesome Farms Market - 1306 Atlantic Ave","Green Leaf Salads","1306 Atlantic Ave  ","Brooklyn","NY","11216","5","0",,"0",,"0",,"99.99","0.00","0.00","0.00","99.99","2","0.400","3","0.600","0","0","5","00:16:15.000","00:12:45.000","00:23:52.800","01:04:45.000","0","0","0","0","0","0","0"
"2026-02-09","10932264","E 125th St","Original Burger Bar","135 E 125th St  ","New York","NY","10035","1","0",,"1","1.000","1","1.000","19.58","0.00","-19.58","-19.58","0.00","1","1.000","0",,"0","0","1",,,,,"0","0","0","0","0","0","0"
"2026-02-02","3310763","Queens Plaza S","Firenze Pasta Ristorante","25-02 Queens Plaza S  ","Queens","NY","11101","3","0",,"0",,"0",,"112.81","0.00","0.00","0.00","112.81","3","1.000","2","0.667","0","0","3","00:03:15.000","00:00:15.000","00:12:45.000","00:31:15.000","0","0","0","0","0","0","0"
"2026-02-09","9822552","168 Myrtle Ave","Stan's Burger Bar","168 Myrtle Ave  ","Brooklyn","NY","11201","1","0",,"0",,"0",,"23.78","0.00","0.00","0.00","23.78","1","1.000","0",,"0","0","1","00:18:00.000","00:18:00.000","00:12:00.000","00:55:00.000","0","0","0","0","0","0","0"
"2026-01-26","10938048","E 125th St","Jr's Philly Cheesesteaks","135 E 125th St  ","New York","NY","10035","1","0",,"0",,"0",,"26.58","0.00","0.00","0.00","26.58","0",,"1","1.000","0","0","1","00:07:00.000","00:00:00.000","00:32:00.000","00:40:00.000","0","0","0","0","0","0","0"
"2026-02-23","3310488","1st Avenue","Jewel's Breakfast Joint","937 1st Ave.  ","New York","NY","10022","1","0",,"0",,"0",,"17.17","0.00","0.00","0.00","17.17","0",,"1","1.000","0","0","1","00:11:00.000","00:00:00.000","00:07:00.000","00:26:00.000","0","0","0","0","0","0","0"
"2026-02-16","3310025","10th Ave","Indian Biryani Snob","716 10th Ave ","New York","NY","10019","1","0",,"0",,"0",,"24.98","0.00","0.00","0.00","24.98","0",,"1","1.000","0","0","1","00:09:00.000","00:07:00.000","00:13:00.000","00:40:00.000","0","0","0","0","0","0","0"
"2026-02-23","2365500",,"The Pancake Snob","257 Gold Street  ","Brooklyn","NY","11201","2","0",,"0",,"0",,"79.12","0.00","0.00","0.00","79.12","0",,"2","1.000","0","0","2","00:03:00.000","00:00:00.000","00:15:00.000","00:29:00.000","0","0","0","0","0","0","0"
"2026-01-26","10499904","1st Avenue","Lola's Smoothie Mix","937 1st Ave.  ","New York","NY","10022","1","0",,"0",,"0",,"27.94","0.00","0.00","0.00","27.94","0",,"0",,"0","0","1","00:03:00.000","00:00:00.000","00:03:00.000","00:20:00.000","0","0","0","0","0","0","0"
"2026-02-16","3310989","Madison Ave","The Omelette Farm","1404 Madison Ave  ","New York","NY","10029","4","0",,"0",,"0",,"118.84","0.00","0.00","0.00","118.84","2","0.500","2","0.500","0","0","4","00:07:30.000","00:01:00.000","00:15:19.800","00:35:30.000","1","1","0","0","0","0","0"
"2026-01-26","10929360","E 125th St","The Salad Prince","135 E 125th St  ","New York","NY","10035","1","0",,"0",,"0",,"37.77","0.00","0.00","0.00","37.77","0",,"1","1.000","0","0","1","00:16:00.000","00:10:00.000","00:05:00.000","00:41:00.000","0","0","0","0","0","0","0"
"2026-02-09","6894736","Medina Halal Gril - 114 East Main Street","Ali's Mediterranean Sandwiches","114 E Main St  ","Richardson","TX","75081","4","0",,"0",,"0",,"65.64","0.00","0.00","0.00","65.64","2","0.500","3","0.750","0","0","4","00:01:20.400","00:00:40.200","00:20:20.400","00:45:40.200","0","0","0","0","0","0","0"
"2026-02-09","3310779","George St","Pita Sandwiches Bite","228 George St  ","New Brunswick","NJ","08901","1","0",,"0",,"0",,"23.18","0.00","0.00","0.00","23.18","0",,"1","1.000","0","0","1","00:01:00.000","00:01:00.000","00:08:00.000","00:52:00.000","0","0","0","0","0","0","0"
"2026-02-02","3310775","Hoover Rd","Greek Gyro Spot","28501 Hoover Rd  ","Warren","MI","48093","1","0",,"0",,"0",,"19.27","0.00","0.00","0.00","19.27","1","1.000","1","1.000","0","0","1","00:02:00.000","00:00:00.000","00:16:00.000","00:32:00.000","0","0","0","0","0","0","0"
"2026-02-09","3310395","9th Ave","Mufasa's Pancakes & French Toast","755 9th Ave  ","New York","NY","10019","2","0",,"0",,"0",,"33.87","0.00","0.00","0.00","33.87","1","0.500","1","0.500","0","0","2","00:09:00.000","00:00:00.000","00:16:30.000","00:32:30.000","0","0","0","0","0","0","0"
"2026-02-09","9845040","265 Bedford Ave","Bart's Breakfast Sandwiches","265 Bedford Ave  ","Brooklyn","NY","11211","2","0",,"0",,"0",,"53.15","0.00","0.00","0.00","53.15","2","1.000","2","1.000","0","0","2","00:03:00.000","00:03:00.000","00:07:00.000","00:37:00.000","0","0","0","0","0","0","0"
"2026-02-16","9815152","Mission","Leon's Legendary Pizza","3349 Mission St  ","San Francisco","CA","94110","3","0",,"0",,"0",,"162.51","0.00","0.00","0.00","162.51","1","0.333","2","0.667","0","0","3","00:02:00.000","00:01:30.000","00:09:30.000","00:37:30.000","0","0","0","0","0","0","0"
"2026-02-16","10498104","George St","Village Quesadilla","228 George St  ","New Brunswick","NJ","08901","5","0",,"0",,"0",,"120.39","0.00","0.00","0.00","120.39","3","0.600","4","0.800","0","0","5","00:03:49.800","00:03:10.200","00:15:00.000","00:39:19.800","0","0","0","0","0","0","0"
"2026-01-26","10334552","N Arizona Ave","Little Italy's Calzones","1368 N Arizona Ave  ","Chandler","AZ","85225","1","0",,"0",,"0",,"20.68","0.00","0.00","0.00","20.68","1","1.000","1","1.000","0","0","1","00:08:00.000","00:01:00.000","00:13:00.000","00:29:00.000","0","0","0","0","0","0","0"
"2026-02-02","9820976","4955 Voltaire St","The Smoothie Savage","4955 Voltaire St  ","San Diego","CA","92107","1","0",,"0",,"0",,"18.87","0.00","0.00","0.00","18.87","0",,"1","1.000","0","0","1","00:08:00.000","00:08:00.000","00:05:00.000","00:30:00.000","0","0","0","0","0","0","0"
"2026-02-23","6893712","Sunrise Market Place - 612 11th Ave","Danny's Burger Den","612 11th Ave  ","New York","NY","10036","1","0",,"0",,"0",,"45.96","0.00","0.00","0.00","45.96","1","1.000","1","1.000","0","0","1","00:01:00.000","00:00:00.000","00:12:00.000","00:45:00.000","0","0","0","0","0","0","0"
"2026-02-23","7753808","Oakwood Bagels - 101 Guyon Ave","Doughboys Sandwiches","101 Guyon Ave  ","Staten Island","NY","10306","2","1","0.500","0",,"0",,"43.53","-2.49","0.00","0.00","41.04","0",,"1","0.500","0","0","2","00:05:30.000","00:05:30.000","00:18:30.000","00:53:30.000","0","0","0","0","0","0","0"
"2026-02-16","3344172","916 Hempstead Turnpike","Casa De Quesadilla","916 Hempstead Turnpike  ","Franklin Square","NY","11010","1","1","1.000","0",,"0",,"39.18","-16.79","0.00","0.00","22.39","0",,"1","1.000","0","0","1","00:17:00.000","00:02:00.000","00:21:00.000","00:43:00.000","0","0","0","0","0","0","0"
"2026-02-23","10359464","1st Ave","The Pasta Brothers","589 1st Ave.  ","New York","NY","10016","1","0",,"0",,"0",,"31.98","0.00","0.00","0.00","31.98","0",,"1","1.000","0","0","1","00:04:00.000","00:00:00.000","00:08:00.000","00:20:00.000","0","0","0","0","0","0","0"
"2026-02-16","6891040","Caffe Venice - 596 3rd Ave","Bill's Sandwich Shack","596 3rd Ave  ","New York","NY","10016","1","0",,"0",,"0",,"16.88","0.00","0.00","0.00","16.88","1","1.000","1","1.000","0","0","1","00:00:00.000","00:00:00.000","00:17:00.000","00:28:00.000","0","0","0","0","0","0","0"
"2026-02-09","11803352","St Marks Pl","Christina's Vegan Cafe","58 St Marks Pl  ","New York","NY","10003","1","0",,"0",,"0",,"67.96","0.00","0.00","0.00","67.96","1","1.000","1","1.000","0","0","1","00:02:00.000","00:00:00.000","00:11:00.000","00:27:00.000","0","0","0","0","0","0","0"
"2026-02-16","7101064","Pizza Zone","Amore Pasta Ristorante","3618 N Pennsylvania Ave  ","Oklahoma City","OK","73112","1","0",,"0",,"0",,"16.48","0.00","0.00","0.00","16.48","0",,"1","1.000","0","0","1","00:01:00.000","00:01:00.000","00:11:00.000","00:47:00.000","0","0","0","0","0","0","0"
"2026-02-09","2560632",,"Halal Chicken Spot","1338 Polk St  ","San Francisco","CA","94109","2","0",,"0",,"0",,"48.96","0.00","0.00","0.00","48.96","1","0.500","2","1.000","0","0","2","00:03:30.000","00:03:30.000","00:13:00.000","00:40:00.000","1","0","1","0","0","0","1"
"2026-02-23","2900428",,"The Sandwich Vibe (1st Avenue)","1741 1st Avenue  ","New York","NY","10128","1","0",,"0",,"0",,"18.68","0.00","0.00","0.00","18.68","0",,"1","1.000","0","0","1","00:02:00.000","00:00:00.000","00:07:00.000","00:21:00.000","0","0","0","0","0","0","0"
"2026-02-09","3310408","E Arapaho Rd #F","The Chinese Joint","1401 E Arapaho Rd  ","Richardson","TX","75081","1","0",,"0",,"0",,"38.98","0.00","0.00","0.00","38.98","0",,"1","1.000","0","0","1","00:01:00.000","00:00:00.000","00:11:00.000","00:16:00.000","1","0","1","0","0","0","0"
"2026-02-16","10938088","Chestnut St","Panini's On Panini's","1929 Chestnut St  ","Philadelphia","PA","19103","1","1","1.000","0",,"0",,"39.96","-21.77","0.00","0.00","18.19","1","1.000","1","1.000","0","0","1","00:10:00.000","00:00:00.000","00:26:00.000","00:49:00.000","0","0","0","0","0","0","0"
"2026-02-09","2710285",,"The Salad God (4th Ave)","59 4th Ave  ","New York","NY","10003","1","0",,"0",,"0",,"13.48","0.00","0.00","0.00","13.48","1","1.000","1","1.000","0","0","1","00:11:00.000","00:05:00.000","00:12:00.000","00:33:00.000","0","0","0","0","0","0","0"
"2026-02-02","1938468",,"Stella's Pancake Bar","937 1st Avenue ","New York","NY","10022","34","0",,"0",,"0",,"716.19","0.00","0.00","0.00","716.19","16","0.471","24","0.706","0","0","34","00:03:48.000","00:01:59.400","00:10:10.200","00:26:54.600","0","0","0","0","0","0","0"
"2026-02-02","3325823","30th St","Bagel Dynasty","34-02 30th St  ","Astoria","NY","11106","1","0",,"0",,"0",,"13.06","0.00","0.00","0.00","13.06","0",,"1","1.000","0","0","1","00:01:00.000","00:00:00.000","00:08:00.000","00:21:00.000","0","0","0","0","0","0","0"
"2026-02-09","1940022",,"Jose's Burrito Bar","589 1st Avenue ","New York","NY","10016","3","0",,"0",,"0",,"64.92","0.00","0.00","0.00","64.92","1","0.333","1","0.333","0","0","3","00:13:45.000","00:11:00.000","00:28:45.000","00:55:15.000","1","1","0","0","0","0","0"
"2026-01-26","3310840","Lee Hwy","Chief's Cheesesteaks","3907 Lee Hwy  ","Arlington","VA","22207","1","0",,"0",,"0",,"29.46","0.00","0.00","0.00","29.46","0",,"1","1.000","0","0","1","00:00:00.000","00:00:00.000","00:17:00.000","00:42:00.000","0","0","0","0","0","0","0"
"2026-02-02","2848521",,"The Panini Project (Bedford Ave)","265 Bedford Ave  ","Brooklyn","NY","11211","1","0",,"0",,"0",,"14.79","0.00","0.00","0.00","14.79","1","1.000","1","1.000","0","0","1","00:12:00.000","00:00:00.000","00:24:00.000","00:44:00.000","0","0","0","0","0","0","0"
"2026-02-09","3325905","W 34th st","Marty's Wraps Shack","433 W 34th St  ","New York","NY","10001","2","0",,"0",,"0",,"39.98","0.00","0.00","0.00","39.98","1","0.500","0",,"0","0","2","00:06:00.000","00:01:00.000","00:02:30.000","00:18:00.000","0","0","0","0","0","0","0"
"2026-02-02","1937273",,"Snobby Chicken Wings","937 1st Avenue ","New York","NY","10022","1","0",,"0",,"0",,"23.06","0.00","0.00","0.00","23.06","1","1.000","1","1.000","0","0","1",,,,,"0","0","0","0","0","0","0"
"2026-02-23","8563016",,"Hella Good Chicken Wings","43 W Flagler St  ","Miami","FL","33130","1","0",,"0",,"0",,"20.07","0.00","0.00","0.00","20.07","1","1.000","1","1.000","0","0","1","00:02:00.000","00:02:00.000","00:06:00.000","01:05:00.000","1","0","0","0","0","1","1"
"2026-02-02","2643384",,"The Burger Blade","755 9th Ave  #1A","New York","NY","10019","1","0",,"0",,"0",,"18.88","0.00","0.00","0.00","18.88","1","1.000","1","1.000","0","0","1","00:02:00.000","00:00:00.000","00:03:00.000","00:14:00.000","1","1","0","0","0","0","0"
"2026-02-09","10938064","8th Ave","Luigi's Pasta Ristorante","300 8th Ave  ","New York","NY","10001","2","0",,"0",,"0",,"69.26","0.00","0.00","0.00","69.26","1","0.500","2","1.000","0","0","2","00:04:00.000","00:01:30.000","00:11:00.000","00:25:00.000","0","0","0","0","0","0","0"
"2026-02-16","3310349","3rd Ave","Frank's French Toast","1760 3rd Ave  ","New York","NY","10029","1","0",,"0",,"0",,"24.93","0.00","0.00","0.00","24.93","0",,"1","1.000","0","0","1","00:02:00.000","00:01:00.000","00:02:00.000","00:24:00.000","1","1","0","0","0","0","0"
"2026-02-16","10498112","101st Ave","Top Notch Sandwiches","131-03 101st Ave  ","South Richmond","NY","11419","1","0",,"0",,"0",,"41.95","0.00","0.00","0.00","41.95","0",,"1","1.000","0","0","1","00:02:00.000","00:02:00.000","00:13:00.000","01:02:00.000","1","1","0","0","0","0","0"
"2026-02-16","9819472","1368 N Arizona Ave","Fallen Angel Wings","1368 N Arizona Ave  ","Chandler","AZ","85225","1","0",,"0",,"0",,"27.27","0.00","0.00","0.00","27.27","0",,"0",,"0","0","1","00:08:00.000","00:01:00.000","00:06:00.000","00:22:00.000","0","0","0","0","0","0","0"
"2026-02-02","3309683","Hillside Ave","Bird's Burger Bar","164-01 Hillside Avenue  ","Jamaica","NY","11432","1","1","1.000","0",,"0",,"48.93","-7.18","0.00","0.00","41.75","1","1.000","0",,"0","0","1","00:09:00.000","00:02:00.000","00:08:00.000","00:30:00.000","0","0","0","0","0","0","0"
"2026-02-09","6156616","10763 Bustleton Ave","Xiu's Vegetarian Chinese","10763 Bustleton Ave  ","Philadelphia","PA","19116","1","0",,"1","1.000","1","1.000","18.68","0.00","-18.68","-18.68","0.00","1","1.000","1","1.000","0","0","1",,,,,"0","0","0","0","0","0","0"
"2026-02-02","6157024","278 N Brewster Rd","Nico's Italian Ristorante","278 N Brewster Rd  ","Brewster","NY","10509","1","0",,"0",,"0",,"14.08","0.00","0.00","0.00","14.08","0",,"1","1.000","0","0","1","00:01:00.000","00:01:00.000","00:39:00.000","01:18:00.000","0","0","0","0","0","0","0"
"2026-01-26","5851848","Broadway","The Acai Dream","689 Broadway  ","New York","NY","10012","1","0",,"0",,"0",,"20.99","0.00","0.00","0.00","20.99","1","1.000","1","1.000","0","0","1","00:09:00.000","00:00:00.000","00:08:00.000","00:27:00.000","0","0","0","0","0","0","0"
"2026-02-23","3310664","N Broadway","Two Hand Burger","854 N Broadway  ","White Plains","NY","10603","1","0",,"0",,"0",,"20.98","0.00","0.00","0.00","20.98","0",,"1","1.000","0","0","1","00:00:00.000","00:00:00.000","00:31:00.000",,"0","0","0","0","0","0","0"
"2026-02-02","4515752","769 9th Ave #1","Wonda's Wrap Cafe","769 9th Ave  ","New York","NY","10019","1","0",,"0",,"0",,"17.07","0.00","0.00","0.00","17.07","1","1.000","1","1.000","0","0","1","00:06:00.000","00:00:00.000","00:15:00.000","00:34:00.000","0","0","0","0","0","0","0"
"2026-02-16","6893968","Bears Ramen House - 2521 Durant Ave","Sung's Korean Kitchen","2521 Durant Ave  ","Berkeley","CA","94704","2","0",,"0",,"0",,"47.16","0.00","0.00","0.00","47.16","1","0.500","2","1.000","0","0","2","00:04:30.000","00:03:30.000","00:04:00.000","00:41:30.000","0","0","0","0","0","0","0"
"2026-02-09","11002248","Morris Park Avenue","Bart's Breakfast Sandwiches","682 Morris Park Ave  ","Bronx","NY","10462","2","0",,"0",,"0",,"51.02","0.00","0.00","0.00","51.02","2","1.000","2","1.000","0","0","2","00:04:30.000","00:00:00.000","00:05:30.000","00:17:30.000","0","0","0","0","0","0","0"
"2026-02-09","2741201",,"Healthy Salad Bar","1760 3rd Ave  ","New York","NY","10029","2","0",,"0",,"0",,"27.97","0.00","0.00","0.00","27.97","1","0.500","1","0.500","0","0","2","00:12:00.000","00:03:30.000","00:11:30.000","00:32:30.000","1","1","0","0","0","0","0"
"2026-02-23","3309831","3rd St","Addictive Fried Chicken","5155 3rd St  ","San Francisco","CA","94124","1","0",,"0",,"0",,"26.65","0.00","0.00","0.00","26.65","0",,"1","1.000","0","0","1","00:03:00.000","00:02:00.000","00:17:00.000","00:39:00.000","0","0","0","0","0","0","0"
"2026-02-09","9819584","28501 Hoover Rd","The Farmers Salad","28501 Hoover Rd  ","Warren","MI","48093","1","0",,"0",,"0",,"12.99","0.00","0.00","0.00","12.99","0",,"1","1.000","0","0","1","00:01:00.000","00:01:00.000","00:16:00.000","00:51:00.000","0","0","0","0","0","0","0"
"2026-02-16","2730695",,"Charlie's Chicken Wings","1760 3rd Ave  ","New York","NY","10029","2","0",,"0",,"0",,"70.59","0.00","0.00","0.00","70.59","2","1.000","2","1.000","0","0","2","00:04:00.000","00:00:30.000","00:09:00.000","00:23:00.000","1","0","1","0","0","0","0"
"2026-02-23","3311226","Michelson Dr","The Minister Wraps","3161 Michelson Dr  ","Irvine","CA","92612","1","0",,"0",,"0",,"16.08","0.00","0.00","0.00","16.08","1","1.000","1","1.000","0","0","1","00:06:00.000","00:00:00.000","00:35:00.000","00:45:00.000","0","0","0","0","0","0","0"
"2026-02-16","3309652","7th Ave","Panini's On Panini's","154 7th Ave  ","New York","NY","10011","1","1","1.000","0",,"0",,"11.29","-11.29","0.00","0.00","0.00","1","1.000","0",,"0","0","1","00:01:00.000","00:00:00.000","00:03:00.000","00:11:00.000","0","0","0","0","0","0","0"
"2026-02-16","3311345","Ave #35st","Nomad's Bagels","450 9th Ave  ","New York","NY","10018","2","0",,"0",,"0",,"52.47","0.00","0.00","0.00","52.47","1","0.500","0",,"0","0","2","00:03:00.000","00:00:00.000","00:13:00.000","00:25:30.000","0","0","0","0","0","0","0"
"2026-02-02","9815064","2026 Agnew Rd","The Indian Spice Kitchen","2026 Agnew Rd  ","Santa Clara","CA","95054","1","0",,"0",,"0",,"16.79","0.00","0.00","0.00","16.79","1","1.000","1","1.000","0","0","1","00:01:00.000","00:00:00.000","00:24:00.000","00:37:00.000","0","0","0","0","0","0","0"
"2026-02-02","10357744","1st Ave","Big Ease Smoothies","1219 1st Ave.  ","New York","NY","10065","2","0",,"0",,"0",,"44.68","0.00","0.00","0.00","44.68","1","0.500","2","1.000","0","0","2","00:05:30.000","00:00:00.000","00:10:30.000","00:20:00.000","0","0","0","0","0","0","0"
"2026-02-09","3312267","Lexington Ave","Casa De Quesadilla","1424 Lexington Ave  ","New York","NY","10128","10","0",,"0",,"0",,"202.88","0.00","0.00","0.00","202.88","5","0.500","7","0.700","0","0","10","00:07:47.400","00:01:58.800","00:13:58.800","00:34:31.199","1","1","0","0","0","0","0"
"2026-02-02","3343893","2755 Broadway","Panini's On Panini's","2755 Broadway  ","New York","NY","10025","2","0",,"0",,"0",,"48.66","0.00","0.00","0.00","48.66","2","1.000","2","1.000","0","0","2","00:09:30.000","00:00:30.000","00:06:30.000","00:26:30.000","0","0","0","0","0","0","0"
"2026-02-09","3310203","9th Ave","The Juice Empire","755 9th Ave  ","New York","NY","10019","4","0",,"0",,"0",,"70.11","0.00","0.00","0.00","70.11","3","0.750","3","0.750","0","0","4","00:03:50.400","00:01:00.000","00:11:00.000","00:23:15.000","0","0","0","0","0","0","0"
"2026-02-09","2563085",,"OG Chicken and Waffles","820 Pennsylvania Ave  ","Pittsburgh","PA","15233","1","0",,"0",,"0",,"30.96","0.00","0.00","0.00","30.96","1","1.000","0",,"0","0","1","00:02:00.000","00:02:00.000","00:06:00.000","00:21:00.000","0","0","0","0","0","0","0"
"2026-02-16","3006904",,"The Pasta Co.","2909A Queens Plaza North  ","Long Island City","NY","11101","2","0",,"0",,"0",,"38.25","0.00","0.00","0.00","38.25","1","0.500","1","0.500","0","0","2","00:13:00.000","00:12:00.000","00:08:00.000","01:09:30.000","0","0","0","0","0","0","0"
"2026-02-23","3311360","Queens Plaza S","Sal's Smoothie Spot","25-02 Queens Plaza S  ","Queens","NY","11101","1","0",,"0",,"0",,"16.28","0.00","0.00","0.00","16.28","0",,"1","1.000","0","0","1","00:04:00.000","00:00:00.000","00:08:00.000","00:20:00.000","0","0","0","0","0","0","0"
"2026-02-02","10375512","W 34th","Wonka's Smoothie Bar","433 W 34th St.  ","New York","NY","10001","1","0",,"0",,"0",,"20.66","0.00","0.00","0.00","20.66","1","1.000","1","1.000","0","0","1","00:02:00.000","00:02:00.000","00:02:00.000",,"0","0","0","0","0","0","0"
"2026-02-02","7101000","Fresca Pizza & Pasta 560 E 149th St-","C's Greens Salad","560 E 149th St  ","Bronx","NY","10455","3","0",,"0",,"0",,"77.60","0.00","0.00","0.00","77.60","3","1.000","2","0.667","0","0","3","00:05:00.000","00:00:00.000","00:24:30.000","00:38:45.000","0","0","0","0","0","0","0"
