"week_start_date","grubhub_store_id","store_number","store_name","street_address","city","state","postal_code","total_orders","subtotal_sales","self_delivery_charge","merchant_fees","sales_tax","tip","merchant_total","commission","delivery_commission","gh_plus_commission","order_processing_fee","withheld_sales_tax","merchant_funded_promotion_and_loyalty","merchant_net_total"
"2026-02-09","3344337","301 W 96th St","Che Breakfast Cafe","301 W 96th St  ","New York","NY","10025","2","56.63","0.00","0.00","3.96","0.00","60.59","-8.50","-5.67","0.00","-2.08","0.00","-12.00","32.34"
"2026-02-23","3310448","3rd Ave","The French Fries God","1760 3rd Ave  ","New York","NY","10029","2","38.02","0.00","0.00","3.11","0.00","41.13","-5.70","-3.80","0.00","-1.76","0.00","-3.00","26.87"
"2026-02-09","4510072","433 W 34th st","Sip On Smoothie","433 W 34th St.  ","New York","NY","10001","4","96.46","0.00","0.00","6.96","0.00","103.42","-14.46","-9.66","0.00","-3.81","0.00","-18.00","57.49"
"2026-02-16","3325905","W 34th st","Marty's Wraps Shack","433 W 34th St  ","New York","NY","10001","2","39.98","0.00","0.00","3.02","0.00","43.00","-6.00","-4.00","0.00","-1.72","0.00","-6.00","25.28"
"2026-02-23","5930240","689 Broadway","Queen's Quesadillas","689 Broadway  ","New York","NY","10012","5","72.74","0.00","0.00","4.94","0.00","77.68","-10.92","-7.28","0.00","-3.52","0.00","-11.00","44.96"
"2026-02-02","3310399","W Greenway Rd","Kung Fu Chinese Kitchen","13011 W Greenway Rd  ","El Mirage","AZ","85335","1","14.09","0.00","0.00","1.28","0.00","15.37","-2.11","-1.41","0.00","-0.77","0.00","0.00","11.08"
"2026-02-02","2848423",,"Village Breakfast Snob (Bedford Ave)","265 Bedford Ave  ","Brooklyn","NY","11211","1","13.97","0.00","0.00","1.24","0.00","15.21","-2.10","-1.40","0.00","-0.76","0.00","0.00","10.95"
"2026-02-23","2560752",,"The Pasta Twins","1147 West Chester Pike  ","West Chester","PA","19382","1","13.39","0.00","0.00","0.80","0.00","14.19","-2.01","-1.34","0.00","-0.73","-0.80","0.00","9.31"
"2026-01-26","5314872","Golden Restaurant and Bakery-1849 N Scottsdale Rd","The Crimson Gyro","1849 N Scottsdale Rd  ","Scottsdale","AZ","85288","1","14.09","0.00","0.00","1.28","0.00","15.37","-2.11","-1.41","0.00","-0.77","0.00","0.00","11.08"
"2026-02-23","10938144","E Anaheim St","Sarah's Breakfast Bar","2841 E Anaheim St  ","Long Beach","CA","90804","1","21.07","0.00","0.00","1.79","0.00","22.86","-3.16","-2.11","0.00","-0.88","0.00","-4.00","12.71"
"2026-02-16","2667898",,"Chuck's Cheesesteaks","300 8th Ave ","New York","NY","10001","1","34.97","0.00","0.00","2.84","0.00","37.81","-5.25","-3.50","0.00","-1.36","0.00","-3.00","24.70"
"2026-01-26","1939835",,"Heavens Chicken Wings","589 1st Avenue ","New York","NY","10016","1","19.98","0.00","0.00","1.77","0.00","21.75","-3.00","-2.00","0.00","-0.96","0.00","0.00","15.79"
"2026-01-26","10932416","E 172nd St","The Montage Vegetarian","253 E 172nd St  ","The Bronx","NY","10457","1","22.38","0.00","0.00","0.70","0.00","23.08","-3.36","-2.24","0.00","-0.85","0.00","-5.00","11.63"
"2026-02-09","3310093","1st Avenue","Fiona's French Toast","589 1st Ave.  ","New York","NY","10016","5","136.88","0.00","0.00","10.73","0.00","147.61","-20.53","-13.70","0.00","-5.51","0.00","-16.00","91.87"
"2026-02-23","7102536","Golden State Pizza & Grill - 3349 Mission St","Henry's Chicken Wings","3349 Mission St  ","San Francisco","CA","94110","1","25.47","0.00","0.00","1.94","0.00","27.41","-3.82","-2.55","0.00","-1.04","0.00","-3.00","17.00"
"2026-02-02","3310218","E Bell Rd #132","The Chinese Joint","4015 E Bell Rd  ","Phoenix","AZ","85032","1","23.98","0.00","0.00","2.18","0.00","26.16","-3.60","-2.40","0.00","-1.10","0.00","0.00","19.06"
"2026-02-16","3312408","Mowry Ave","The Burger Hole","3846 Mowry Ave  ","Fremont","CA","94538","1","43.96","0.00","0.00","4.19","0.00","48.15","-6.59","-4.40","0.00","-1.62","0.00","-5.00","30.54"
"2026-02-09","9824224","1st","Stella's Slammin' Burgers","937 1st Ave.  ","New York","NY","10022","1","49.05","0.00","0.00","3.73","0.00","52.78","-7.36","-4.91","0.00","-1.70","0.00","-7.00","31.81"
"2026-02-09","2353632",,"Addictive Fried Chicken","228 George St ","New Brunswick","NJ","08901","1","30.06","0.00","0.00","1.66","0.00","31.72","-4.51","-3.01","0.00","-1.11","0.00","-5.00","18.09"
"2026-02-09","3311036","Crenshaw Blvd","High Life Breakfast Sandwiches","6732 Crenshaw Blvd  ","Los Angeles","CA","90043","7","295.52","0.00","0.00","28.84","0.00","324.36","-44.85","-29.92","0.00","-11.68","0.00","-14.00","223.91"
"2026-02-09","2741308",,"Nancy's Grilled Cheese","1760 3rd Ave  ","New York","NY","10029","10","154.39","0.00","0.00","12.46","0.00","166.85","-23.17","-15.47","0.00","-7.64","0.00","-14.00","106.57"
"2026-02-02","2352422",,"The Pancake Snob (West Chester Pike)","1147 West Chester Pike ","West Chester","PA","19382","5","135.30","0.00","0.00","7.23","0.00","142.53","-20.29","-13.54","0.00","-5.40","-7.23","-15.00","81.07"
"2026-02-02","9822512","1541 Glenn School Rd suite 17","Fierce Chicken Sandwich","1541 Glenn School Rd  ","Durham","NC","27704","1","20.98","0.00","0.00","1.20","0.00","22.18","-5.67","-3.78","0.00","-1.37","-1.20","-5.00","5.16"
"2026-02-02","10063848","Homestead Rd","Francesco Pasta Ristorante","2898 Homestead Rd  ","Santa Clara","CA","95051","3","62.96","0.00","0.00","5.44","0.00","68.40","-11.76","-7.84","0.00","-3.34","0.00","-5.00","40.46"
"2026-02-09","10997776","Sullivan St","Marty's Wraps Shack","240 Sullivan St  ","New York","NY","10012","1","15.39","0.00","0.00","1.10","0.00","16.49","-2.31","-1.54","0.00","-0.71","0.00","-3.00","8.93"
"2026-02-16","9822632","Plaza Center","Sizzlin' Omelette Cafe","101 Plaza Center  ","Secaucus","NJ","07094","1","0.00","0.00","0.00","0.00","0.00","0.00","-1.89","-1.26","0.00","-0.71","0.00","0.00","-3.86"
"2026-02-09","5021648","1 Kedron Ave Unit 4","Casa Pasta Ristorante","1 Kedron Ave  ","Morton","PA","19070","5","97.93","0.00","0.00","4.98","0.00","102.91","-20.28","-13.53","0.00","-5.38","-4.98","-15.00","43.74"
"2026-02-23","2457881",,"Chicken Tenders Bar","1929 Chestnut St ","Philadelphia","PA","19103","5","122.18","0.00","0.00","9.21","0.00","131.39","-18.32","-12.23","0.00","-5.28","-9.21","-7.00","79.35"
"2026-02-23","3311137","Crenshaw Blvd","El Azul Tacos","6732 Crenshaw Blvd  ","Los Angeles","CA","90043","6","76.14","0.00","0.00","7.18","0.00","83.32","-10.50","-7.62","0.00","-4.18","0.00","-6.00","55.02"
"2026-02-02","9816392","2rd","The Smoothie Squeeze","296 3rd Ave  ","New York","NY","10010","3","50.32","0.00","0.00","4.20","0.00","54.52","-7.10","-5.04","0.00","-2.48","0.00","-3.00","36.90"
"2026-02-23","3312349","Gold St","Doughboys Sandwiches","257 Gold St  ","Brooklyn","NY","11201","3","65.04","0.00","0.00","4.98","0.00","70.02","-9.75","-6.51","0.00","-2.76","0.00","-9.00","42.00"
"2026-02-16","4831664","319 Rogers Ave","The Sandwich Vibe","319 Rogers Ave  ","Brooklyn","NY","11225","4","86.57","0.00","0.00","7.42","0.00","93.99","-12.98","-8.67","0.00","-3.99","0.00","-3.00","65.35"
"2026-02-09","2391353",,"Famous Gyro Bar","244 W 14th St ","New York","NY","10011","2","15.38","0.00","0.00","1.10","0.00","16.48","-2.31","-1.54","0.00","-0.71","0.00","-3.00","8.92"
"2026-02-23","9832880","205 22nd Ave N","Luigi's Pasta Ristorante","329 Union St  ","Nashville","TN","37201","2","133.69","0.00","0.00","12.09","0.00","145.78","-20.05","-13.37","0.00","-4.96","0.00","-3.00","104.40"
"2026-01-26","3310978","1st Ave","Bagel Dynasty","1219 1st Ave.  ","New York","NY","10065","1","18.47","0.00","0.00","1.64","0.00","20.11","-2.77","-1.85","0.00","-0.91","0.00","0.00","14.58"
"2026-02-02","5853472","Metropolitan Ave","The Vegan Snob","488 Metropolitan Ave  ","Brooklyn","NY","11211","7","190.35","0.00","0.00","13.74","0.00","204.09","-28.56","-19.05","0.00","-7.24","0.00","-35.64","113.60"
"2026-02-02","10929168","Agnew Rd","Priya's Indian Kitchen","2026 Agnew Rd  ","Santa Clara","CA","95054","2","51.77","0.00","0.00","4.27","0.00","56.04","-7.77","-5.18","0.00","-2.16","0.00","-5.00","35.93"
"2026-02-23","1938271",,"Maria's Italian Meatballs","937 1st Avenue ","New York","NY","10022","1","26.58","0.00","0.00","1.92","0.00","28.50","-3.99","-2.66","0.00","-1.02","0.00","-5.00","15.83"
"2026-02-09","3312441","1st Avenue","Muf's Muffin Shop","937 1st Ave.  ","New York","NY","10022","4","103.36","0.00","0.00","8.02","0.00","111.38","-15.51","-10.35","0.00","-4.20","0.00","-13.00","68.32"
"2026-02-09","10363736","Polk St","Blake's Dessert Lounge","1338 Polk St  ","San Francisco","CA","94109","1","11.99","0.00","0.00","1.03","0.00","13.02","-1.80","-1.20","0.00","-0.70","0.00","0.00","9.32"
"2026-02-16","10357784","Polk St","The Italian Pizza Co","1338 Polk St  ","San Francisco","CA","94109","1","115.94","0.00","0.00","9.74","0.00","125.68","-17.39","-11.59","0.00","-4.04","0.00","-3.00","89.66"
"2026-02-16","7749200","APPLETREE MARKET - 1225 Amsterdam Ave","Mighty Grilled Cheese","1225 Amsterdam Ave  ","New York","NY","10027","1","37.07","0.00","0.00","2.85","0.00","39.92","-5.56","-3.71","0.00","-1.37","0.00","-5.00","24.28"
"2026-02-16","3309742","3rd St","Two Hand Burger","5155 3rd St  ","San Francisco","CA","94124","1","41.14","0.00","0.00","3.29","0.00","44.43","-6.17","-4.11","0.00","-1.56","0.00","-3.00","29.59"
"2026-02-09","3310756","N Broadway","London's Fish N Chips","854 N Broadway  ","White Plains","NY","10603","1","29.99","0.00","0.00","2.51","0.00","32.50","-4.50","-3.00","0.00","-1.29","0.00","0.00","23.71"
"2026-02-09","2116739",,"Veronica's Burrito Bar","25-02 Queens Plaza S ","Long Island City","NY","11101","2","37.73","0.00","0.00","1.15","0.00","38.88","-5.66","-3.78","0.00","-1.51","0.00","-9.00","18.93"
"2026-02-23","4837576","319 Rogers Ave","The Loose Juice","319 Rogers Ave  ","Brooklyn","NY","11225","1","39.92","0.00","0.00","3.19","0.00","43.11","-4.39","-3.99","0.00","0.00","0.00","-4.00","30.73"
"2026-01-26","3310181","4th Ave","Penny's Pancakes","59 4th Ave  ","New York","NY","10003","1","21.98","0.00","0.00","1.46","0.00","23.44","-3.30","-2.20","0.00","-0.85","0.00","-5.50","11.59"
"2026-02-16","11796504","Ogden Ave","The Omelette Farm","1152 Ogden Ave  ","Bronx","NY","10452","1","26.48","0.00","0.00","0.86","0.00","27.34","-3.97","-2.65","0.00","-0.98","0.00","-5.00","14.74"
"2026-02-02","9817904","1237 Fulton St","Belgian Waffle Bar","1237 Fulton St  ","Brooklyn","NY","11216","1","37.78","0.00","0.00","2.73","0.00","40.51","-5.67","-3.78","0.00","-1.32","0.00","-7.00","22.74"
"2026-02-23","4831664","319 Rogers Ave","The Sandwich Vibe","319 Rogers Ave  ","Brooklyn","NY","11225","3","39.13","0.00","0.00","3.47","0.00","42.60","-8.85","-5.91","0.00","-2.86","0.00","0.00","24.98"
"2026-02-23","3325718","1st Ave","The Omelette Farm","147 1st Ave.  ","New York","NY","10003","1","14.09","0.00","0.00","1.25","0.00","15.34","-2.11","-1.41","0.00","-0.77","0.00","0.00","11.05"
"2026-02-09","9794808","1401 E Arapaho Rd #F","Ryu's Ramen Bar","1401 E Arapaho Rd  ","Richardson","TX","75081","1","14.69","0.00","0.00","1.21","0.00","15.90","-2.20","-1.47","0.00","-0.78","0.00","0.00","11.45"
"2026-02-23","9815120","Hillside","The Burger Passion","164-01 Hillside Ave.  ","Jamaica","NY","11432","1","23.86","0.00","0.00","0.95","0.00","24.81","-3.58","-2.39","0.00","-1.06","0.00","0.00","17.78"
"2026-02-02","9822552","168 Myrtle Ave","Stan's Burger Bar","168 Myrtle Ave  ","Brooklyn","NY","11201","2","23.78","0.00","0.00","1.85","0.00","25.63","-3.57","-2.38","0.00","-0.99","0.00","-3.00","15.69"
"2026-02-09","10076952","Homestead Rd","Roman's Pizza Oven","2898 Homestead Rd  ","Santa Clara","CA","95051","1","12.58","0.00","0.00","1.18","0.00","13.76","-1.89","-1.26","0.00","-0.72","0.00","0.00","9.89"
"2026-02-02","3310841","Lee Hwy","Pita Sandwiches Bite","3907 Lee Hwy  ","Arlington","VA","22207","1","64.73","0.00","0.00","3.58","0.00","68.31","-9.71","-6.47","0.00","-2.23","0.00","-5.00","44.90"
"2026-01-26","3312245","32nd St","Toast N Roast Breakfast Sandwiches","590 32nd St  ","Union City","NJ","07087","1","8.57","0.00","0.00","0.57","0.00","9.14","-1.29","-0.86","0.00","-0.58","0.00","0.00","6.41"
"2026-02-09","3312245","32nd St","Toast N Roast Breakfast Sandwiches","590 32nd St  ","Union City","NJ","07087","2","29.63","0.00","0.00","1.96","0.00","31.59","-4.45","-2.97","0.00","-1.57","0.00","0.00","22.60"
"2026-02-09","8570048",,"The Muffin Snob","169-03 Jamaica Ave  ","Jamaica","NY","11432","1","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"2026-02-09","3309880","Sullivan St","Sunrise Breakfast Club","240 Sullivan St  ","New York","NY","10012","1","16.07","0.00","0.00","1.07","0.00","17.14","-2.41","-1.61","0.00","-0.70","0.00","-4.00","8.42"
"2026-02-02","3310266","3rd Ave","Mighty Grilled Cheese","1760 3rd Ave  ","New York","NY","10029","2","36.34","0.00","0.00","2.60","0.00","38.94","-5.45","-3.64","0.00","-1.57","0.00","-7.00","21.28"
"2026-02-23","10363712","Polk St","Jolie's Mediterranean Kitchen","1338 Polk St  ","San Francisco","CA","94109","1","27.99","0.00","0.00","2.15","0.00","30.14","-4.20","-2.80","0.00","-1.13","0.00","-3.00","19.01"
"2026-02-16","2289629",,"Locals Breakfast Snob","459 Main St ","Armonk","NY","10504","1","29.97","0.00","0.00","2.51","0.00","32.48","-4.50","-3.00","0.00","-1.29","0.00","0.00","23.69"
"2026-02-23","3312408","Mowry Ave","The Burger Hole","3846 Mowry Ave  ","Fremont","CA","94538","1","63.95","0.00","0.00","6.87","0.00","70.82","-9.59","-6.40","0.00","-2.46","0.00","0.00","52.37"
"2026-02-09","9822512","1541 Glenn School Rd suite 17","Fierce Chicken Sandwich","1541 Glenn School Rd  ","Durham","NC","27704","1","20.98","0.00","0.00","1.27","0.00","22.25","-3.15","-2.10","0.00","-0.86","-1.27","-4.00","10.87"
"2026-02-09","10372072","E Speedway","Breakfast Burrito Joint","4352 E Speedway Blvd  ","Tucson","AZ","85712","7","127.92","0.00","0.00","9.55","0.00","137.47","-19.19","-12.81","0.00","-5.74","0.00","-18.00","81.73"
"2026-01-26","3310297","W Peoria Ave #116","Kung Fu Chinese Kitchen","8520 W Peoria Ave  ","Peoria","AZ","85345","3","89.71","0.00","0.00","7.51","0.00","97.22","-17.27","-11.51","0.00","-4.43","0.00","-9.00","55.01"
"2026-02-02","10936592","Van Nuys Blvd","The Italian Pasta Bar","9061 Van Nuys Blvd  ","Los Angeles","CA","91402","2","110.54","0.00","0.00","10.48","0.00","121.02","-16.58","-11.06","0.00","-4.20","0.00","-3.00","86.18"
"2026-02-09","3310683","George St","The Dessert Dream","228 George St  ","New Brunswick","NJ","08901","1","15.78","0.00","0.00","1.05","0.00","16.83","-2.37","-1.58","0.00","-0.81","0.00","0.00","12.07"
"2026-02-09","6890744","Wholesome Farms Market - 1306 Atlantic Ave","The Sandwich Vibe","1306 Atlantic Ave  ","Brooklyn","NY","11216","1","14.38","0.00","0.00","1.28","0.00","15.66","-2.16","-1.44","0.00","-0.78","0.00","0.00","11.28"
"2026-02-09","2365500",,"The Pancake Snob","257 Gold Street  ","Brooklyn","NY","11201","6","270.62","0.00","0.00","21.90","0.00","292.52","-40.60","-27.08","0.00","-9.99","0.00","-24.00","190.85"
"2026-02-23","6891024","Caffe Venice - 596 3rd Ave","CJ's Breakfast Sandwich","596 3rd Ave  ","New York","NY","10016","9","131.46","0.00","0.00","10.77","0.00","142.23","-19.74","-13.17","0.00","-6.73","0.00","-10.00","92.59"
"2026-02-02","3309965","Sullivan St","Grilled Cheese Ecstatic","240 Sullivan St  ","New York","NY","10012","5","84.10","0.00","0.00","6.93","0.00","91.03","-15.66","-10.46","0.00","-4.77","0.00","-6.00","54.14"
"2026-02-16","3311230","Loudon Rd #960","Italian Pasta Lounge","800 Loudon Rd  ","Latham","NY","12110","2","103.96","0.00","0.00","7.52","0.00","111.48","-15.60","-10.40","0.00","-3.69","0.00","-10.00","71.79"
"2026-02-09","10375504","Union","Fallon's Fried Chicken","327 Union St  ","Nashville","TN","37201","1","54.54","0.00","0.00","4.93","0.00","59.47","-8.18","-5.45","0.00","-1.99","0.00","-4.00","39.85"
"2026-02-02","3344616","501 Broadway St","Linh's Chinese Restaurant","501 Broadway  ","San Francisco","CA","94133","1","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"2026-02-16","3309992","1st Avenue","La Mexicana Quesadilla","217 1st Ave.  ","New York","NY","10003","1","40.97","0.00","0.00","3.19","0.00","44.16","-8.99","-6.00","0.00","-2.12","0.00","-5.00","22.05"
"2026-02-02","9816352","168 Myrtle Ave","Daybreak Breakfast Club","168 Myrtle Ave  ","Brooklyn","NY","11201","6","117.42","0.00","0.00","9.57","0.00","126.99","-17.61","-11.76","0.00","-5.37","0.00","-9.77","82.48"
"2026-02-02","2460021",,"Jay's Breakfast Bar","4352 E Speedway Blvd ","Tucson","AZ","85712","2","36.96","0.00","0.00","2.61","0.00","39.57","-5.55","-3.70","0.00","-1.59","0.00","-7.00","21.73"
"2026-02-23","3309671","E Arapaho Rd #F","Chef Hanoka Sushi","1401 E Arapaho Rd  ","Richardson","TX","75081","1","49.36","0.00","0.00","3.82","0.00","53.18","-7.40","-4.94","0.00","-1.83","0.00","-3.00","36.01"
"2026-02-09","4512360","1424 Lexington Ave","Top Panini Shop","1424 Lexington Ave  ","New York","NY","10128","1","17.58","0.00","0.00","1.56","0.00","19.14","-2.64","-1.76","0.00","-0.88","0.00","0.00","13.86"
"2026-02-23","2710285",,"The Salad God (4th Ave)","59 4th Ave  ","New York","NY","10003","1","24.57","0.00","0.00","2.18","0.00","26.75","-3.69","-2.46","0.00","-1.12","0.00","0.00","19.48"
"2026-02-09","2116039",,"BBQ Ribs Co.","820 Pennsylvania Ave ","Pittsburgh","PA","15233","4","67.94","0.00","0.00","3.78","0.00","71.72","-17.69","-11.80","0.00","-4.60","-3.78","-14.00","19.85"
"2026-02-02","11803360","Castle Hill Ave","Celebrity Vegan Burger","1201 Castle Hill Ave  ","Bronx","NY","10462","1","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"2026-02-23","10499904","1st Avenue","Lola's Smoothie Mix","937 1st Ave.  ","New York","NY","10022","7","157.97","0.00","0.00","11.98","0.00","169.95","-22.93","-15.82","0.00","-6.59","0.00","-23.00","101.61"
"2026-02-16","3312349","Gold St","Doughboys Sandwiches","257 Gold St  ","Brooklyn","NY","11201","5","103.51","0.00","0.00","8.83","0.00","112.34","-15.52","-10.36","0.00","-4.80","0.00","-4.00","77.66"
"2026-02-02","5024720","3907 Lee Hwy","First Light Breakfast Cafe","3907 Lee Hwy  ","Arlington","VA","22207","5","154.64","0.00","0.00","8.56","0.00","163.20","-23.20","-15.48","0.00","-6.11","0.00","-12.00","106.41"
"2026-02-16","6893368","Fitch's Kitchen - Redondo Beach - 300 The Village","Luigi's Pasta Ristorante","300 The Village  ","Redondo Beach","CA","90277","2","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"2026-02-09","10999320","Sullivan St","Exquisite Bowls","240 Sullivan St  ","New York","NY","10012","2","322.46","0.00","0.00","27.48","0.00","349.94","-47.92","-32.25","0.00","-10.87","0.00","-13.00","245.90"
"2026-02-23","8570072",,"Carmen's Breakfast Burritos","4352 E Speedway Blvd  ","Tucson","AZ","85712","2","28.98","0.00","0.00","2.52","0.00","31.50","-4.34","-2.90","0.00","-1.56","0.00","0.00","22.70"
"2026-02-16","5850288","1st Avenue","Tessa's Fruity Treats","1741 1st Ave.  ","New York","NY","10128","1","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"2026-02-23","5853656","S Las Posas","The Sandwich Vibe","137 S Las Posas Rd #153  ","San Marcos","CA","92078","1","17.19","0.00","0.00","1.50","0.00","18.69","-2.58","-1.72","0.00","-0.87","0.00","0.00","13.52"
"2026-02-23","10564920","9th Ave","The Cheeseburger Paradise","468 9th Ave  ","New York","NY","10018","1","14.69","0.00","0.00","1.30","0.00","15.99","-2.20","-1.47","0.00","-0.79","0.00","0.00","11.53"
"2026-02-16","10372072","E Speedway","Breakfast Burrito Joint","4352 E Speedway Blvd  ","Tucson","AZ","85712","12","219.18","0.00","0.00","17.15","0.00","236.33","-31.54","-21.94","0.00","-10.12","0.00","-22.00","150.73"
"2026-02-02","3372456","456 Grove St.","Hella Good Chicken Wings","456 Grove St  ","Worcester","MA","01605","2","50.96","0.00","0.00","2.81","0.00","53.77","-7.65","-5.10","0.00","-2.05","0.00","-6.00","32.97"
"2026-02-09","8563056",,"Nomad's Bagels","433 W 34th St.  ","New York","NY","10001","2","48.93","0.00","0.00","3.63","0.00","52.56","-7.34","-4.90","0.00","-1.96","0.00","-8.00","30.36"
"2026-01-26","3310455","Fulton St","The Pancake Flip","1237 Fulton St  ","Brooklyn","NY","11216","4","112.59","0.00","0.00","8.84","0.00","121.43","-16.89","-11.27","0.00","-4.51","0.00","-13.00","75.76"
"2026-02-16","5851848","Broadway","The Acai Dream","689 Broadway  ","New York","NY","10012","1","20.99","0.00","0.00","1.86","0.00","22.85","-3.57","-2.38","0.00","-1.09","0.00","0.00","15.81"
"2026-01-26","8570048",,"The Muffin Snob","169-03 Jamaica Ave  ","Jamaica","NY","11432","1","15.97","0.00","0.00","0.44","0.00","16.41","-1.65","-1.60","0.00","-0.65","0.00","-5.00","7.51"
"2026-02-23","9832944","1708 Livernois Rd","The Pasta Brothers","1708 Livernois Rd  ","Troy","MI","48083","3","95.80","0.00","0.00","4.91","0.00","100.71","-14.37","-9.59","0.00","-3.54","-4.91","-14.00","54.30"
"2026-02-23","3343893","2755 Broadway","Panini's On Panini's","2755 Broadway  ","New York","NY","10025","1","26.78","0.00","0.00","2.38","0.00","29.16","-4.02","-2.68","0.00","-1.19","0.00","0.00","21.27"
"2026-02-09","2223864",,"Fiona's Pancake Bar","1404 Madison Avenue  ","New York","NY","10029","5","111.54","0.00","0.00","8.12","0.00","119.66","-18.35","-12.25","0.00","-4.90","0.00","-20.00","64.16"
"2026-01-26","3312534","Gold St","Marty's Wraps Shack","257 Gold St  ","Brooklyn","NY","11201","1","22.67","0.00","0.00","1.51","0.00","24.18","-3.40","-2.27","0.00","-0.86","0.00","-5.67","11.98"
"2026-01-26","10078528","8th Ave","Fresh N Fruity Smoothies","382 8th Ave  ","New York","NY","10001","1","23.78","0.00","0.00","0.00","0.00","23.78","-3.12","-2.38","0.00","-0.93","0.00","-3.00","14.35"
"2026-02-09","2352422",,"The Pancake Snob (West Chester Pike)","1147 West Chester Pike ","West Chester","PA","19382","7","132.66","0.00","0.00","6.83","0.00","139.49","-19.91","-13.28","0.00","-5.78","-6.83","-19.00","74.69"
"2026-02-16","2886504",,"The Salad Dream","1929 Chestnut St  ","Philadelphia","PA","19103","1","17.59","0.00","0.00","1.17","0.00","18.76","-2.64","-1.76","0.00","-0.78","-1.17","-3.00","9.41"
"2026-02-16","8568872",,"The Burrito Co","4352 E Speedway Blvd  ","Tucson","AZ","85712","2","58.52","0.00","0.00","4.40","0.00","62.92","-8.33","-5.85","0.00","-2.27","0.00","-8.00","38.47"
"2026-02-16","4510336","937 1st Avenue","Jay's Breakfast Bar","937 1st Ave.  ","New York","NY","10022","9","170.06","0.00","0.00","14.30","0.00","184.36","-25.50","-17.03","0.00","-8.03","0.00","-9.00","124.80"
"2026-02-23","9817992","Mowry","Vegan Falafel Joint","3846 Mowry Ave  ","Fremont","CA","94538","1","16.78","0.00","0.00","1.48","0.00","18.26","-2.52","-1.68","0.00","-0.77","0.00","-3.00","10.29"
"2026-01-26","3311036","Crenshaw Blvd","High Life Breakfast Sandwiches","6732 Crenshaw Blvd  ","Los Angeles","CA","90043","1","14.18","0.00","0.00","1.45","0.00","15.63","-2.13","-1.42","0.00","-0.78","0.00","0.00","11.30"
"2026-02-23","4834440","197 Havemeyer St.","The Mazza Palace","197 Havemeyer St  ","Brooklyn","NY","11211","1","18.29","0.00","0.00","1.36","0.00","19.65","-2.74","-1.83","0.00","-0.81","0.00","-3.00","11.27"
"2026-02-16","10494984","George St","Hot Sandwich Bar","228 George St  ","New Brunswick","NJ","08901","1","15.78","0.00","0.00","1.05","0.00","16.83","-2.37","-1.58","0.00","-0.81","0.00","0.00","12.07"
"2026-02-09","9815152","Mission","Leon's Legendary Pizza","3349 Mission St  ","San Francisco","CA","94110","4","160.53","0.00","0.00","12.63","0.00","173.16","-24.08","-16.07","0.00","-6.06","0.00","-14.00","112.95"
"2026-02-16","10938144","E Anaheim St","Sarah's Breakfast Bar","2841 E Anaheim St  ","Long Beach","CA","90804","3","65.52","0.00","0.00","6.15","0.00","71.67","-9.39","-6.56","0.00","-2.87","0.00","-7.00","45.85"
"2026-02-09","2116552",,"The Burger Trilogy","5155 3rd St  ","San Francisco","CA","94124","1","21.27","0.00","0.00","1.40","0.00","22.67","-4.27","-2.85","0.00","-1.08","0.00","-5.00","9.47"
"2026-02-02","3312266","1st Avenue","The Smoothie Squeeze","937 1st Ave.  ","New York","NY","10022","5","87.75","0.00","0.00","7.00","0.00","94.75","-13.16","-8.79","0.00","-4.12","0.00","-9.00","59.68"
"2026-02-23","4830064","265 Bedford Ave","House of Paninis","265 Bedford Ave  ","Brooklyn","NY","11211","3","110.37","0.00","0.00","8.65","0.00","119.02","-12.14","-11.04","0.00","0.00","0.00","-13.00","82.84"
"2026-02-16","9820984","190 Hillside Rd","Blake's Dessert Lounge","190 Hillside Rd  ","Cranston","RI","02920","1","0.00","0.00","0.00","0.00","0.00","0.00","-2.73","-1.82","0.00","-0.80","0.00","0.00","-5.35"
"2026-02-02","3310559","Bedford Ave","Casa Pasta Ristorante","265 Bedford Ave  ","Brooklyn","NY","11211","3","89.53","0.00","0.00","7.95","0.00","97.48","-13.43","-8.96","0.00","-3.88","0.00","0.00","71.21"
"2026-02-16","2786288",,"Palm Tree Juice Bar (1st Ave)","217 1st Ave  ","New York","NY","10003","1","15.99","0.00","0.00","1.06","0.00","17.05","-2.40","-1.60","0.00","-0.70","0.00","-4.00","8.35"
"2026-02-09","3309585","Pico Blvd","Firenze Pasta Ristorante","2624 Pico Blvd  ","Santa Monica","CA","90405","1","18.99","0.00","0.00","1.72","0.00","20.71","-2.85","-1.90","0.00","-0.84","0.00","-3.00","12.12"
"2026-02-16","3311360","Queens Plaza S","Sal's Smoothie Spot","25-02 Queens Plaza S  ","Queens","NY","11101","1","16.28","0.00","0.00","0.65","0.00","16.93","-2.44","-1.63","0.00","-0.82","0.00","0.00","12.04"
