"week_start_date","grubhub_store_id","store_number","store_name","street_address","city","state","postal_code","total_orders","subtotal_sales","self_delivery_charge","merchant_fees","sales_tax","tip","merchant_total","commission","delivery_commission","gh_plus_commission","order_processing_fee","withheld_sales_tax","merchant_funded_promotion_and_loyalty","merchant_net_total"
"2026-02-09","2191911",,"Joe's Chicken and Waffles","5155 3rd Street  ","San Francisco","CA","94124","1","36.37","0.00","0.00","2.70","0.00","39.07","-5.46","-3.64","0.00","-1.34","0.00","-5.00","23.63"
"2026-02-09","2886005",,"The Burger Trilogy","1219 1st Ave  ","New York","NY","10065","1","19.26","0.00","0.00","1.44","0.00","20.70","-2.89","-1.93","0.00","-0.84","0.00","-3.00","12.04"
"2026-02-02","3309662","W Peoria Ave #116","Nakamura Ramen House","8520 W Peoria Ave  ","Peoria","AZ","85345","1","21.68","0.00","0.00","2.02","0.00","23.70","-3.25","-2.17","0.00","-1.02","0.00","0.00","17.26"
"2026-02-16","2729147",,"Pardon My Panini","755 9th Ave  ","New York","NY","10019","1","13.39","0.00","0.00","1.19","0.00","14.58","-2.01","-1.34","0.00","-0.74","0.00","0.00","10.49"
"2026-02-09","4840360","265 Bedford Ave","Sal's Smoothie Spot","265 Bedford Ave  ","Brooklyn","NY","11211","1","25.16","0.00","0.00","1.97","0.00","27.13","-2.77","-2.52","0.00","0.00","0.00","-3.00","18.84"
"2026-02-09","3312896","Lexington Ave","Sip On Smoothie","1424 Lexington Ave  ","New York","NY","10128","1","19.78","0.00","0.00","1.49","0.00","21.27","-2.97","-1.98","0.00","-0.86","0.00","-3.00","12.46"
"2026-02-02","2796221",,"Vegetarian Chinese Snob","9737 Manchester Rd  ","St. Louis","MO","63119","1","97.94","0.00","0.00","4.02","0.00","101.96","-14.69","-9.79","0.00","-3.32","0.00","-3.00","71.16"
"2026-02-09","3310024","10th Ave","Halal Indian Monsoon","716 10th Ave ","New York","NY","10019","2","158.46","0.00","0.00","13.18","0.00","171.64","-23.77","-15.85","0.00","-5.53","0.00","-10.00","116.49"
"2026-02-09","5148440","I Heart Pancakes - 3001 SOUTH BRISTOL STREE","Mary's Pancake House","3001 S Bristol St  ","Santa Ana","CA","92707","1","21.38","0.00","0.00","1.52","0.00","22.90","-3.21","-2.14","0.00","-0.85","0.00","-5.00","11.70"
"2026-02-23","10594776","9th Ave","Fresh N Fruity Smoothies","468 9th Ave  ","New York","NY","10018","1","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"2026-02-02","8562952",,"The Breakfast Dream","1175 2nd Ave  ","New York","NY","10065","1","14.99","0.00","0.00","1.33","0.00","16.32","-2.25","-1.50","0.00","-0.80","0.00","0.00","11.77"
"2026-02-23","4512080","769 9th Ave #1","Glorious Panini Snob","769 9th Ave  ","New York","NY","10019","2","28.18","0.00","0.00","1.96","0.00","30.14","-12.68","-8.46","0.00","-3.20","0.00","-6.00","-0.20"
"2026-02-16","8564296",,"Smokin' Burger Grille","382 8th Ave  ","New York","NY","10001","1","32.16","0.00","0.00","2.41","0.00","34.57","-4.82","-3.22","0.00","-1.20","0.00","-5.00","20.33"
"2026-02-23","8569904",,"The Breakfast Dash","1561 St Nicholas Ave  ","New York","NY","10040","1","31.98","0.00","0.00","2.40","0.00","34.38","-4.80","-3.20","0.00","-1.20","0.00","-5.00","20.18"
"2026-02-02","9822624","30th","Pardon My Panini","34-02 30th St  ","Astoria","NY","11106","2","37.76","0.00","0.00","1.52","0.00","39.28","-5.67","-3.78","0.00","-1.80","0.00","0.00","28.03"
"2026-02-02","2365500",,"The Pancake Snob","257 Gold Street  ","Brooklyn","NY","11201","2","53.74","0.00","0.00","3.97","0.00","57.71","-8.06","-5.38","0.00","-2.08","0.00","-9.00","33.19"
"2026-02-02","6893832","Aroma Pizza & Pasta - 20491 Alton Pkwy","Firenze Pasta Ristorante","20491 Alton Pkwy  ","Lake Forest","CA","92610","3","122.80","0.00","0.00","6.76","0.00","129.56","-18.43","-12.29","0.00","-4.55","0.00","-10.00","84.29"
"2026-02-23","5318704","Yue Bai Wei - 5874 Forbes Ave","The Chinese Noodle Palace","5874 Forbes Ave  ","Pittsburgh","PA","15217","1","25.99","0.00","0.00","1.61","0.00","27.60","-3.90","-2.60","0.00","-1.05","-1.61","-3.00","15.44"
"2026-02-23","3310664","N Broadway","Two Hand Burger","854 N Broadway  ","White Plains","NY","10603","1","20.98","0.00","0.00","1.76","0.00","22.74","-3.15","-2.10","0.00","-0.99","0.00","0.00","16.50"
"2026-02-09","2741201",,"Healthy Salad Bar","1760 3rd Ave  ","New York","NY","10029","2","27.97","0.00","0.00","2.22","0.00","30.19","-4.20","-2.80","0.00","-1.43","0.00","-3.00","18.76"
"2026-02-09","9819584","28501 Hoover Rd","The Farmers Salad","28501 Hoover Rd  ","Warren","MI","48093","1","12.99","0.00","0.00","0.78","0.00","13.77","-1.95","-1.30","0.00","-0.72","-0.78","0.00","9.02"
"2026-02-02","2848521",,"The Panini Project (Bedford Ave)","265 Bedford Ave  ","Brooklyn","NY","11211","1","14.79","0.00","0.00","1.31","0.00","16.10","-2.22","-1.48","0.00","-0.79","0.00","0.00","11.61"
"2026-02-23","8563016",,"Hella Good Chicken Wings","43 W Flagler St  ","Miami","FL","33130","1","20.07","0.00","0.00","1.12","0.00","21.19","-3.01","-2.01","0.00","-0.82","0.00","-4.00","11.35"
"2026-02-16","10498112","101st Ave","Top Notch Sandwiches","131-03 101st Ave  ","South Richmond","NY","11419","1","41.95","0.00","0.00","1.48","0.00","43.43","-6.29","-4.20","0.00","-1.47","0.00","-5.00","26.47"
"2026-02-09","10938064","8th Ave","Luigi's Pasta Ristorante","300 8th Ave  ","New York","NY","10001","2","69.26","0.00","0.00","5.09","0.00","74.35","-9.64","-6.93","0.00","-2.50","0.00","-12.00","43.28"
"2026-02-16","9819472","1368 N Arizona Ave","Fallen Angel Wings","1368 N Arizona Ave  ","Chandler","AZ","85225","1","27.27","0.00","0.00","2.13","0.00","29.40","-4.09","-2.73","0.00","-1.20","0.00","0.00","21.38"
"2026-02-02","1937273",,"Snobby Chicken Wings","937 1st Avenue ","New York","NY","10022","1","23.06","0.00","0.00","1.78","0.00","24.84","-3.46","-2.31","0.00","-0.97","0.00","-3.00","15.10"
"2026-02-16","3310349","3rd Ave","Frank's French Toast","1760 3rd Ave  ","New York","NY","10029","1","24.93","0.00","0.00","1.95","0.00","26.88","-3.74","-2.49","0.00","-1.03","0.00","-3.00","16.62"
"2026-02-02","6157024","278 N Brewster Rd","Nico's Italian Ristorante","278 N Brewster Rd  ","Brewster","NY","10509","1","14.08","0.00","0.00","1.18","0.00","15.26","-2.11","-1.41","0.00","-0.77","0.00","0.00","10.97"
"2026-02-16","3311345","Ave #35st","Nomad's Bagels","450 9th Ave  ","New York","NY","10018","2","52.47","0.00","0.00","4.39","0.00","56.86","-7.87","-5.25","0.00","-2.25","0.00","-3.00","38.49"
"2026-02-02","4515752","769 9th Ave #1","Wonda's Wrap Cafe","769 9th Ave  ","New York","NY","10019","1","17.07","0.00","0.00","1.52","0.00","18.59","-2.56","-1.71","0.00","-0.87","0.00","0.00","13.45"
"2026-01-26","5851848","Broadway","The Acai Dream","689 Broadway  ","New York","NY","10012","1","20.99","0.00","0.00","1.40","0.00","22.39","-3.15","-2.10","0.00","-0.82","0.00","-5.25","11.07"
"2026-02-09","6156616","10763 Bustleton Ave","Xiu's Vegetarian Chinese","10763 Bustleton Ave  ","Philadelphia","PA","19116","1","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"2026-02-16","10938088","Chestnut St","Panini's On Panini's","1929 Chestnut St  ","Philadelphia","PA","19103","1","18.19","0.00","0.00","1.22","0.00","19.41","-5.99","-4.00","0.00","-1.52","-1.22","-3.00","3.68"
"2026-02-16","2730695",,"Charlie's Chicken Wings","1760 3rd Ave  ","New York","NY","10029","2","70.59","0.00","0.00","5.83","0.00","76.42","-10.59","-7.06","0.00","-2.77","0.00","-5.00","51.00"
"2026-02-23","3311226","Michelson Dr","The Minister Wraps","3161 Michelson Dr  ","Irvine","CA","92612","1","16.08","0.00","0.00","1.25","0.00","17.33","-2.41","-1.61","0.00","-0.83","0.00","0.00","12.48"
"2026-02-09","11002248","Morris Park Avenue","Bart's Breakfast Sandwiches","682 Morris Park Ave  ","Bronx","NY","10462","2","51.02","0.00","0.00","1.76","0.00","52.78","-7.66","-5.11","0.00","-2.00","0.00","-7.00","31.01"
"2026-02-16","3309652","7th Ave","Panini's On Panini's","154 7th Ave  ","New York","NY","10011","1","0.00","0.00","0.00","0.00","0.00","0.00","-1.69","-1.13","0.00","-0.67","0.00","0.00","-3.49"
"2026-02-16","6893968","Bears Ramen House - 2521 Durant Ave","Sung's Korean Kitchen","2521 Durant Ave  ","Berkeley","CA","94704","2","47.16","0.00","0.00","4.42","0.00","51.58","-7.08","-4.72","0.00","-2.00","0.00","-6.00","31.78"
"2026-02-23","3309831","3rd St","Addictive Fried Chicken","5155 3rd St  ","San Francisco","CA","94124","1","26.65","0.00","0.00","2.30","0.00","28.95","-4.00","-2.67","0.00","-1.18","0.00","0.00","21.10"
"2026-02-09","1940022",,"Jose's Burrito Bar","589 1st Avenue ","New York","NY","10016","3","64.92","0.00","0.00","3.28","0.00","68.20","-9.74","-6.50","0.00","-2.77","0.00","-7.00","42.19"
"2026-02-02","2643384",,"The Burger Blade","755 9th Ave  #1A","New York","NY","10019","1","18.88","0.00","0.00","1.41","0.00","20.29","-2.83","-1.89","0.00","-0.83","0.00","-3.00","11.74"
"2026-02-09","3325905","W 34th st","Marty's Wraps Shack","433 W 34th St  ","New York","NY","10001","2","39.98","0.00","0.00","3.02","0.00","43.00","-6.00","-4.00","0.00","-1.72","0.00","-6.00","25.28"
"2026-01-26","3310840","Lee Hwy","Chief's Cheesesteaks","3907 Lee Hwy  ","Arlington","VA","22207","1","29.46","0.00","0.00","1.59","0.00","31.05","-4.42","-2.95","0.00","-1.16","0.00","-3.00","19.52"
"2026-02-02","3309683","Hillside Ave","Bird's Burger Bar","164-01 Hillside Avenue  ","Jamaica","NY","11432","1","41.75","0.00","0.00","1.39","0.00","43.14","-7.34","-4.89","0.00","-1.63","0.00","-7.00","22.28"
"2026-02-23","2900428",,"The Sandwich Vibe (1st Avenue)","1741 1st Avenue  ","New York","NY","10128","1","18.68","0.00","0.00","1.39","0.00","20.07","-2.80","-1.87","0.00","-0.82","0.00","-3.00","11.58"
"2026-02-02","1938468",,"Stella's Pancake Bar","937 1st Avenue ","New York","NY","10022","34","716.19","0.00","0.00","57.86","0.00","774.05","-107.43","-71.68","0.00","-31.85","0.00","-64.00","499.09"
"2026-02-09","2560632",,"Halal Chicken Spot","1338 Polk St  ","San Francisco","CA","94109","2","48.96","0.00","0.00","3.70","0.00","52.66","-7.35","-4.90","0.00","-2.02","0.00","-6.00","32.39"
"2026-02-09","2710285",,"The Salad God (4th Ave)","59 4th Ave  ","New York","NY","10003","1","13.48","0.00","0.00","1.20","0.00","14.68","-2.02","-1.35","0.00","-0.75","0.00","0.00","10.56"
"2026-02-09","3310408","E Arapaho Rd #F","The Chinese Joint","1401 E Arapaho Rd  ","Richardson","TX","75081","1","38.98","0.00","0.00","2.80","0.00","41.78","-5.85","-3.90","0.00","-1.42","0.00","-5.00","25.61"
"2026-02-02","3325823","30th St","Bagel Dynasty","34-02 30th St  ","Astoria","NY","11106","1","13.06","0.00","0.00","0.52","0.00","13.58","-1.96","-1.31","0.00","-0.71","0.00","0.00","9.60"
"2026-02-02","9815064","2026 Agnew Rd","The Indian Spice Kitchen","2026 Agnew Rd  ","Santa Clara","CA","95054","1","16.79","0.00","0.00","1.53","0.00","18.32","-2.52","-1.68","0.00","-0.86","0.00","0.00","13.26"
"2026-02-23","6893712","Sunrise Market Place - 612 11th Ave","Danny's Burger Den","612 11th Ave  ","New York","NY","10036","1","45.96","0.00","0.00","4.08","0.00","50.04","-6.89","-4.60","0.00","-1.83","0.00","0.00","36.72"
"2026-02-23","7753808","Oakwood Bagels - 101 Guyon Ave","Doughboys Sandwiches","101 Guyon Ave  ","Staten Island","NY","10306","2","41.04","0.00","0.00","3.20","0.00","44.24","-5.78","-4.36","0.00","-1.88","0.00","-5.00","27.22"
"2026-01-26","10929360","E 125th St","The Salad Prince","135 E 125th St  ","New York","NY","10035","1","37.77","0.00","0.00","2.73","0.00","40.50","-5.67","-3.78","0.00","-1.32","0.00","-7.00","22.73"
"2026-02-02","4839144","319 Rogers Ave","The Gyro Bar","319 Rogers Ave  ","Brooklyn","NY","11225","13","257.16","0.00","0.00","21.24","0.00","278.40","-28.32","-25.75","0.00","0.00","0.00","-18.00","206.33"
"2026-02-23","3310488","1st Avenue","Jewel's Breakfast Joint","937 1st Ave.  ","New York","NY","10022","1","17.17","0.00","0.00","1.17","0.00","18.34","-2.58","-1.72","0.00","-0.74","0.00","-4.00","9.30"
"2026-02-16","3310989","Madison Ave","The Omelette Farm","1404 Madison Ave  ","New York","NY","10029","4","118.84","0.00","0.00","8.59","0.00","127.43","-17.83","-11.89","0.00","-4.42","0.00","-22.00","71.29"
"2026-02-09","6894736","Medina Halal Gril - 114 East Main Street","Ali's Mediterranean Sandwiches","114 E Main St  ","Richardson","TX","75081","4","65.64","0.00","0.00","4.43","0.00","70.07","-9.84","-6.57","0.00","-2.97","0.00","-12.00","38.69"
"2026-02-16","3310025","10th Ave","Indian Biryani Snob","716 10th Ave ","New York","NY","10019","1","24.98","0.00","0.00","1.95","0.00","26.93","-3.75","-2.50","0.00","-1.03","0.00","-3.00","16.65"
"2026-02-23","10938088","Chestnut St","Panini's On Panini's","1929 Chestnut St  ","Philadelphia","PA","19103","1","36.38","0.00","0.00","2.59","0.00","38.97","-5.46","-3.64","0.00","-1.37","-2.59","-4.00","21.91"
"2026-02-16","10498104","George St","Village Quesadilla","228 George St  ","New Brunswick","NJ","08901","5","120.39","0.00","0.00","4.43","0.00","124.82","-17.61","-12.05","0.00","-5.21","0.00","-3.00","86.95"
"2026-02-16","9815152","Mission","Leon's Legendary Pizza","3349 Mission St  ","San Francisco","CA","94110","3","162.51","0.00","0.00","12.20","0.00","174.71","-24.38","-16.26","0.00","-5.60","0.00","-21.00","107.47"
"2026-02-09","9845040","265 Bedford Ave","Bart's Breakfast Sandwiches","265 Bedford Ave  ","Brooklyn","NY","11211","2","53.15","0.00","0.00","4.28","0.00","57.43","-7.97","-5.32","0.00","-2.20","0.00","-5.00","36.94"
"2026-02-09","3310395","9th Ave","Mufasa's Pancakes & French Toast","755 9th Ave  ","New York","NY","10019","2","33.87","0.00","0.00","2.74","0.00","36.61","-5.08","-3.39","0.00","-1.62","0.00","-3.00","23.52"
"2026-01-26","10334552","N Arizona Ave","Little Italy's Calzones","1368 N Arizona Ave  ","Chandler","AZ","85225","1","20.68","0.00","0.00","1.22","0.00","21.90","-3.10","-2.07","0.00","-0.82","0.00","-5.00","10.91"
"2026-02-02","10359528","Polk St","The Hot Dog Village","1428 Polk St  ","San Francisco","CA","94109","1","46.91","0.00","0.00","3.61","0.00","50.52","-7.04","-4.69","0.00","-1.69","0.00","-5.00","32.10"
"2026-02-16","7101064","Pizza Zone","Amore Pasta Ristorante","3618 N Pennsylvania Ave  ","Oklahoma City","OK","73112","1","16.48","0.00","0.00","0.99","0.00","17.47","-2.47","-1.65","0.00","-0.68","-0.99","-5.00","6.68"
"2026-02-09","11803352","St Marks Pl","Christina's Vegan Cafe","58 St Marks Pl  ","New York","NY","10003","1","67.96","0.00","0.00","5.15","0.00","73.11","-10.19","-6.80","0.00","-2.22","0.00","-10.00","43.90"
"2026-02-02","9820976","4955 Voltaire St","The Smoothie Savage","4955 Voltaire St  ","San Diego","CA","92107","1","18.87","0.00","0.00","1.23","0.00","20.10","-2.83","-1.89","0.00","-0.82","0.00","-3.00","11.56"
"2026-02-23","10359464","1st Ave","The Pasta Brothers","589 1st Ave.  ","New York","NY","10016","1","31.98","0.00","0.00","2.13","0.00","34.11","-3.60","-3.20","0.00","-1.10","0.00","-8.00","18.21"
"2026-02-02","3310763","Queens Plaza S","Firenze Pasta Ristorante","25-02 Queens Plaza S  ","Queens","NY","11101","3","112.81","0.00","0.00","4.00","0.00","116.81","-16.92","-11.28","0.00","-4.06","0.00","-13.00","71.55"
"2026-01-26","10938048","E 125th St","Jr's Philly Cheesesteaks","135 E 125th St  ","New York","NY","10035","1","26.58","0.00","0.00","2.09","0.00","28.67","-3.54","-2.66","0.00","-1.08","0.00","-3.00","18.39"
"2026-01-26","10499904","1st Avenue","Lola's Smoothie Mix","937 1st Ave.  ","New York","NY","10022","1","27.94","0.00","0.00","2.04","0.00","29.98","-4.19","-2.79","0.00","-1.06","0.00","-5.00","16.94"
"2026-02-09","9822552","168 Myrtle Ave","Stan's Burger Bar","168 Myrtle Ave  ","Brooklyn","NY","11201","1","23.78","0.00","0.00","1.85","0.00","25.63","-3.57","-2.38","0.00","-0.99","0.00","-3.00","15.69"
"2026-02-23","2365500",,"The Pancake Snob","257 Gold Street  ","Brooklyn","NY","11201","2","79.12","0.00","0.00","6.40","0.00","85.52","-11.86","-7.92","0.00","-2.99","0.00","-7.00","55.75"
"2026-02-02","8569944",,"Top Panini Shop","1175 2nd Ave  ","New York","NY","10065","5","99.94","0.00","0.00","8.88","0.00","108.82","-15.00","-10.00","0.00","-4.83","0.00","0.00","78.99"
"2026-02-23","6891720","Wholesome Farms Market - 1306 Atlantic Ave","Green Leaf Salads","1306 Atlantic Ave  ","Brooklyn","NY","11216","5","99.99","0.00","0.00","8.52","0.00","108.51","-15.00","-10.01","0.00","-4.68","0.00","-4.00","74.82"
"2026-02-09","10932264","E 125th St","Original Burger Bar","135 E 125th St  ","New York","NY","10035","1","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"2026-02-09","3310779","George St","Pita Sandwiches Bite","228 George St  ","New Brunswick","NJ","08901","1","23.18","0.00","0.00","0.00","0.00","23.18","-3.48","-2.32","0.00","-1.01","0.00","0.00","16.37"
"2026-02-02","5321760","Yue Bai Wei - 5874 Forbes Ave","The Stir Fry Bar","5874 Forbes Ave  ","Pittsburgh","PA","15217","1","21.88","0.00","0.00","1.32","0.00","23.20","-3.28","-2.19","0.00","-0.92","-1.32","-3.00","12.49"
"2026-02-02","3310775","Hoover Rd","Greek Gyro Spot","28501 Hoover Rd  ","Warren","MI","48093","1","19.27","0.00","0.00","1.16","0.00","20.43","-2.89","-1.93","0.00","-0.92","-1.16","0.00","13.53"
"2026-02-16","3344172","916 Hempstead Turnpike","Casa De Quesadilla","916 Hempstead Turnpike  ","Franklin Square","NY","11010","1","22.39","0.00","0.00","1.93","0.00","24.32","-5.88","-3.92","0.00","-1.60","0.00","0.00","12.92"
"2026-02-16","6891040","Caffe Venice - 596 3rd Ave","Bill's Sandwich Shack","596 3rd Ave  ","New York","NY","10016","1","16.88","0.00","0.00","1.50","0.00","18.38","-2.53","-1.69","0.00","-0.86","0.00","0.00","13.30"
"2026-02-02","2344366",,"The Pancake Snob","217 1st Avenue  ","New York","NY","10003","3","40.44","0.00","0.00","3.15","0.00","43.59","-6.07","-4.05","0.00","-1.77","0.00","-5.00","26.70"
"2026-02-23","6894736","Medina Halal Gril - 114 East Main Street","Ali's Mediterranean Sandwiches","114 E Main St  ","Richardson","TX","75081","3","72.39","0.00","0.00","5.07","0.00","77.46","-10.86","-7.25","0.00","-2.93","0.00","-11.00","45.42"
"2026-01-26","8563032",,"Francesco Pasta Ristorante","9061 Van Nuys Blvd ","Los Angeles","CA","91402","1","19.59","0.00","0.00","1.62","0.00","21.21","-2.94","-1.96","0.00","-0.86","0.00","-3.00","12.45"
"2026-01-26","2030753",,"Fat Cheesesteaks","2624 Pico Blvd ","Santa Monica","CA","90405","1","16.79","0.00","0.00","1.41","0.00","18.20","-2.52","-1.68","0.00","-0.76","0.00","-3.00","10.24"
"2026-02-09","10382520","E Speedway","Danny's Desserts","4352 E Speedway Blvd  ","Tucson","AZ","85712","3","48.63","0.00","0.00","3.96","0.00","52.59","-7.29","-4.86","0.00","-2.42","0.00","-3.00","35.02"
"2026-02-02","3312894","Gold St","Jasmin's Coffee Bar","257 Gold St  ","Brooklyn","NY","11201","1","10.98","0.00","0.00","0.98","0.00","11.96","-1.65","-1.10","0.00","-0.66","0.00","0.00","8.55"
"2026-02-02","823219",,"Priya's Indian Kitchen","716 10th Ave ","New York","NY","10019","1","28.97","0.00","0.00","2.04","0.00","31.01","-5.79","-2.90","0.00","-1.06","0.00","-6.00","15.26"
"2026-02-23","9824152","1174 Chapel St","Slapjack Pancakes","1174 Chapel St  ","New Haven","CT","06511","1","27.98","0.00","0.00","1.40","0.00","29.38","-4.20","-2.80","0.00","-1.01","-1.40","-6.00","13.97"
"2026-02-23","10357768","Polk St","The Burger Joint","1338 Polk St  ","San Francisco","CA","94109","2","60.95","0.00","0.00","4.65","0.00","65.60","-12.44","-8.30","0.00","-3.12","0.00","-7.00","34.74"
"2026-02-02","3301172","7th Ave","Breakfast N Vibe","154 7th Ave  ","New York","NY","10011","1","29.84","0.00","0.00","2.65","0.00","32.49","-4.48","-2.98","0.00","-1.29","0.00","0.00","23.74"
"2026-02-23","2116552",,"The Burger Trilogy","5155 3rd St  ","San Francisco","CA","94124","2","77.47","0.00","0.00","6.68","0.00","84.15","-11.62","-7.75","0.00","-3.17","0.00","0.00","61.61"
"2026-02-09","3326032","30th St","NY Dessert Bar","34-02 30th St  ","Astoria","NY","11106","3","55.32","0.00","0.00","2.09","0.00","57.41","-8.29","-5.54","0.00","-2.55","0.00","-3.00","38.03"
"2026-02-23","6345584","Roni's Pub - 7955 E Frontage Road","Dad's Flamin' Quesadillas","7955 E Frontage Rd  ","Overland Park","KS","66204","1","21.99","0.00","0.00","2.28","0.00","24.27","-3.30","-2.20","0.00","-1.04","-2.28","0.00","15.45"
"2026-02-16","8568880",,"Casa De Quesadilla","4352 E Speedway Blvd  ","Tucson","AZ","85712","3","113.40","0.00","0.00","8.39","0.00","121.79","-17.01","-11.35","0.00","-4.10","0.00","-17.00","72.33"
"2026-02-02","3311071","Madison Ave","General's French Toast","1404 Madison Ave  ","New York","NY","10029","1","21.96","0.00","0.00","0.02","0.00","21.98","-3.29","-2.20","0.00","-0.85","0.00","-4.00","11.64"
"2026-02-02","2423690",,"Charlie's Chicken Wings"," 329 Union St ","Nashville","TN","37203","1","77.92","0.00","0.00","6.28","0.00","84.20","-11.69","-7.79","0.00","-2.56","0.00","-10.00","52.16"
"2026-01-26","3301276","7th Ave","Holy Grail Omelettes","154 7th Ave  ","New York","NY","10011","1","17.77","0.00","0.00","1.58","0.00","19.35","-2.67","-1.78","0.00","-0.89","0.00","0.00","14.01"
"2026-02-16","7097528","East Side Deli","Sunrise Coffee Express","1424 Lexington Ave  ","New York","NY","10128","3","47.51","0.00","0.00","3.68","0.00","51.19","-6.22","-4.76","0.00","-2.28","0.00","-6.00","31.93"
"2026-02-09","4831664","319 Rogers Ave","The Sandwich Vibe","319 Rogers Ave  ","Brooklyn","NY","11225","2","29.67","0.00","0.00","2.37","0.00","32.04","-4.45","-2.97","0.00","-1.49","0.00","-3.00","20.13"
"2026-02-16","2365500",,"The Pancake Snob","257 Gold Street  ","Brooklyn","NY","11201","2","40.85","0.00","0.00","3.19","0.00","44.04","-6.13","-4.09","0.00","-1.79","0.00","-5.00","27.03"
"2026-02-02","9815112","Broadway","Salad Kreation","5993 Broadway  ","Bronx","NY","10471","1","15.38","0.00","0.00","0.62","0.00","16.00","-2.31","-1.54","0.00","-0.79","0.00","0.00","11.36"
"2026-02-02","9834480","277 Gold St","Fiona's Breakfast Burritos","277 Gold St  ","Brooklyn","NY","11201","3","65.03","0.00","0.00","4.65","0.00","69.68","-9.76","-6.51","0.00","-2.64","0.00","-12.62","38.15"
"2026-02-09","3310209","W Greenway Rd","Linh's Chinese Restaurant","13011 W Greenway Rd  ","El Mirage","AZ","85335","3","56.06","0.00","0.00","4.18","0.00","60.24","-8.41","-5.61","0.00","-2.44","0.00","-10.00","33.78"
"2026-01-26","9822552","168 Myrtle Ave","Stan's Burger Bar","168 Myrtle Ave  ","Brooklyn","NY","11201","1","19.56","0.00","0.00","1.47","0.00","21.03","-4.40","-2.93","0.00","-1.17","0.00","-3.00","9.53"
"2026-02-09","7325384","Picante Taco- 411 S High St","Fire House Quesadillas","411 S High St  ","Baltimore","MD","21202","2","24.07","0.00","0.00","1.26","0.00","25.33","-3.61","-2.41","0.00","-0.98","-1.26","-3.00","14.07"
"2026-02-02","10929352","8th Ave","The Salad Dream","300 8th Ave  ","New York","NY","10001","1","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"2026-02-16","10929184","Van Nuys Blvd","Rooftop Sandwiches","9061 Van Nuys Blvd  ","Los Angeles","CA","91402","2","54.52","0.00","0.00","4.74","0.00","59.26","-7.73","-5.46","0.00","-2.22","0.00","-6.00","37.85"
"2026-02-23","8563032",,"Francesco Pasta Ristorante","9061 Van Nuys Blvd ","Los Angeles","CA","91402","1","64.34","0.00","0.00","5.98","0.00","70.32","-9.65","-6.43","0.00","-2.35","0.00","-3.00","48.89"
"2026-01-26","2352422",,"The Pancake Snob (West Chester Pike)","1147 West Chester Pike ","West Chester","PA","19382","2","46.46","0.00","0.00","2.43","0.00","48.89","-6.97","-4.65","0.00","-1.91","-2.43","-6.00","26.93"
"2026-02-23","7753968","382 Farmer Deli & Juice - 382 8th Ave","Big Belly Paninis","382 8th Ave  ","New York","NY","10001","1","2.19","0.00","0.00","0.19","0.00","2.38","-2.02","-1.35","0.00","-0.75","0.00","0.00","-1.74"
"2026-02-23","3310144","Lee Hwy","Martha's Breakfast Sandwiches","3907 Lee Hwy  ","Arlington","VA","22207","3","38.52","0.00","0.00","1.89","0.00","40.41","-5.33","-3.86","0.00","-1.92","0.00","-7.00","22.30"
"2026-02-16","6891024","Caffe Venice - 596 3rd Ave","CJ's Breakfast Sandwich","596 3rd Ave  ","New York","NY","10016","7","128.49","0.00","0.00","10.25","0.00","138.74","-19.28","-12.86","0.00","-5.93","0.00","-13.00","87.67"
"2026-02-02","2816779",,"Justin's Juice Bar","257 Gold St  ","Brooklyn","NY","11201","1","22.98","0.00","0.00","2.04","0.00","25.02","-3.45","-2.30","0.00","-1.06","0.00","0.00","18.21"
"2026-02-23","2352422",,"The Pancake Snob (West Chester Pike)","1147 West Chester Pike ","West Chester","PA","19382","3","64.94","0.00","0.00","3.60","0.00","68.54","-9.74","-6.50","0.00","-2.84","-3.60","-5.00","40.86"
"2026-02-02","1940022",,"Jose's Burrito Bar","589 1st Avenue ","New York","NY","10016","7","176.78","0.00","0.00","11.79","0.00","188.57","-29.24","-19.49","0.00","-7.69","0.00","-24.99","107.16"
"2026-02-09","2535778",,"The Pasta Story","1424 Lexington Ave ","New York","NY","10128","10","237.13","0.00","0.00","18.66","0.00","255.79","-38.65","-25.78","0.00","-10.65","0.00","-27.00","153.71"
"2026-02-09","9819632","3rd","The Juice Affair","296 3rd Ave  ","New York","NY","10010","1","36.35","0.00","0.00","2.52","0.00","38.87","-4.25","-3.64","0.00","-1.24","0.00","-8.00","21.74"
"2026-02-16","10063848","Homestead Rd","Francesco Pasta Ristorante","2898 Homestead Rd  ","Santa Clara","CA","95051","4","74.85","0.00","0.00","6.74","0.00","81.59","-10.78","-7.49","0.00","-3.60","0.00","-3.00","56.72"
"2026-02-09","10373776","7th Ave","The Village Breakfast","154 7th Ave  ","New York","NY","10011","1","10.19","0.00","0.00","0.90","0.00","11.09","-1.53","-1.02","0.00","-0.64","0.00","0.00","7.90"
