Start Date,End Date,Store ID,Store Name,Merchant Supplied ID,Downtime Category - Short,Downtime Category - Description,Minutes Downtime
2026-02-01,2026-02-28,23106174,The Minister Wraps (Broadway),23106174,Store Closure,Store Closure - Bad Weather or Power Outage,850
2026-02-01,2026-02-28,23106184,High Life Breakfast Sandwiches (Chapel St),23106184,Store Issue,Auto Pause - High Avoidable and/or POS Cancellation Rate,60
2026-02-01,2026-02-28,23134804,Lola's Smoothie Mix (Hillside Ave),23134804,Store Closure,Store Closure - Bad Weather or Power Outage,848
2026-02-01,2026-02-28,23134814,The Burger Bae (E 172nd St),23134814,UNCATEGORIZED,N/A,10668
2026-02-01,2026-02-28,23134820,The Bagel Savage (Hillside Ave),23134820,Store Closure,Store Closure - Bad Weather or Power Outage,848
2026-02-01,2026-02-28,23134821,Jr's Philly Cheesesteaks (Hillside Ave),23134821,Store Closure,Store Closure - Bad Weather or Power Outage,848
2026-02-01,2026-02-28,23134862,Casa De Quesadilla (Avenue A),23134862,Store Closure,Store Closure - Bad Weather or Power Outage,853
2026-02-01,2026-02-28,23134903,Muf's Muffin Shop (Hillside Ave),23134903,Store Closure,Store Closure - Bad Weather or Power Outage,853
2026-02-01,2026-02-28,23135397,Pardon My Panini (Queens Plaza S),23135397,Store Closure,Store Closure - Bad Weather or Power Outage,853
2026-02-01,2026-02-28,23268670,Fried Munchies Shack (3rd Ave),23268670,Store Closure,Store Closure - Bad Weather or Power Outage,854
2026-02-01,2026-02-28,23280263,Julia's Juice Shack (Sullivan St),23280263,Store Closure,Store Closure - Bad Weather or Power Outage,846
2026-02-01,2026-02-28,23280271,Chicken Salad Bar (Sullivan St),23280271,Store Closure,Store Closure - Bad Weather or Power Outage,850
2026-02-01,2026-02-28,23326403,Grilled Cheese Ecstatic (Sullivan St),23326403,Store Closure,Store Closure - Bad Weather or Power Outage,850
2026-02-01,2026-02-28,23328728,Sunrise Breakfast Club (Sullivan St),23328728,Store Closure,Store Closure - Bad Weather or Power Outage,850
2026-02-01,2026-02-28,23367132,Mighty Grilled Cheese (1760 3rd Ave),23367132,Store Closure,Store Closure - Bad Weather or Power Outage,850
2026-02-01,2026-02-28,23367234,Jewel's Breakfast Joint (Broadway),23367234,Store Closure,Store Closure - Dasher Reported,911
2026-02-01,2026-02-28,23367290,Grilled Cheese Ecstatic (E 8th St),23367290,Store Closure,Store Closure - Bad Weather or Power Outage,846
2026-02-01,2026-02-28,23367545,Mama's Buffalo Wings (E 8th St),23367545,Store Closure,Store Closure - Bad Weather or Power Outage,850
2026-02-01,2026-02-28,23423347,Big Ease Smoothies  (1117 Broadway),23423347,Store Closure,Store Closure - Bad Weather or Power Outage,285
2026-02-01,2026-02-28,23423347,Big Ease Smoothies  (1117 Broadway),23423347,Store Closure,Store Closure - Dasher Reported,171
2026-02-01,2026-02-28,23549308,Toast N Roast Breakfast Sandwiches (590 32nd St),23549308,UNCATEGORIZED,N/A,87
2026-02-01,2026-02-28,23549395,Jewel's Breakfast Joint (937 1st Avenue),23549395,Store Closure,Store Closure - Bad Weather or Power Outage,844
2026-02-01,2026-02-28,23549534,The Sandwich Doctor (83 Canal St #6019),23549534,UNCATEGORIZED,N/A,832
2026-02-01,2026-02-28,23549534,The Sandwich Doctor (83 Canal St #6019),23549534,Store Issue,Auto Pause - High Avoidable and/or POS Cancellation Rate,60
2026-02-01,2026-02-28,23549635,Notch My Sandwich (147 1st Ave),23549635,Store Closure,Store Closure - Bad Weather or Power Outage,844
2026-02-01,2026-02-28,23549638,The Omelette Farm (147 1st Ave),23549638,Store Closure,Store Closure - Bad Weather or Power Outage,844
2026-02-01,2026-02-28,23549641,Angelo's Wraps Shop (147 1st Ave),23549641,Store Closure,Store Closure - Bad Weather or Power Outage,844
2026-02-01,2026-02-28,23549662,Hill Top Sandwich (433 W 34th st),23549662,Store Closure,Store Closure - Bad Weather or Power Outage,844
2026-02-01,2026-02-28,23549667,Marty's Wraps Shack (433 W 34th st),23549667,Store Closure,Store Closure - Bad Weather or Power Outage,844
2026-02-01,2026-02-28,23549668,Glorious Panini Snob (433 W 34th st),23549668,Store Closure,Store Closure - Bad Weather or Power Outage,845
2026-02-01,2026-02-28,23556050,The Burrito Bae (4th Ave),23556050,Store Closure,Store Closure - Bad Weather or Power Outage,345
2026-02-01,2026-02-28,23556079,Doughboys Sandwiches (4th Ave),23556079,Store Closure,Store Closure - Bad Weather or Power Outage,345
2026-02-01,2026-02-28,23556081,The French Toast Flip (4th Ave),23556081,Store Closure,Store Closure - Bad Weather or Power Outage,345
2026-02-01,2026-02-28,23556771,Bagel Dynasty (34-02 30th St),23556771,Store Closure,Store Closure - Bad Weather or Power Outage,285
2026-02-01,2026-02-28,23556864,NY Dessert Bar (34-02 30th St),23556864,Store Closure,Store Closure - Bad Weather or Power Outage,285
2026-02-01,2026-02-28,23556936,Arifs Mediterranean Grill (1969 Bronxdale Ave),23556936,Store Closure,Store Closure - Bad Weather or Power Outage,844
2026-02-01,2026-02-28,23556936,Arifs Mediterranean Grill (1969 Bronxdale Ave),23556936,Store Too Busy,Auto Pause - High Avoidable Dasher Wait Time,30
2026-02-01,2026-02-28,23557041,Salad Kreation (1969 Bronxdale Ave),23557041,Store Closure,Store Closure - Bad Weather or Power Outage,845
2026-02-01,2026-02-28,23557145,Chef Hanoka Sushi (2575 North Hollywood Way #107),23557145,UNCATEGORIZED,N/A,15
2026-02-01,2026-02-28,23557148,Asian Garden Rice Bowls (2575 North Hollywood Way #107),23557148,UNCATEGORIZED,N/A,15
2026-02-01,2026-02-28,23557166,Nakamura Ramen House (2575 North Hollywood Way #107),23557166,UNCATEGORIZED,N/A,15
2026-02-01,2026-02-28,23557518,Savage Juice Bar (2755 Broadway),23557518,Store Closure,Store Closure - Bad Weather or Power Outage,845
2026-02-01,2026-02-28,23557521,Village Wraps Snob (2755 Broadway),23557521,Store Closure,Store Closure - Bad Weather or Power Outage,845
2026-02-01,2026-02-28,23557659,Farmer Girl Salad (301 W 96th St),23557659,Store Closure,Store Closure - Bad Weather or Power Outage,844
2026-02-01,2026-02-28,23557660,Sunrise Coffee Express (301 W 96th St),23557660,Store Closure,Store Closure - Bad Weather or Power Outage,844
2026-02-01,2026-02-28,23557667,Che Breakfast Cafe (301 W 96th St),23557667,Store Closure,Store Closure - Bad Weather or Power Outage,844
2026-02-01,2026-02-28,23558081,Sizzlin' Hibachi (2575 North Hollywood Way #107),23558081,UNCATEGORIZED,N/A,19
2026-02-01,2026-02-28,23558171,Prime Burger Lounge (301 W 96th St),23558171,Store Closure,Store Closure - Bad Weather or Power Outage,844
2026-02-01,2026-02-28,23692696,Alberto's Hero Sandwich Spot (1201 Randall Avenue),23692696,Store Closure,Store Closure - Bad Weather or Power Outage,405
2026-02-01,2026-02-28,23692944,Olivia's Omelettes (1201 Randall Avenue),23692944,Store Closure,Store Closure - Bad Weather or Power Outage,375
2026-02-01,2026-02-28,23693111,Country Southern Diner (1201 Randall Avenue),23693111,Store Closure,Store Closure - Bad Weather or Power Outage,375
2026-02-01,2026-02-28,23693129,City Light Wraps (1201 Randall Avenue),23693129,Store Closure,Store Closure - Bad Weather or Power Outage,375
2026-02-01,2026-02-28,23784492,Olivia's Breakfast Cafe (433 W 34th st),23784492,Store Closure,Store Closure - Bad Weather or Power Outage,844
2026-02-01,2026-02-28,23784999,Wraps On Tap (769 9th Ave #1),23784999,Store Closure,Store Closure - Bad Weather or Power Outage,844
2026-02-01,2026-02-28,23785119,Nomad's Bagels (433 W 34th st),23785119,Store Closure,Store Closure - Bad Weather or Power Outage,844
2026-02-01,2026-02-28,23906725,Sal's Smoothie Spot (5993 Broadway),23906725,Store Closure,Store Closure - Bad Weather or Power Outage,850
2026-02-01,2026-02-28,23906729,Sam's Sandwich Spot (5993 Broadway),23906729,Store Closure,Store Closure - Bad Weather or Power Outage,850
2026-02-01,2026-02-28,23906819,The Gyro Snob (7126 N 35th ave),23906819,UNCATEGORIZED,N/A,30
2026-02-01,2026-02-28,23906822,Nomad's Bagels (1741 1st Avenue),23906822,Store Closure,Store Closure - Bad Weather or Power Outage,490
2026-02-01,2026-02-28,23906937,Aldo's Wraps Spot (1741 1st Avenue),23906937,Store Closure,Store Closure - Bad Weather or Power Outage,490
2026-02-01,2026-02-28,23907042,Top Panini Shop (1424 Lexington Ave),23907042,Store Closure,Store Closure - Bad Weather or Power Outage,850
2026-02-01,2026-02-28,23907051,NY Smoothie Joint (1741 1st Avenue),23907051,Store Closure,Store Closure - Bad Weather or Power Outage,485
2026-02-01,2026-02-28,23907282,The Gyro Bar (8770 E McDowell Rd),23907282,Store Too Busy,Auto Pause - High Avoidable Dasher Wait Time,30
2026-02-01,2026-02-28,23984095,The Omelette Farm (769 9th Ave #1),23984095,Store Closure,Store Closure - Bad Weather or Power Outage,850
2026-02-01,2026-02-28,23984324,Savage Juice Bar (769 9th Ave #1),23984324,Store Closure,Store Closure - Bad Weather or Power Outage,850
2026-02-01,2026-02-28,23984324,Savage Juice Bar (769 9th Ave #1),23984324,Store Too Busy,Auto Pause - High Avoidable Dasher Wait Time,30
2026-02-01,2026-02-28,24051979,The Breakfast Dream (6611 S 101st E Ave),24051979,UNCATEGORIZED,N/A,695
2026-02-01,2026-02-28,24099355,Casa De Quesadilla (730 Astor Ave),24099355,Store Closure,Store Closure - Dasher Reported,833
2026-02-01,2026-02-28,24099355,Casa De Quesadilla (730 Astor Ave),24099355,Store Closure,Store Closure - Bad Weather or Power Outage,45
2026-02-01,2026-02-28,24099579,Quick Bite Munchies (278 N. Brewster Rd),24099579,UNCATEGORIZED,N/A,268
2026-02-01,2026-02-28,24194387,Sal's Smoothie Spot (265 Bedford Ave),24194387,Store Closure,Store Closure - Bad Weather or Power Outage,839
2026-02-01,2026-02-28,24194630,The Minister Wraps (265 Bedford Ave),24194630,Store Closure,Store Closure - Bad Weather or Power Outage,839
2026-02-01,2026-02-28,24194631,The Gyro Bar (319 Rogers Ave),24194631,Store Closure,Store Closure - Bad Weather or Power Outage,554
2026-02-01,2026-02-28,24194631,The Gyro Bar (319 Rogers Ave),24194631,Store Closure,Store Closure - Dasher Reported,36
2026-02-01,2026-02-28,24194633,Olivia's Breakfast Cafe (319 Rogers Ave),24194633,Store Closure,Store Closure - Bad Weather or Power Outage,554
2026-02-01,2026-02-28,24227750,Dangerous Ice Cream (34-02 30th St),24227750,Store Closure,Store Closure - Bad Weather or Power Outage,285
2026-02-01,2026-02-28,24257608,Mediterranean Salad Chop (197 Havemeyer St.),24257608,Store Closure,Store Closure - Bad Weather or Power Outage,513
2026-02-01,2026-02-28,24257608,Mediterranean Salad Chop (197 Havemeyer St.),24257608,Store Closure,Store Closure - Dasher Reported,44
2026-02-01,2026-02-28,24328785,Henry's Chicken Wings (4663 Trousdale Dr),24328785,Store Closure,Store Closure - Dasher Reported,121
2026-02-01,2026-02-28,24387639,Casa Pasta Ristorante (1 Kedron Ave Unit 4),24387639,Store Too Busy,Auto Pause - High Avoidable Dasher Wait Time,30
2026-02-01,2026-02-28,24387639,Casa Pasta Ristorante (1 Kedron Ave Unit 4),24387639,Store Closure,Store Closure - Dasher Reported,11
2026-02-01,2026-02-28,24438109,Salads N Soups Station (615 Town Square Blvd),24438109,UNCATEGORIZED,N/A,1655
2026-02-01,2026-02-28,24438169,Stromboli House (1634 W High St),24438169,UNCATEGORIZED,N/A,32
2026-02-01,2026-02-28,24506648,Livia's Mediterranean Table (1849 N Scottsdale Rd),24506648,Store Closure,Store Closure - Dasher Reported,212
2026-02-01,2026-02-28,24556139,House of Paninis (5993 Broadway),24556139,Store Closure,Store Closure - Bad Weather or Power Outage,846
2026-02-01,2026-02-28,24556140,Lucy's Pancake Bar (5993 Broadway),24556140,Store Closure,Store Closure - Bad Weather or Power Outage,846
2026-02-01,2026-02-28,24556141,Grandma's Breakfast Sandwiches (5993 Broadway),24556141,Store Closure,Store Closure - Bad Weather or Power Outage,846
2026-02-01,2026-02-28,24556142,Marty's Wraps Shack (5993 Broadway),24556142,Store Closure,Store Closure - Bad Weather or Power Outage,854
2026-02-01,2026-02-28,24556145,Glorious Panini Snob (330 W Broadway),24556145,Store Closure,Store Closure - Dasher Reported,533
2026-02-01,2026-02-28,24556167,Coffee Crema Snob (769 9th Ave #1),24556167,Store Closure,Store Closure - Bad Weather or Power Outage,846
2026-02-01,2026-02-28,24556171,Luke's Breakfast Wraps (769 9th Ave #1),24556171,Store Closure,Store Closure - Bad Weather or Power Outage,846
2026-02-01,2026-02-28,24556258,The Cheeseburger Paradise (5993 Broadway),24556258,Store Closure,Store Closure - Bad Weather or Power Outage,846
2026-02-01,2026-02-28,24606369,Amal's Flatbread Recipe (1849 N Scottsdale Rd),24606369,Store Closure,Store Closure - Dasher Reported,31
2026-02-01,2026-02-28,24636919,Fresh Seafood House (226 Newark Ave),24636919,Store Too Busy,Auto Pause - High Avoidable Dasher Wait Time,30
2026-02-01,2026-02-28,24637114,Farmer's Village Breakfast (34-02 30th St),24637114,Store Closure,Store Closure - Bad Weather or Power Outage,285
2026-02-01,2026-02-28,24703825,Middle East Wraps - 750 East Main St,24703825,Store Closure,Store Closure - Dasher Reported,42
2026-02-01,2026-02-28,24703825,Middle East Wraps - 750 East Main St,24703825,UNCATEGORIZED,N/A,5
2026-02-01,2026-02-28,24703929,Pita Sandwich Bite (601 Shell Beach Rd),24703929,UNCATEGORIZED,N/A,60
2026-02-01,2026-02-28,24703993,Anne's Artisan Coffee  (682 Morris Park Avenue),24703993,Store Closure,Store Closure - Bad Weather or Power Outage,345
2026-02-01,2026-02-28,24704002,City Light Wraps (1947 E Main St),24704002,UNCATEGORIZED,N/A,642
2026-02-01,2026-02-28,24770396,Cameron's Breakfast Cafe (38-01 Vernon Boulevard),24770396,Store Closure,Store Closure - Bad Weather or Power Outage,345
2026-02-01,2026-02-28,24770396,Cameron's Breakfast Cafe (38-01 Vernon Boulevard),24770396,UNCATEGORIZED,N/A,93
2026-02-01,2026-02-28,24770405,Tessa's Fruity Treats  (1741 1st Avenue),24770405,UNCATEGORIZED,N/A,1070
2026-02-01,2026-02-28,24770405,Tessa's Fruity Treats  (1741 1st Avenue),24770405,Store Closure,Store Closure - Bad Weather or Power Outage,485
2026-02-01,2026-02-28,24770455,Anne's Artisan Coffee (689 Broadway),24770455,Store Closure,Store Closure - Bad Weather or Power Outage,845
2026-02-01,2026-02-28,24770466,The Acai Dream  (689 Broadway),24770466,Store Closure,Store Closure - Bad Weather or Power Outage,845
2026-02-01,2026-02-28,24770468,Aldo's Wraps Spot (689 Broadway),24770468,Store Closure,Store Closure - Bad Weather or Power Outage,845
2026-02-01,2026-02-28,24844776,Chanel's Coffee House (26801 Hillside Ave),24844776,Store Closure,Store Closure - Bad Weather or Power Outage,420
2026-02-01,2026-02-28,24844871,Stella's Pancake Bar (26801 Hillside Ave),24844871,Store Closure,Store Closure - Bad Weather or Power Outage,420
2026-02-01,2026-02-28,24844931,Sip On Smoothie (26801 Hillside Ave),24844931,Store Closure,Store Closure - Bad Weather or Power Outage,435
2026-02-01,2026-02-28,24854759,Queen's Quesadillas (689 Broadway),24854759,Store Closure,Store Closure - Bad Weather or Power Outage,839
2026-02-01,2026-02-28,24854827,Addictive Burger Bar (689 Broadway),24854827,Store Closure,Store Closure - Bad Weather or Power Outage,839
2026-02-01,2026-02-28,24899866,Fierce Chicken Sandwich (226 1/2 Newark Ave),24899866,Store Too Busy,Auto Pause - High Avoidable Dasher Wait Time,30
2026-02-01,2026-02-28,24899981,Bosscat Wings (226 1/2 Newark Ave),24899981,Store Too Busy,Auto Pause - High Avoidable Dasher Wait Time,30
2026-02-01,2026-02-28,24920642,Jen's Burger Blaze (2560 West Chester Pike),24920642,UNCATEGORIZED,N/A,179
2026-02-01,2026-02-28,24931355,K's Slice of Cake (26801 Hillside Ave),24931355,Store Closure,Store Closure - Bad Weather or Power Outage,419
2026-02-01,2026-02-28,24974708,Nancy's Desserts (555 CA-17),24974708,UNCATEGORIZED,N/A,14
2026-02-01,2026-02-28,24974719,The Calzone Empire (7121 West US Highway 90 Suite #210),24974719,UNCATEGORIZED,N/A,2273
2026-02-01,2026-02-28,24974898,Fried Chicken Savage (555 CA-17),24974898,UNCATEGORIZED,N/A,14
2026-02-01,2026-02-28,25079045,Kung Fu Fried Rice (4957 Winters Chapel Rd Suite B),25079045,UNCATEGORIZED,N/A,808
2026-02-01,2026-02-28,25079119,The Chinese Noodle Palace (4957 Winters Chapel Rd Suite B),25079119,UNCATEGORIZED,N/A,808
2026-02-01,2026-02-28,25079119,The Chinese Noodle Palace (4957 Winters Chapel Rd Suite B),25079119,Store Closure,Store Closure - Dasher Reported,76
2026-02-01,2026-02-28,25129904,High Life Breakfast Sandwiches (612 11th Ave),25129904,Store Closure,Store Closure - Bad Weather or Power Outage,846
2026-02-01,2026-02-28,25130119,Alberto's Hero Sandwich Spot  (840 Fulton St),25130119,Store Closure,Store Closure - Bad Weather or Power Outage,427
2026-02-01,2026-02-28,25130127,Bosscat Breakfast (1306 Atlantic Ave),25130127,Store Closure,Store Closure - Bad Weather or Power Outage,546
2026-02-01,2026-02-28,25130156,Evan's Burger Empire (877 10th Ave),25130156,Store Closure,Store Closure - Dasher Reported,1538
2026-02-01,2026-02-28,25130156,Evan's Burger Empire (877 10th Ave),25130156,Store Closure,Store Closure - Bad Weather or Power Outage,486
2026-02-01,2026-02-28,25130156,Evan's Burger Empire (877 10th Ave),25130156,Store Issue,Auto Pause - High Avoidable and/or POS Cancellation Rate,60
2026-02-01,2026-02-28,25130173,Burning Burger Stack  (1306 Atlantic Ave),25130173,Store Closure,Store Closure - Bad Weather or Power Outage,546
2026-02-01,2026-02-28,25130177,CJ's Breakfast Sandwich (596 3rd Ave),25130177,Store Closure,Store Closure - Bad Weather or Power Outage,846
2026-02-01,2026-02-28,25130204,Celines Salad Bar (840 Fulton St),25130204,Store Closure,Store Closure - Bad Weather or Power Outage,427
2026-02-01,2026-02-28,25130218,Green Leaf Salads (1306 Atlantic Ave),25130218,Store Closure,Store Closure - Bad Weather or Power Outage,546
2026-02-01,2026-02-28,25130231,The Sandwich Vibe (1306 Atlantic Ave),25130231,Store Closure,Store Closure - Bad Weather or Power Outage,546
2026-02-01,2026-02-28,25295355,The Pizza Flip (115-20 Queens Blvd),25295355,UNCATEGORIZED,N/A,810
2026-02-01,2026-02-28,25295355,The Pizza Flip (115-20 Queens Blvd),25295355,Store Closure,Store Closure - Bad Weather or Power Outage,375
2026-02-01,2026-02-28,25295448,Amanda's Breakfast Lounge (111 E 161 St),25295448,Store Closure,Store Closure - Bad Weather or Power Outage,855
2026-02-01,2026-02-28,25295455,Golden Bear Sandwiches (111 E 161 St),25295455,Store Closure,Store Closure - Bad Weather or Power Outage,855
2026-02-01,2026-02-28,25295599,Prime Burger Lounge (111 E 161 St),25295599,Store Closure,Store Closure - Bad Weather or Power Outage,855
2026-02-01,2026-02-28,25404572,Frankie's Burger Bar (3 West Fordham Rd.),25404572,Store Closure,Store Closure - Bad Weather or Power Outage,480
2026-02-01,2026-02-28,25404900,Arturo's Burrito Bowls (3 West Fordham Rd),25404900,Store Closure,Store Closure - Bad Weather or Power Outage,450
2026-02-01,2026-02-28,26000460,Gooey Mac N cheez (W Jefferson),26000460,Store Closure,Store Closure - Dasher Reported,20
2026-02-01,2026-02-28,26000771,The Indian Spice Palace (3005 36th Ave),26000771,Store Closure,Store Closure - Dasher Reported,962
2026-02-01,2026-02-28,26000771,The Indian Spice Palace (3005 36th Ave),26000771,Store Closure,Store Closure - Bad Weather or Power Outage,436
2026-02-01,2026-02-28,26000771,The Indian Spice Palace (3005 36th Ave),26000771,Store Too Busy,Auto Pause - High Avoidable Dasher Wait Time,30
2026-02-01,2026-02-28,26152960,Two Hand Burger (97 Lexington Ave),26152960,Store Closure,Store Closure - Bad Weather or Power Outage,843
2026-02-01,2026-02-28,26152963,Toast N Roast Breakfast Sandwiches (97 Lexington Ave),26152963,Store Closure,Store Closure - Bad Weather or Power Outage,843
2026-02-01,2026-02-28,26152966,Chicken Sandwich Loft (97 Lexington Ave),26152966,Store Closure,Store Closure - Bad Weather or Power Outage,844
2026-02-01,2026-02-28,26153026,Fine Line Desserts (12453 Oxnard St),26153026,UNCATEGORIZED,N/A,147
2026-02-01,2026-02-28,26174718,SugarSlice Cakes,26174718,UNCATEGORIZED,N/A,2712
2026-02-01,2026-02-28,26174718,SugarSlice Cakes,26174718,Store Too Busy,Store Too Busy,676
2026-02-01,2026-02-28,26174821,Chicken Sandwich Loft,26174821,UNCATEGORIZED,N/A,674
2026-02-01,2026-02-28,26174821,Chicken Sandwich Loft,26174821,Store Too Busy,Store Too Busy,640
2026-02-01,2026-02-28,26175096,The Mac and Cheese Co,26175096,Store Too Busy,Store Too Busy,995
2026-02-01,2026-02-28,26175096,The Mac and Cheese Co,26175096,UNCATEGORIZED,N/A,675
2026-02-01,2026-02-28,26175160,Frank's Philly Cheesesteaks,26175160,Store Too Busy,Store Too Busy,786
2026-02-01,2026-02-28,26175160,Frank's Philly Cheesesteaks,26175160,UNCATEGORIZED,N/A,701
2026-02-01,2026-02-28,26209885,Hyde's Grilled Cheese,26209885,UNCATEGORIZED,N/A,5
2026-02-01,2026-02-28,26291987,Seth's Sandwiches (4083 Broadway),26291987,Store Closure,Store Closure - Bad Weather or Power Outage,253
2026-02-01,2026-02-28,26292097,Chicken Sandwich Loft (751 Post Road),26292097,UNCATEGORIZED,N/A,541
2026-02-01,2026-02-28,26292110,First Light Breakfast Cafe (101 Guyon Ave),26292110,Store Closure,Store Closure - Bad Weather or Power Outage,852
2026-02-01,2026-02-28,26292279,Doughboys Sandwiches (101 Guyon Ave),26292279,Store Closure,Store Closure - Bad Weather or Power Outage,852
2026-02-01,2026-02-28,26344247,Green Leaf Salads (2614 Lebanon Pike),26344247,UNCATEGORIZED,N/A,719
2026-02-01,2026-02-28,27456448,NextBagel (1225 Amsterdam Ave),27456448,Store Closure,Store Closure - Bad Weather or Power Outage,479
2026-02-01,2026-02-28,27478242,Exquisite Poke Bowls (5021 Verdugo Way #109-A),27478242,Store Too Busy,Store Too Busy,7
2026-02-01,2026-02-28,27556052,Paulo's Pizza (16965 Monterey Hwy #106D),27556052,UNCATEGORIZED,N/A,479
2026-02-01,2026-02-28,27556354,Prima Panini Bar (16965 Monterey Hwy #106D),27556354,UNCATEGORIZED,N/A,469
2026-02-01,2026-02-28,27556354,Prima Panini Bar (16965 Monterey Hwy #106D),27556354,Store Closure,Store Closure - Dasher Reported,357
2026-02-01,2026-02-28,27667568,Bosscat Wraps (309 7th Ave),27667568,Store Closure,Store Closure - Bad Weather or Power Outage,458
2026-02-01,2026-02-28,27667595,Original Burger Bar (309 7th Ave),27667595,Store Closure,Store Closure - Bad Weather or Power Outage,463
2026-02-01,2026-02-28,27667602,The Bagel Savage (309 7th Ave),27667602,Store Closure,Store Closure - Bad Weather or Power Outage,458
2026-02-01,2026-02-28,27682027,Wonderland Wraps (400 Commons Way Unit 3500),27682027,Store Issue,Auto Pause - Tablet Detected Offline,562
2026-02-01,2026-02-28,27682027,Wonderland Wraps (400 Commons Way Unit 3500),27682027,Store Too Busy,Store Too Busy,34
2026-02-01,2026-02-28,27682605,Luna's Loaded Fries (4352 E Speedway Blvd),27682605,UNCATEGORIZED,N/A,119
2026-02-01,2026-02-28,27682669,The Burrito Co (4352 E Speedway Blvd),27682669,UNCATEGORIZED,N/A,119
2026-02-01,2026-02-28,27682669,The Burrito Co (4352 E Speedway Blvd),27682669,Store Too Busy,Auto Pause - High Avoidable Dasher Wait Time,30
2026-02-01,2026-02-28,27741698,Chop & Dice Salads (415 E Windmill Ln),27741698,UNCATEGORIZED,N/A,268
2026-02-01,2026-02-28,27741749,Wonderland Wraps (415 E Windmill Lane),27741749,UNCATEGORIZED,N/A,347
2026-02-01,2026-02-28,27741754,Carmen's Breakfast Burritos (415 E Windmill Ln),27741754,UNCATEGORIZED,N/A,327
2026-02-01,2026-02-28,27741795,Casa De Quesadilla (415 E Windmill Ln),27741795,UNCATEGORIZED,N/A,318
2026-02-01,2026-02-28,27741795,Casa De Quesadilla (415 E Windmill Ln),27741795,Store Closure,Store Closure - Dasher Reported,55
2026-02-01,2026-02-28,27741910,Little Italy's Calzones (415 E Windmill Lane),27741910,UNCATEGORIZED,N/A,376
2026-02-01,2026-02-28,27741910,Little Italy's Calzones (415 E Windmill Lane),27741910,Store Too Busy,Auto Pause - High Avoidable Dasher Wait Time,30
2026-02-01,2026-02-28,27833963,The Acai Dream (34-02 30th St),27833963,Store Closure,Store Closure - Bad Weather or Power Outage,301
2026-02-01,2026-02-28,28605460,Amanda's Breakfast Lounge (277 Gold Street),28605460,Store Closure,Store Closure - Bad Weather or Power Outage,849
2026-02-01,2026-02-28,28607208,The Pasta Story (43 W Flagler St),28607208,Store Closure,Store Closure - Dasher Reported,195
2026-02-01,2026-02-28,28607943,Breakfast Burrito Joint (128 East 4th Street),28607943,UNCATEGORIZED,N/A,1307
2026-02-01,2026-02-28,28607943,Breakfast Burrito Joint (128 East 4th Street),28607943,Store Closure,Store Closure - Dasher Reported,60
2026-02-01,2026-02-28,31313343,BigLeaf Salads (18300 Vanowen Street Suite 3),31313343,UNCATEGORIZED,N/A,346
2026-02-01,2026-02-28,31313605,Lettuce N Greens (257 Water Street),31313605,Store Closure,Store Closure - Bad Weather or Power Outage,285
2026-02-01,2026-02-28,31313617,Chicken Sandwich Loft (196 1st Ave),31313617,UNCATEGORIZED,N/A,473
2026-02-01,2026-02-28,31313617,Chicken Sandwich Loft (196 1st Ave),31313617,Store Closure,Store Closure - Bad Weather or Power Outage,314
2026-02-01,2026-02-28,31313633,Bosscat Burgers (196 1st Ave),31313633,UNCATEGORIZED,N/A,473
2026-02-01,2026-02-28,31313633,Bosscat Burgers (196 1st Ave),31313633,Store Closure,Store Closure - Bad Weather or Power Outage,314
2026-02-01,2026-02-28,31313647,Stella's Slammin' Burgers (303 East 9th Street),31313647,Store Closure,Store Closure - Bad Weather or Power Outage,255
2026-02-01,2026-02-28,31313749,NextBagel (196 1st Ave),31313749,UNCATEGORIZED,N/A,473
2026-02-01,2026-02-28,31313749,NextBagel (196 1st Ave),31313749,Store Closure,Store Closure - Bad Weather or Power Outage,314
2026-02-01,2026-02-28,31313807,Blake's Dessert Lounge (190 Hillside Rd),31313807,UNCATEGORIZED,N/A,684
2026-02-01,2026-02-28,31313819,Jen's Burger Blaze (18300 Vanowen Street Suite 3),31313819,UNCATEGORIZED,N/A,429
2026-02-01,2026-02-28,31313829,Leon's Legendary Pizza (1595 Seminole Blvd),31313829,UNCATEGORIZED,N/A,686
2026-02-01,2026-02-28,31313887,Sun's Up Breakfast Wraps (257 Water Street),31313887,Store Closure,Store Closure - Bad Weather or Power Outage,285
2026-02-01,2026-02-28,31313941,Green Vibes Salad (303 East 9th Street),31313941,Store Closure,Store Closure - Bad Weather or Power Outage,255
2026-02-01,2026-02-28,31313963,The Fried Chicken Crave (1338 Polk St),31313963,UNCATEGORIZED,N/A,577
2026-02-01,2026-02-28,31313981,Antonio's Quesadilla Shack (4352 E Speedway Blvd),31313981,UNCATEGORIZED,N/A,119
2026-02-01,2026-02-28,31314233,First Light Breakfast Cafe (303 East 9th Street),31314233,Store Closure,Store Closure - Bad Weather or Power Outage,255
2026-02-01,2026-02-28,31314345,The American Vegan Burger (1338 Polk St),31314345,UNCATEGORIZED,N/A,574
2026-02-01,2026-02-28,31314365,The Calzone Empire (18300 Vanowen Street Suite 3),31314365,UNCATEGORIZED,N/A,430
2026-02-01,2026-02-28,31463157,TacoTaste Mexican (1st Avenue),31463157,Store Closure,Store Closure - Bad Weather or Power Outage,480
