Start Date,End Date,Store ID,Store Name,Merchant Supplied ID,Downtime Category - Short,Downtime Category - Description,Minutes Downtime
2026-02-01,2026-02-28,31525301,The Juice Affair (Broadway),31525301,Store Issue,Unhealthy Operations Rate,12948
2026-02-01,2026-02-28,31535783,Scotty's Bagel Express (Chapel St),31535783,Store Closure,Store Closure - Dasher Reported,88
2026-02-01,2026-02-28,31536859,Empire State Panini (Broadway),31536859,Store Closure,Store Closure - Bad Weather or Power Outage,840
2026-02-01,2026-02-28,31547931,Luke's Breakfast Club (Caton Ave),31547931,Store Closure,Store Closure - Bad Weather or Power Outage,840
2026-02-01,2026-02-28,31561737,Luca's Philly Cheesesteak (Metropolitan Ave),31561737,Store Closure,Store Closure - Merchant Reported,1425
2026-02-01,2026-02-28,31561737,Luca's Philly Cheesesteak (Metropolitan Ave),31561737,Store Closure,Store Closure - Bad Weather or Power Outage,840
2026-02-01,2026-02-28,31577141,Addictive Burger Bar (1428 Polk St),31577141,UNCATEGORIZED,N/A,210
2026-02-01,2026-02-28,31577141,Addictive Burger Bar (1428 Polk St),31577141,Store Too Busy,Auto Pause - High Avoidable Dasher Wait Time,30
2026-02-01,2026-02-28,31577147,Chicken Sandwich Loft (128 East 4th Street),31577147,UNCATEGORIZED,N/A,1307
2026-02-01,2026-02-28,31619812,The Smoothie Squeeze (128 East 4th Street),31619812,UNCATEGORIZED,N/A,1307
2026-02-01,2026-02-28,31619812,The Smoothie Squeeze (128 East 4th Street),31619812,Store Closure,Store Closure - Dasher Reported,60
2026-02-01,2026-02-28,31635709,La Puebla Quesadilla (1424 Lexington Ave),31635709,UNCATEGORIZED,N/A,1289
2026-02-01,2026-02-28,31635709,La Puebla Quesadilla (1424 Lexington Ave),31635709,Store Closure,Store Closure - Bad Weather or Power Outage,849
2026-02-01,2026-02-28,31635793,Harry's Sandwich House (1424 Lexington Ave),31635793,UNCATEGORIZED,N/A,1289
2026-02-01,2026-02-28,31635793,Harry's Sandwich House (1424 Lexington Ave),31635793,Store Closure,Store Closure - Bad Weather or Power Outage,849
2026-02-01,2026-02-28,31636141,House of Paninis (1424 Lexington Ave),31636141,UNCATEGORIZED,N/A,1289
2026-02-01,2026-02-28,31636141,House of Paninis (1424 Lexington Ave),31636141,Store Closure,Store Closure - Bad Weather or Power Outage,849
2026-02-01,2026-02-28,31636171,The Dessert Dream (245 E Houston St),31636171,Store Closure,Store Closure - Bad Weather or Power Outage,849
2026-02-01,2026-02-28,31636171,The Dessert Dream (245 E Houston St),31636171,UNCATEGORIZED,N/A,844
2026-02-01,2026-02-28,31636291,The Smooth Eaze (1424 Lexington Ave),31636291,Store Closure,Store Closure - Bad Weather or Power Outage,849
2026-02-01,2026-02-28,31636291,The Smooth Eaze (1424 Lexington Ave),31636291,UNCATEGORIZED,N/A,766
2026-02-01,2026-02-28,31661381,Bagel Dynasty (Fulton St),31661381,Store Closure,Store Closure - Bad Weather or Power Outage,285
2026-02-01,2026-02-28,31661381,Bagel Dynasty (Fulton St),31661381,UNCATEGORIZED,N/A,124
2026-02-01,2026-02-28,31671729,Pedro's Burrito Bar (4352 E Speedway Blvd),31671729,UNCATEGORIZED,N/A,119
2026-02-01,2026-02-28,31671737,The Cali Calzone (2624 Pico Blvd),31671737,Store Too Busy,Auto Pause - High Avoidable Dasher Wait Time,30
2026-02-01,2026-02-28,31671943,Lola's Smoothie Mix (Metropolitan Ave),31671943,Store Closure,Store Closure - Bad Weather or Power Outage,849
2026-02-01,2026-02-28,31671965,K's Slice of Cake (18300 Vanowen Street Suite 3),NULL,UNCATEGORIZED,N/A,419
2026-02-01,2026-02-28,31672166,The Juice Empire (Broadway),31672166,Store Closure,Store Closure - Bad Weather or Power Outage,851
2026-02-01,2026-02-28,31672379,The Fried Chicken Crave (1741 1st Ave),31672379,Store Closure,Store Closure - Bad Weather or Power Outage,491
2026-02-01,2026-02-28,32863688,Salad Kreation (5993 Broadway),32863688,Store Closure,Store Closure - Bad Weather or Power Outage,844
2026-02-01,2026-02-28,32863707,Sizzlin' Omelette Cafe (257 Gold St),32863707,Store Closure,Store Closure - Bad Weather or Power Outage,853
2026-02-01,2026-02-28,32863721,Sizzlin' Omelette Cafe (101 Plaza Center),32863721,UNCATEGORIZED,N/A,321
2026-02-01,2026-02-28,32863729,The Burger Blade (4234 Broadway),32863729,Store Closure,Store Closure - Bad Weather or Power Outage,844
2026-02-01,2026-02-28,32863729,The Burger Blade (4234 Broadway),32863729,UNCATEGORIZED,N/A,16
2026-02-01,2026-02-28,32863731,The Burger Blade (682 Morris Park Avenue),32863731,Store Closure,Store Closure - Bad Weather or Power Outage,345
2026-02-01,2026-02-28,32863731,The Burger Blade (682 Morris Park Avenue),32863731,UNCATEGORIZED,N/A,165
2026-02-01,2026-02-28,32863767,Local Pizza Boy (1116 Polk St),32863767,UNCATEGORIZED,N/A,77
2026-02-01,2026-02-28,32863770,Amore Pasta Ristorante (2909A Queens Plaza North),32863770,Store Closure,Store Closure - Bad Weather or Power Outage,844
2026-02-01,2026-02-28,32863821,Daybreak Breakfast Club (168 Myrtle Ave),32863821,Store Closure,Store Closure - Bad Weather or Power Outage,844
2026-02-01,2026-02-28,32863823,French Omelette Bar (164-01 Hillside Ave),32863823,Store Closure,Store Closure - Bad Weather or Power Outage,844
2026-02-01,2026-02-28,32863837,Fiona's Breakfast Burritos (277 Gold Street),32863837,Store Closure,Store Closure - Bad Weather or Power Outage,844
2026-02-01,2026-02-28,32863839,Fresh N Fruity Smoothies (382 8th Ave),32863839,Store Closure,Store Closure - Bad Weather or Power Outage,844
2026-02-01,2026-02-28,32863841,Gourmet Omelette Bar (2909A Queens Plaza North),32863841,Store Closure,Store Closure - Bad Weather or Power Outage,844
2026-02-01,2026-02-28,32863849,Holly's Burger Bar,32863849,Store Closure,Store Closure - Bad Weather or Power Outage,844
2026-02-01,2026-02-28,32863859,Jacks Cheesesteaks (382 8th Ave),32863859,Store Closure,Store Closure - Bad Weather or Power Outage,844
2026-02-01,2026-02-28,32863867,Mary's Chicken Sandwiches (265 Bedford Ave),32863867,Store Closure,Store Closure - Bad Weather or Power Outage,844
2026-02-01,2026-02-28,32863869,Mary's Chicken Sandwiches (257 Gold St),32863869,Store Closure,Store Closure - Bad Weather or Power Outage,844
2026-02-01,2026-02-28,32863871,Bart's Breakfast Sandwiches (265 Bedford Ave),32863871,Store Closure,Store Closure - Bad Weather or Power Outage,844
2026-02-01,2026-02-28,32863877,Fierce Chicken Sandwich (590 32nd St),32863877,UNCATEGORIZED,N/A,87
2026-02-01,2026-02-28,32882529,The Pasta Brothers (589 1st Avenue),32882529,Store Closure,Store Closure - Bad Weather or Power Outage,844
2026-02-01,2026-02-28,32882529,The Pasta Brothers (589 1st Avenue),32882529,UNCATEGORIZED,N/A,120
2026-02-01,2026-02-28,32918455,Wonderland Wraps  (3661 Broadway),32918455,Store Closure,Store Closure - Bad Weather or Power Outage,853
2026-02-01,2026-02-28,32918457,Wonderland Wraps  (468 9th Ave),32918457,Store Closure,Store Closure - Bad Weather or Power Outage,513
2026-02-01,2026-02-28,32921997,101 Hummus,NULL,Store Issue,Auto Pause - Tablet Detected Offline,209
2026-02-01,2026-02-28,32922801,Bart's Burger Bar (3661 Broadway),32922801,Store Closure,Store Closure - Bad Weather or Power Outage,843
2026-02-01,2026-02-28,32922801,Bart's Burger Bar (3661 Broadway),32922801,Store Closure,Store Closure - Dasher Reported,364
2026-02-01,2026-02-28,32923019,Beeman's Burger Bar (93 Avenue A),32923019,Store Closure,Store Closure - Bad Weather or Power Outage,570
2026-02-01,2026-02-28,32923077,Blake's Bubblin' Mac (3955 Bronxwood Ave),32923077,Store Closure,Store Closure - Bad Weather or Power Outage,169
2026-02-01,2026-02-28,32923083,Blanca's Breakfast Bites (4083 Broadway),32923083,Store Closure,Store Closure - Bad Weather or Power Outage,439
2026-02-01,2026-02-28,32923083,Blanca's Breakfast Bites (4083 Broadway),32923083,UNCATEGORIZED,N/A,57
2026-02-01,2026-02-28,32923293,Breakfast N Vibe (4234 Broadway),32923293,Store Closure,Store Closure - Bad Weather or Power Outage,843
2026-02-01,2026-02-28,32923301,Breakfast Sandwich Express (5993 Broadway),32923301,Store Closure,Store Closure - Bad Weather or Power Outage,843
2026-02-01,2026-02-28,32923453,Carmen's Breakfast Burritos (1201 Randall Avenue),32923453,Store Closure,Store Closure - Bad Weather or Power Outage,375
2026-02-01,2026-02-28,32923607,Doughboys Sandwiches (1268 W 86th St),32923607,UNCATEGORIZED,N/A,268
2026-02-01,2026-02-28,32926571,EZ Cheesesteaks (3846 Mowry Ave),32926571,Store Closure,Store Closure - Dasher Reported,104
2026-02-01,2026-02-28,32927159,Golden Bear Sandwiches (277 Gold Street),32927159,Store Closure,Store Closure - Bad Weather or Power Outage,853
2026-02-01,2026-02-28,32927450,Grandma's Breakfast Sandwiches (330 W Broadway),32927450,Store Closure,Store Closure - Dasher Reported,60
2026-02-01,2026-02-28,32927659,Green Vibes Salad (1116 Polk St),32927659,UNCATEGORIZED,N/A,77
2026-02-01,2026-02-28,32947199,Lola's Smoothie Mix,32947199,Store Closure,Store Closure - Bad Weather or Power Outage,843
2026-02-01,2026-02-28,32973053,Mia's Quesadillas (296 3rd Ave),32973053,Store Closure,Store Closure - Dasher Reported,443
2026-02-01,2026-02-28,32973053,Mia's Quesadillas (296 3rd Ave),32973053,UNCATEGORIZED,N/A,359
2026-02-01,2026-02-28,32974745,Holy Grail Omelettes (1760 3rd Ave),32974745,Store Closure,Store Closure - Bad Weather or Power Outage,853
2026-02-01,2026-02-28,32985745,Princess Panini (937 1st Avenue),32985745,Store Closure,Store Closure - Bad Weather or Power Outage,853
2026-02-01,2026-02-28,32986919,Queen's Quesadillas (330 W Broadway),32986919,Store Closure,Store Closure - Dasher Reported,195
2026-02-01,2026-02-28,32988371,Sicily's Calzone House (1338 Polk St),32988371,UNCATEGORIZED,N/A,566
2026-02-01,2026-02-28,32988371,Sicily's Calzone House (1338 Polk St),32988371,Store Too Busy,Auto Pause - High Avoidable Dasher Wait Time,60
2026-02-01,2026-02-28,32988873,Stan's Burger Bar (168 Myrtle Ave),32988873,Store Closure,Store Closure - Bad Weather or Power Outage,843
2026-02-01,2026-02-28,32989131,Stella's Slammin' Burgers,32989131,Store Closure,Store Closure - Bad Weather or Power Outage,843
2026-02-01,2026-02-28,33015551,Sunshine Sushi Bar (400 W Indian School Rd),33015551,UNCATEGORIZED,N/A,108
2026-02-01,2026-02-28,33016661,The Cali Calzone (1116 Polk St),33016661,UNCATEGORIZED,N/A,77
2026-02-01,2026-02-28,33017063,The Indian Spice Kitchen (100 N Almaden Ave ste 176),33017063,UNCATEGORIZED,N/A,287
2026-02-01,2026-02-28,33017373,The Pasta Story (2138 W National Ave),33017373,UNCATEGORIZED,N/A,375
2026-02-01,2026-02-28,33017475,The Sandwich Vibe (257 Gold St),33017475,Store Closure,Store Closure - Bad Weather or Power Outage,843
2026-02-01,2026-02-28,33415769,Amanda's Breakfast Lounge (44 E 8th St),33415769,Store Closure,Store Closure - Bad Weather or Power Outage,849
2026-02-01,2026-02-28,33415771,Amanda's Breakfast Lounge (3661 Broadway),33415771,Store Closure,Store Closure - Bad Weather or Power Outage,849
2026-02-01,2026-02-28,33436433,Pardon My Panini (93 Avenue A),33436433,Store Closure,Store Closure - Bad Weather or Power Outage,849
2026-02-01,2026-02-28,33506133,Pardon My Panini,33506133,Store Closure,Store Closure - Bad Weather or Power Outage,285
2026-02-01,2026-02-28,33558841,Fried Chicken Savage (1428 Polk St),33558841,UNCATEGORIZED,N/A,210
2026-02-01,2026-02-28,33558959,Gina's Greens N' Things (327 Union St),33558959,UNCATEGORIZED,N/A,1775
2026-02-01,2026-02-28,33558983,Good Planet Vegan Burgers (1428 Polk St),33558983,UNCATEGORIZED,N/A,210
2026-02-01,2026-02-28,33558983,Good Planet Vegan Burgers (1428 Polk St),33558983,Store Too Busy,Auto Pause - High Avoidable Dasher Wait Time,120
2026-02-01,2026-02-28,33885415,Chanel's Coffee House (2051 Frederick Douglass Blvd),33885415,Store Closure,Store Closure - Bad Weather or Power Outage,847
2026-02-01,2026-02-28,33885459,Big Ease Smoothies (2051 Frederick Douglass Blvd),33885459,Store Closure,Store Closure - Bad Weather or Power Outage,847
2026-02-01,2026-02-28,33885459,Big Ease Smoothies (2051 Frederick Douglass Blvd),33885459,Store Too Busy,Auto Pause - High Avoidable Dasher Wait Time,60
2026-02-01,2026-02-28,33886123,Prima Panini Bar (2755 Broadway),33886123,Store Closure,Store Closure - Bad Weather or Power Outage,853
2026-02-01,2026-02-28,33886191,Mexiq Tacos,33886191,UNCATEGORIZED,N/A,268
2026-02-01,2026-02-28,33886617,Amanda's Breakfast Lounge (433 W 34th st),33886617,Store Closure,Store Closure - Bad Weather or Power Outage,847
2026-02-01,2026-02-28,33886671,Casa Pasta Ristorante (9061 Van Nuys Blvd),33886671,Store Closure,Store Closure - Dasher Reported,52
2026-02-01,2026-02-28,33886771,Sarah's Salad Bar (589 1st Avenue),33886771,Store Closure,Store Closure - Bad Weather or Power Outage,847
2026-02-01,2026-02-28,33886771,Sarah's Salad Bar (589 1st Avenue),33886771,UNCATEGORIZED,N/A,120
2026-02-01,2026-02-28,33886909,Fiona's Breakfast Burritos (433 W 34th st),33886909,Store Closure,Store Closure - Bad Weather or Power Outage,853
2026-02-01,2026-02-28,33894883,The Indian Spice Palace,33894883,UNCATEGORIZED,N/A,287
2026-02-01,2026-02-28,33895033,Smoken Hot Wings Bar (1634 W High St),33895033,UNCATEGORIZED,N/A,32
2026-02-01,2026-02-28,33895231,Luke's Breakfast Club (7825 EASTERN AVE),33895231,Store Closure,Store Closure - Merchant Reported,2011
2026-02-01,2026-02-28,33895231,Luke's Breakfast Club (7825 EASTERN AVE),33895231,UNCATEGORIZED,N/A,173
2026-02-01,2026-02-28,33895329,The Cheeseburger Paradise (468 9th Ave),33895329,Store Closure,Store Closure - Bad Weather or Power Outage,517
2026-02-01,2026-02-28,33895415,Bill's Sandwich Shack (128 East 4th Street),33895415,UNCATEGORIZED,N/A,1277
2026-02-01,2026-02-28,33895557,The Burrito Bae (916 Hempstead Turnpike),33895557,UNCATEGORIZED,N/A,135
2026-02-01,2026-02-28,33895651,Sheila's Satisfying Salads (916 Hempstead Turnpike),33895651,UNCATEGORIZED,N/A,240
2026-02-01,2026-02-28,33895755,Dad's Flamin' Quesadillas (916 Hempstead Turnpike),33895755,UNCATEGORIZED,N/A,135
2026-02-01,2026-02-28,33895844,Ariana's Vegan Spot (488 Metropolitan Ave),33895844,Store Closure,Store Closure - Merchant Reported,1424
2026-02-01,2026-02-28,33895844,Ariana's Vegan Spot (488 Metropolitan Ave),33895844,Store Closure,Store Closure - Dasher Reported,1068
2026-02-01,2026-02-28,33895844,Ariana's Vegan Spot (488 Metropolitan Ave),33895844,Store Closure,Store Closure - Bad Weather or Power Outage,847
2026-02-01,2026-02-28,33896087,Smokin' Burger Grille (2126 Caton Ave),33896087,Store Closure,Store Closure - Bad Weather or Power Outage,847
2026-02-01,2026-02-28,33896877,La Puebla Quesadilla,33896877,Store Closure,Store Closure - Bad Weather or Power Outage,345
2026-02-01,2026-02-28,33898595,Mighty Grilled Cheese,33898595,Store Closure,Store Closure - Bad Weather or Power Outage,345
2026-02-01,2026-02-28,33898631,Mason's Burger Bar,33898631,Store Closure,Store Closure - Bad Weather or Power Outage,345
2026-02-01,2026-02-28,33898959,The Calzone Empire (4663 Trousdale Dr),33898959,Store Closure,Store Closure - Dasher Reported,284
2026-02-01,2026-02-28,33899303,Original Burger Bar (135 E 125th St),33899303,UNCATEGORIZED,N/A,1079
2026-02-01,2026-02-28,33899303,Original Burger Bar (135 E 125th St),33899303,Store Closure,Store Closure - Bad Weather or Power Outage,345
2026-02-01,2026-02-28,33899303,Original Burger Bar (135 E 125th St),33899303,Store Closure,Store Closure - Dasher Reported,57
2026-02-01,2026-02-28,33899381,The Juice Empire,33899381,Store Closure,Store Closure - Dasher Reported,1267
2026-02-01,2026-02-28,33899437,Croissant Cravings,33899437,UNCATEGORIZED,N/A,109
2026-02-01,2026-02-28,33899529,Italian Pasta Lounge,33899529,Store Issue,Auto Pause - High Avoidable and/or POS Cancellation Rate,60
2026-02-01,2026-02-28,33948073,Exquisite Bowls,33948073,UNCATEGORIZED,N/A,866
2026-02-01,2026-02-28,33948073,Exquisite Bowls,33948073,Store Closure,Store Closure - Bad Weather or Power Outage,846
2026-02-01,2026-02-28,33948075,Exquisite Bowls (1824 2nd Ave),33948075,Store Closure,Store Closure - Bad Weather or Power Outage,846
2026-02-01,2026-02-28,33948075,Exquisite Bowls (1824 2nd Ave),33948075,Store Too Busy,Auto Pause - High Avoidable Dasher Wait Time,60
2026-02-01,2026-02-28,33948227,Frankie's Burger Bar (1824 2nd Ave),33948227,Store Closure,Store Closure - Bad Weather or Power Outage,846
2026-02-01,2026-02-28,33948287,Fry Bird Sandwiches (16224 Tuskegee Airmen Way),33948287,Store Closure,Store Closure - Bad Weather or Power Outage,456
2026-02-01,2026-02-28,33948287,Fry Bird Sandwiches (16224 Tuskegee Airmen Way),33948287,Store Closure,Store Closure - Dasher Reported,36
2026-02-01,2026-02-28,33948289,Fry Bird Sandwiches,33948289,UNCATEGORIZED,N/A,2375
2026-02-01,2026-02-28,33948289,Fry Bird Sandwiches,33948289,Store Closure,Store Closure - Bad Weather or Power Outage,345
2026-02-01,2026-02-28,33948345,Greens Salad God (6611 S 101st E Ave),33948345,UNCATEGORIZED,N/A,694
2026-02-01,2026-02-28,33948529,Jay's breakfast bar,33948529,Store Closure,Store Closure - Bad Weather or Power Outage,345
2026-02-01,2026-02-28,33948533,Jay's Breakfast Bar,33948533,Store Closure,Store Closure - Bad Weather or Power Outage,456
2026-02-01,2026-02-28,33948835,Local's Breakfast Snob,33948835,Store Closure,Store Closure - Bad Weather or Power Outage,846
2026-02-01,2026-02-28,33948861,Luigi's Pasta Ristorante,33948861,UNCATEGORIZED,N/A,1413
2026-02-01,2026-02-28,33948863,Luigi's Pasta Ristorante,33948863,Store Closure,Store Closure - Bad Weather or Power Outage,345
2026-02-01,2026-02-28,33948929,Marty's Wraps Shack,33948929,Store Closure,Store Closure - Bad Weather or Power Outage,846
2026-02-01,2026-02-28,33948931,Marty's Wraps Shack,33948931,Store Closure,Store Closure - Bad Weather or Power Outage,456
2026-02-01,2026-02-28,33949027,Original Burger Bar (16224 Tuskegee Airmen Way),33949027,Store Closure,Store Closure - Bad Weather or Power Outage,463
2026-02-01,2026-02-28,33949029,Original Burger Bar,33949029,Store Closure,Store Closure - Bad Weather or Power Outage,846
2026-02-01,2026-02-28,33949031,Original Burger Bar (2909A Queens Plaza North),33949031,Store Closure,Store Closure - Bad Weather or Power Outage,846
2026-02-01,2026-02-28,33950127,Sicily's Calzone House,33950127,UNCATEGORIZED,N/A,1528
2026-02-01,2026-02-28,33950129,Sicily's Calzone House,33950129,Store Too Busy,Auto Pause - High Avoidable Dasher Wait Time,58
2026-02-01,2026-02-28,33950215,The Burger Blade (590 32nd St),33950215,UNCATEGORIZED,N/A,23
2026-02-01,2026-02-28,33950219,The Burger Blade,33950219,Store Closure,Store Closure - Bad Weather or Power Outage,345
2026-02-01,2026-02-28,33950295,The Calzone Empire,33950295,UNCATEGORIZED,N/A,96
2026-02-01,2026-02-28,33950295,The Calzone Empire,33950295,Store Too Busy,Auto Pause - High Avoidable Dasher Wait Time,30
2026-02-01,2026-02-28,33950297,The Calzone Empire,33950297,Store Closure,Store Closure - Bad Weather or Power Outage,45
2026-02-01,2026-02-28,33950479,The Mexican Cocina,33950479,Store Closure,Store Closure - Bad Weather or Power Outage,345
2026-02-01,2026-02-28,33950507,The Sandwich Cafe,33950507,UNCATEGORIZED,N/A,10534
2026-02-01,2026-02-28,33950568,The Village Breakfast,33950568,UNCATEGORIZED,N/A,220
2026-02-01,2026-02-28,33950667,Jr's Philly Cheesesteaks,33950667,Store Closure,Store Closure - Bad Weather or Power Outage,345
2026-02-01,2026-02-28,33950667,Jr's Philly Cheesesteaks,33950667,Store Too Busy,Auto Pause - High Avoidable Dasher Wait Time,30
2026-02-01,2026-02-28,33950931,Salad Dream,33950931,Store Closure,Store Closure - Bad Weather or Power Outage,345
2026-02-01,2026-02-28,33951311,Antonio's Quesadilla Shack,33951311,UNCATEGORIZED,N/A,179
2026-02-01,2026-02-28,33951481,Jacks Cheesesteaks,33951481,UNCATEGORIZED,N/A,220
2026-02-01,2026-02-28,33951523,The Dessert Shack,33951523,UNCATEGORIZED,N/A,179
2026-02-01,2026-02-28,33951729,Toretto's Breakfast Cafe,33951729,Store Closure,Store Closure - Dasher Reported,1497
2026-02-01,2026-02-28,33963677,Wraps On Tap (4410 Bergen Tpke),33963677,Store Closure,Store Closure - Dasher Reported,537
2026-02-01,2026-02-28,33963911,Classic Cheeseburger Bar (560 E 149th St),33963911,Store Closure,Store Closure - Bad Weather or Power Outage,45
2026-02-01,2026-02-28,33964025,Headlines Mexican Spot,33964025,Store Closure,Store Closure - Bad Weather or Power Outage,45
2026-02-01,2026-02-28,33964039,Steph's Salad Shop,33964039,UNCATEGORIZED,N/A,96
2026-02-01,2026-02-28,33964063,NY Smoothie Joint,33964063,Store Closure,Store Closure - Bad Weather or Power Outage,853
2026-02-01,2026-02-28,33967403,Philly Cheesesteak Company,33967403,Store Too Busy,Auto Pause - High Avoidable Dasher Wait Time,29
2026-02-01,2026-02-28,33967403,Philly Cheesesteak Company,33967403,Store Closure,Store Closure - Dasher Reported,13
2026-02-01,2026-02-28,33970427,The Montage Vegetarian (253 E 172nd St),33970427,UNCATEGORIZED,N/A,10539
2026-02-01,2026-02-28,33970947,Scotty's Bagel Express,33970947,Store Closure,Store Closure - Bad Weather or Power Outage,853
2026-02-01,2026-02-28,33971791,The Bagel Savage,33971791,Store Closure,Store Closure - Bad Weather or Power Outage,845
2026-02-01,2026-02-28,33971851,Luca's Philly Cheesesteak,33971851,Store Closure,Store Closure - Bad Weather or Power Outage,853
2026-02-01,2026-02-28,33972041,Bart's Breakfast Sandwiches,33972041,UNCATEGORIZED,N/A,2265
2026-02-01,2026-02-28,33972041,Bart's Breakfast Sandwiches,33972041,Store Closure,Store Closure - Bad Weather or Power Outage,345
2026-02-01,2026-02-28,33972175,Chelsea's Breakfast Bar,33972175,UNCATEGORIZED,N/A,359
2026-02-01,2026-02-28,33972435,Fallon's Fried Chicken,33972435,UNCATEGORIZED,N/A,359
2026-02-01,2026-02-28,33973079,Glorious Panini Snob,33973079,UNCATEGORIZED,N/A,359
2026-02-01,2026-02-28,33973693,Doughboys Sandwiches (105 Avenue A),33973693,Store Closure,Store Closure - Bad Weather or Power Outage,456
2026-02-01,2026-02-28,33973783,Grandma's Breakfast Sandwiches (105 Avenue A),33973783,Store Closure,Store Closure - Bad Weather or Power Outage,464
2026-02-01,2026-02-28,33974255,Mary's Chicken Sandwiches (1824 2nd Ave),33974255,Store Closure,Store Closure - Bad Weather or Power Outage,845
2026-02-01,2026-02-28,33974255,Mary's Chicken Sandwiches (1824 2nd Ave),33974255,Store Too Busy,Auto Pause - High Avoidable Dasher Wait Time,60
2026-02-01,2026-02-28,33974415,Philly Cheesesteak Snob,33974415,Store Closure,Store Closure - Bad Weather or Power Outage,845
2026-02-01,2026-02-28,33974552,The Breakfast Dream (1824 2nd Ave),33974552,Store Closure,Store Closure - Bad Weather or Power Outage,845
2026-02-01,2026-02-28,33975103,High Life Breakfast Sandwiches,33975103,Store Closure,Store Closure - Bad Weather or Power Outage,285
2026-02-01,2026-02-28,33975155,Notch My Sandwich (31-00 47th Ave),33975155,Store Closure,Store Closure - Bad Weather or Power Outage,255
2026-02-01,2026-02-28,34248810,Celebrity Vegan Burger,34248810,Store Closure,Store Closure - Bad Weather or Power Outage,77
2026-02-01,2026-02-28,34248823,Celebrity Vegan Burger,34248823,Store Closure,Store Closure - Bad Weather or Power Outage,856
2026-02-01,2026-02-28,34248825,Celebrity Vegan Burger (1726 2nd Ave),34248825,Store Closure,Store Closure - Bad Weather or Power Outage,33
2026-02-01,2026-02-28,34249039,Christina's Vegan Cafe (1726 2nd Ave),34249039,UNCATEGORIZED,N/A,165
2026-02-01,2026-02-28,34249041,Christina's Vegan Cafe (1201 Castle Hill Ave),34249041,Store Closure,Store Closure - Early Closure,12063
2026-02-01,2026-02-28,34249041,Christina's Vegan Cafe (1201 Castle Hill Ave),34249041,Store Closure,Store Closure - Dasher Reported,1025
2026-02-01,2026-02-28,34249077,"Mary's Chicken Sandwiches (116 Thomas S Boyland St, Brooklyn, NY 11233)",34249077,Store Closure,Store Closure - Bad Weather or Power Outage,496
2026-02-01,2026-02-28,34249079,Mary's Chicken Sandwiches,34249079,UNCATEGORIZED,N/A,376
2026-02-01,2026-02-28,34249133,Sicily's Calzone House,34249133,UNCATEGORIZED,N/A,250
2026-02-01,2026-02-28,34249135,Sicily's Calzone House,34249135,UNCATEGORIZED,N/A,256
2026-02-01,2026-02-28,34250013,"Big E's Wraps (116 Thomas S Boyland St, Brooklyn, NY 11233)",34250013,Store Closure,Store Closure - Bad Weather or Power Outage,466
2026-02-01,2026-02-28,34250381,Luke's Breakfast Club,34250381,Store Closure,Store Closure - Bad Weather or Power Outage,496
2026-02-01,2026-02-28,34250513,Luigi's Pasta Ristorante,34250513,UNCATEGORIZED,N/A,362
2026-02-01,2026-02-28,34250513,Luigi's Pasta Ristorante,34250513,Store Too Busy,Auto Pause - High Avoidable Dasher Wait Time,60
2026-02-01,2026-02-28,34250523,Perry's Pizza Parlour,34250523,UNCATEGORIZED,N/A,376
2026-02-01,2026-02-28,34250543,The Mexican Cocina,34250543,UNCATEGORIZED,N/A,377
2026-02-01,2026-02-28,34250615,NY Smoothie Joint,34250615,Store Closure,Store Closure - Bad Weather or Power Outage,345
2026-02-01,2026-02-28,34250643,Italian Pasta Joint,34250643,UNCATEGORIZED,N/A,256
2026-02-01,2026-02-28,34250671,Suzanne's Sub Sandwiches,34250671,UNCATEGORIZED,N/A,256
2026-02-01,2026-02-28,34250899,The Pizza Obsession,34250899,UNCATEGORIZED,N/A,256
2026-02-01,2026-02-28,34250943,Addictive Fried Chicken,34250943,UNCATEGORIZED,N/A,250
2026-02-01,2026-02-28,34251093,Arifs Mediterranean Grill,34251093,UNCATEGORIZED,N/A,260
2026-02-01,2026-02-28,34251159,Haley's Heavenly Burgers,34251159,UNCATEGORIZED,N/A,250
2026-02-01,2026-02-28,34338815,Chop & Dice Salads (3349 Mission St),34338815,UNCATEGORIZED,N/A,63
2026-02-01,2026-02-28,34338911,Chop & Dice Salads,34338911,Store Closure,Store Closure - Bad Weather or Power Outage,553
2026-02-01,2026-02-28,34339851,Olivia's Omelettes,34339851,Store Closure,Store Closure - Bad Weather or Power Outage,255
2026-02-01,2026-02-28,34339953,Public Burger Bar,34339953,Store Closure,Store Closure - Dasher Reported,70
2026-02-01,2026-02-28,34340045,Round Tower Sandwiches,34340045,Store Closure,Store Closure - Bad Weather or Power Outage,853
2026-02-01,2026-02-28,34340098,The Burger Joint (1152 Ogden Ave #4304),34340098,Store Closure,Store Closure - Bad Weather or Power Outage,421
2026-02-01,2026-02-28,34340106,The Burger Joint,34340106,UNCATEGORIZED,N/A,269
2026-02-01,2026-02-28,34340355,The Salad Snob,34340355,UNCATEGORIZED,N/A,268
2026-02-01,2026-02-28,34340507,Wonka's Smoothie Bar,34340507,Store Closure,Store Closure - Bad Weather or Power Outage,541
2026-02-01,2026-02-28,34341025,Wraps On Tap,34341025,Store Closure,Store Closure - Dasher Reported,787
2026-02-01,2026-02-28,34341025,Wraps On Tap,34341025,Store Issue,Auto Pause - Tablet Detected Offline,207
