Start Date,End Date,Store Name,Store ID,Business ID,Merchant Supplied ID,Total Orders Including Cancelled Orders,Total Delivered or Picked Up Orders,Total Missing or Incorrect Orders,Missing/Incorrect %,Total Error Charges,Total Cancelled Orders,Total Cancellation Rate %,Total Avoidable Cancellations,Avoidable Cancellation Rate %,Point of Sale Error Rate %,Average Avoidable Dasher Wait,Average Dasher Wait,Average Delivery Time (ASAP),Uptime %,Downtime %,Total Downtime in Minutes,Average Rating,Total Number of Ratings Received in Period of Time,Total 1 Star Ratings,Total 5 Star Ratings,Number of Dislikes,Number of Loved,Percentage of Loved,Currency,Average ASAP Minutes
2026-02-01,2026-02-28,Lucy's Pancake Bar (353 W 125th St),1591151,369911,NULL,0,0,0,0.00,0.00,0,0.00,0,0.00,0.00,0.00,0.00,0.00,0.0,100.0,0,NULL,0,NULL,NULL,0,0,0.00,NULL,0.00
2026-02-01,2026-02-28,Lucy's Pancake Bar (5993 Broadway),24556140,369911,24556140,9,9,1,11.11,0.00,0,0.00,0,0.00,0.00,1.34,6.34,49.56,97.9,2.1,846,NULL,1,NULL,NULL,1,0,0.00,USD,49.68
2026-02-01,2026-02-28,Luigi's Pasta Ristorante,32863674,349193,32863674,10,9,1,11.11,4.78,1,10.00,0,0.00,0.00,2.77,4.77,37.00,100.0,0.0,0,NULL,2,NULL,NULL,1,0,0.00,USD,36.71
2026-02-01,2026-02-28,Luigi's Pasta Ristorante,34250513,349193,34250513,27,25,4,16.00,34.10,2,7.41,1,3.70,0.00,7.04,10.95,54.60,98.55,1.45,422,NULL,2,NULL,NULL,2,0,0.00,USD,49.22
2026-02-01,2026-02-28,Luigi's Pasta Ristorante,33948863,349193,33948863,5,4,0,0.00,0.00,1,20.00,0,0.00,0.00,0.98,2.33,48.00,98.29,1.71,345,NULL,0,NULL,NULL,0,0,0.00,USD,35.49
2026-02-01,2026-02-28,Luigi's Pasta Ristorante,33948861,349193,33948861,9,7,0,0.00,0.00,2,22.22,1,11.11,0.00,19.18,15.67,90.71,93.99,6.01,1413,NULL,0,NULL,NULL,0,0,0.00,USD,85.20
2026-02-01,2026-02-28,Luke's Breakfast Club,34250381,348863,34250381,5,5,0,0.00,0.00,0,0.00,0,0.00,0.00,3.25,4.92,64.60,98.36,1.64,496,NULL,2,NULL,NULL,1,0,0.00,USD,64.33
2026-02-01,2026-02-28,Luke's Breakfast Club,37412641,348863,37412641,8,7,0,0.00,0.00,1,12.50,1,12.50,0.00,3.39,7.61,38.86,98.33,1.67,248,NULL,1,NULL,NULL,0,1,100.00,USD,42.12
2026-02-01,2026-02-28,Luke's Breakfast Club (766 Grand St),38213641,348863,38213641,0,0,0,0.00,0.00,0,0.00,0,0.00,0.00,0.00,0.00,0.00,98.59,1.41,285,NULL,0,NULL,NULL,0,0,0.00,NULL,0.00
2026-02-01,2026-02-28,Luke's Breakfast Club (7701 Garrison Road),24227611,348863,24227611,42,42,1,2.38,2.73,0,0.00,0,0.00,0.00,0.14,2.27,41.43,100.0,0.0,0,NULL,5,NULL,NULL,1,3,60.00,USD,41.92
2026-02-01,2026-02-28,Luke's Breakfast Club (7825 EASTERN AVE),33895231,348863,33895231,1,0,0,0.00,0.00,1,100.00,1,100.00,0.00,0.00,0.00,0.00,91.25,8.75,2184,NULL,0,NULL,NULL,0,0,0.00,USD,0.00
2026-02-01,2026-02-28,Luke's Breakfast Club (Caton Ave),31547931,348863,31547931,7,6,0,0.00,0.00,1,14.29,1,14.29,0.00,0.56,2.39,122.50,96.35,3.65,840,NULL,1,NULL,NULL,0,0,0.00,USD,46.35
2026-02-01,2026-02-28,Luke's Breakfast Wraps (769 9th Ave #1),24556171,859176,24556171,7,7,1,14.29,6.38,0,0.00,0,0.00,0.00,6.52,8.55,76.86,97.9,2.1,846,NULL,0,NULL,NULL,0,0,0.00,USD,64.69
2026-02-01,2026-02-28,Luke's Breakfast Wraps (93 Avenue A),37532867,859176,37532867,1,1,0,0.00,0.00,0,0.00,0,0.00,0.00,0.00,9.87,24.00,97.9,2.1,848,NULL,0,NULL,NULL,0,0,0.00,USD,24.30
2026-02-01,2026-02-28,Luna's Loaded Fries (226 1/2 Newark Ave),24899869,11225492,24899869,0,0,0,0.00,0.00,0,0.00,0,0.00,0.00,0.00,0.00,0.00,0.0,100.0,0,NULL,0,NULL,NULL,0,0,0.00,NULL,0.00
2026-02-01,2026-02-28,Luna's Loaded Fries (4352 E Speedway Blvd),27682605,11225492,27682605,27,26,0,0.00,0.00,1,3.70,0,0.00,0.00,0.09,2.26,44.50,99.69,0.31,119,NULL,1,NULL,NULL,0,1,100.00,USD,41.68
2026-02-01,2026-02-28,Mac's Cheese Factory,34347679,11225494,34347679,6,6,0,0.00,0.00,0,0.00,0,0.00,0.00,3.84,5.30,53.67,99.92,0.08,15,NULL,0,NULL,NULL,0,0,0.00,USD,53.72
2026-02-01,2026-02-28,Mama's Buffalo Wings,1580759,648298,NULL,10,10,0,0.00,0.00,0,0.00,0,0.00,0.00,1.79,7.29,70.00,97.9,2.1,847,NULL,2,NULL,NULL,0,1,50.00,USD,58.36
2026-02-01,2026-02-28,Mama's Buffalo Wings (E 8th St),23367545,648298,23367545,16,16,0,0.00,0.00,0,0.00,0,0.00,0.00,0.74,2.17,58.19,97.89,2.11,850,NULL,3,NULL,NULL,0,0,0.00,USD,58.23
2026-02-01,2026-02-28,Manhattan Salad Bar (265 Bedford Ave),1834903,282204,NULL,2,2,0,0.00,0.00,0,0.00,0,0.00,0.00,4.35,7.35,33.50,97.91,2.09,841,NULL,0,NULL,NULL,0,0,0.00,USD,33.15
2026-02-01,2026-02-28,Maria's Burrito Bar,33951815,14225241,33951815,6,6,0,0.00,0.00,0,0.00,0,0.00,0.00,0.03,4.61,39.17,100.0,0.0,0,NULL,1,NULL,NULL,0,0,0.00,USD,39.03
2026-02-01,2026-02-28,Maria's Italian Meatballs (1st Ave),834794,370904,NULL,0,0,0,0.00,0.00,0,0.00,0,0.00,0.00,0.00,0.00,0.00,97.89,2.11,852,NULL,0,NULL,NULL,0,0,0.00,NULL,0.00
2026-02-01,2026-02-28,Mario's Italian Ristorante,1743858,430423,NULL,7,6,0,0.00,0.00,1,14.29,0,0.00,14.29,0.04,2.43,30.50,99.13,0.87,147,NULL,0,NULL,NULL,0,0,0.00,USD,30.66
2026-02-01,2026-02-28,Martha's Breakfast Sandwiches (Lee Hwy),23268680,841684,23268680,17,17,3,17.65,21.95,0,0.00,0,0.00,0.00,0.94,3.79,60.65,100.0,0.0,0,NULL,1,NULL,NULL,0,0,0.00,USD,50.64
2026-02-01,2026-02-28,Martha's Fried Chicken (493 Old Hickory Blvd),33886083,692210,33886083,9,9,0,0.00,0.00,0,0.00,0,0.00,0.00,0.27,4.73,39.78,100.0,0.0,0,NULL,0,NULL,NULL,0,0,0.00,USD,39.82
2026-02-01,2026-02-28,Martha's Mariscos Bar (Washington Blvd),2423511,921987,NULL,0,0,0,0.00,0.00,0,0.00,0,0.00,0.00,0.00,0.00,0.00,100.0,0.0,0,NULL,0,NULL,NULL,0,0,0.00,NULL,0.00
2026-02-01,2026-02-28,Martha's Pancake Bar,35639462,14711407,35639462,2,2,0,0.00,0.00,0,0.00,0,0.00,0.00,0.00,1.20,40.50,99.61,0.39,93,NULL,0,NULL,NULL,0,0,0.00,USD,40.35
2026-02-01,2026-02-28,Marty's Wraps Shack,33948931,994328,33948931,8,7,0,0.00,0.00,1,12.50,1,12.50,0.00,3.45,4.60,59.29,98.45,1.55,456,NULL,1,NULL,NULL,1,0,0.00,USD,59.41
2026-02-01,2026-02-28,Marty's Wraps Shack,33948929,994328,33948929,0,0,0,0.00,0.00,0,0.00,0,0.00,0.00,0.00,0.00,0.00,97.9,2.1,846,NULL,0,NULL,NULL,0,0,0.00,NULL,0.00
2026-02-01,2026-02-28,Marty's Wraps Shack,37413054,994328,37413054,1,1,0,0.00,0.00,0,0.00,0,0.00,0.00,0.00,0.00,41.00,100.0,0.0,0,NULL,0,NULL,NULL,0,0,0.00,USD,40.83
2026-02-01,2026-02-28,Marty's Wraps Shack,39162345,994328,39162345,12,2,0,0.00,0.00,10,83.33,10,83.33,0.00,0.00,2.59,90.50,89.88,10.12,1931,NULL,0,NULL,NULL,0,0,0.00,USD,42.52
2026-02-01,2026-02-28,Marty's Wraps Shack (4315 Bryan Street),35450375,994328,35450375,0,0,0,0.00,0.00,0,0.00,0,0.00,0.00,0.00,0.00,0.00,0.0,100.0,0,NULL,0,NULL,NULL,0,0,0.00,NULL,0.00
2026-02-01,2026-02-28,Marty's Wraps Shack (433 W 34th st),23549667,994328,23549667,4,3,0,0.00,0.00,1,25.00,1,25.00,0.00,0.00,1.55,19.50,97.91,2.09,844,NULL,0,NULL,NULL,0,0,0.00,USD,19.14
2026-02-01,2026-02-28,Marty's Wraps Shack (459 Main St),23549737,994328,23549737,5,5,0,0.00,0.00,0,0.00,0,0.00,0.00,0.16,2.66,42.80,100.0,0.0,0,NULL,0,NULL,NULL,0,0,0.00,USD,42.54
2026-02-01,2026-02-28,Marty's Wraps Shack (5993 Broadway),24556142,994328,24556142,10,10,0,0.00,0.00,0,0.00,0,0.00,0.00,1.02,4.92,61.10,97.88,2.12,854,NULL,0,NULL,NULL,0,0,0.00,USD,61.11
2026-02-01,2026-02-28,Mary's Bagel Bar,978430,434407,NULL,2,2,0,0.00,0.00,0,0.00,0,0.00,0.00,2.45,9.68,32.00,99.07,0.93,345,NULL,0,NULL,NULL,0,0,0.00,USD,31.65
2026-02-01,2026-02-28,Mary's Breakfast Burritos (6 W Court St),1478821,643448,NULL,3,3,0,0.00,0.00,0,0.00,0,0.00,0.00,0.00,1.41,33.33,100.0,0.0,0,NULL,0,NULL,NULL,0,0,0.00,USD,33.55
2026-02-01,2026-02-28,"Mary's Breakfast Burritos (New York, NY)",1355159,643448,NULL,2,2,0,0.00,0.00,0,0.00,0,0.00,0.00,0.37,3.72,53.00,99.07,0.93,345,NULL,0,NULL,NULL,0,0,0.00,USD,52.79
2026-02-01,2026-02-28,Mary's Chicken Sandwiches,39042633,736745,39042633,0,0,0,0.00,0.00,0,0.00,0,0.00,0.00,0.00,0.00,0.00,100.0,0.0,0,NULL,0,NULL,NULL,0,0,0.00,NULL,0.00
2026-02-01,2026-02-28,Mary's Chicken Sandwiches,40824475,736745,40824475,0,0,0,0.00,0.00,0,0.00,0,0.00,0.00,0.00,0.00,0.00,100.0,0.0,0,NULL,0,NULL,NULL,0,0,0.00,NULL,0.00
2026-02-01,2026-02-28,Mary's Chicken Sandwiches,34348661,736745,34348661,0,0,0,0.00,0.00,0,0.00,0,0.00,0.00,0.00,0.00,0.00,96.43,3.57,660,NULL,0,NULL,NULL,0,0,0.00,NULL,0.00
2026-02-01,2026-02-28,Mary's Chicken Sandwiches,34249079,736745,34249079,0,0,0,0.00,0.00,0,0.00,0,0.00,0.00,0.00,0.00,0.00,98.72,1.28,376,NULL,0,NULL,NULL,0,0,0.00,NULL,0.00
2026-02-01,2026-02-28,Mary's Chicken Sandwiches,41262197,736745,41262197,0,0,0,0.00,0.00,0,0.00,0,0.00,0.00,0.00,0.00,0.00,0.0,100.0,0,NULL,0,NULL,NULL,0,0,0.00,NULL,0.00
2026-02-01,2026-02-28,Mary's Chicken Sandwiches,36033683,736745,36033683,0,0,0,0.00,0.00,0,0.00,0,0.00,0.00,0.00,0.00,0.00,92.9,7.1,694,NULL,0,NULL,NULL,0,0,0.00,NULL,0.00
2026-02-01,2026-02-28,"Mary's Chicken Sandwiches (116 Thomas S Boyland St, Brooklyn, NY 11233)",34249077,736745,34249077,2,2,0,0.00,0.00,0,0.00,0,0.00,0.00,0.00,7.04,52.00,98.36,1.64,496,NULL,0,NULL,NULL,0,0,0.00,USD,51.77
2026-02-01,2026-02-28,Mary's Chicken Sandwiches (1824 2nd Ave),33974255,736745,33974255,4,4,1,25.00,6.02,0,0.00,0,0.00,0.00,11.50,12.83,49.00,97.75,2.25,905,NULL,0,NULL,NULL,0,0,0.00,USD,49.28
2026-02-01,2026-02-28,Mary's Chicken Sandwiches (257 Gold St),32863869,736745,32863869,12,12,0,0.00,0.00,0,0.00,0,0.00,0.00,2.20,3.32,32.25,97.91,2.09,844,NULL,0,NULL,NULL,0,0,0.00,USD,32.03
2026-02-01,2026-02-28,Mary's Chicken Sandwiches (265 Bedford Ave),32863867,736745,32863867,0,0,0,0.00,0.00,0,0.00,0,0.00,0.00,0.00,0.00,0.00,97.91,2.09,844,NULL,0,NULL,NULL,0,0,0.00,NULL,0.00
2026-02-01,2026-02-28,Mary's Chicken Sandwiches (Chestnut St),32863865,736745,32863865,4,3,0,0.00,0.00,1,25.00,1,25.00,0.00,0.00,3.54,31.00,100.0,0.0,0,NULL,0,NULL,NULL,0,0,0.00,USD,30.76
2026-02-01,2026-02-28,Mary's Omelette Bar,37376175,419366,37376175,2,2,0,0.00,0.00,0,0.00,0,0.00,0.00,0.80,2.91,30.50,97.64,2.36,574,NULL,0,NULL,NULL,0,0,0.00,USD,30.52
2026-02-01,2026-02-28,Mary's Omelette Bar (300),1533181,419366,NULL,0,0,0,0.00,0.00,0,0.00,0,0.00,0.00,0.00,0.00,0.00,98.21,1.79,345,NULL,0,NULL,NULL,0,0,0.00,NULL,0.00
2026-02-01,2026-02-28,Mary's Omelette Bar (330 W Broadway),2291104,419366,NULL,5,2,0,0.00,0.00,3,60.00,2,40.00,0.00,0.00,8.77,39.00,99.01,0.99,239,NULL,2,NULL,NULL,0,0,0.00,USD,38.75
2026-02-01,2026-02-28,Mary's Pancake House (3001 S Bristol St),24438074,340684,24438074,8,8,0,0.00,0.00,0,0.00,0,0.00,0.00,0.28,2.95,40.25,100.0,0.0,0,NULL,0,NULL,NULL,0,0,0.00,USD,40.39
2026-02-01,2026-02-28,Mary's Salad Co (839 W University Dr),32948183,692267,32948183,6,6,0,0.00,0.00,0,0.00,0,0.00,0.00,0.06,3.12,54.33,100.0,0.0,0,NULL,1,NULL,NULL,0,1,100.00,USD,31.30
2026-02-01,2026-02-28,Mason's Burger Bar,33898631,370903,33898631,0,0,0,0.00,0.00,0,0.00,0,0.00,0.00,0.00,0.00,0.00,98.53,1.47,345,NULL,0,NULL,NULL,0,0,0.00,NULL,0.00
2026-02-01,2026-02-28,Master Yamamoto Ramen Bar (E Bell Rd),23087583,350307,23087583,118,118,2,1.69,7.50,0,0.00,0,0.00,0.00,0.51,3.10,39.84,88.72,11.28,2007,NULL,6,NULL,NULL,1,2,33.33,USD,38.34
2026-02-01,2026-02-28,Mean Salad Bar,35464311,14656767,35464311,0,0,0,0.00,0.00,0,0.00,0,0.00,0.00,0.00,0.00,0.00,100.0,0.0,0,NULL,0,NULL,NULL,0,0,0.00,NULL,0.00
2026-02-01,2026-02-28,Mean Salad Bar,35450631,14656767,35450631,0,0,0,0.00,0.00,0,0.00,0,0.00,0.00,0.00,0.00,0.00,100.0,0.0,0,NULL,0,NULL,NULL,0,0,0.00,NULL,0.00
2026-02-01,2026-02-28,Mediterranean Salad Chop,39899333,11072950,39899333,0,0,0,0.00,0.00,0,0.00,0,0.00,0.00,0.00,0.00,0.00,100.0,0.0,0,NULL,0,NULL,NULL,0,0,0.00,NULL,0.00
2026-02-01,2026-02-28,Mediterranean Salad Chop (197 Havemeyer St.),24257608,11072950,24257608,13,12,1,8.33,9.71,1,7.69,1,7.69,0.00,0.20,4.36,49.67,97.33,2.67,557,NULL,0,NULL,NULL,0,0,0.00,USD,36.94
2026-02-01,2026-02-28,Mexican Omelette Bar,976318,433153,NULL,3,3,0,0.00,0.00,0,0.00,0,0.00,0.00,0.00,1.28,54.33,100.0,0.0,0,NULL,0,NULL,NULL,0,0,0.00,USD,22.73
2026-02-01,2026-02-28,Mexicana Breakfast Lab (3001 N Hayden Rd),27741830,11068605,27741830,0,0,0,0.00,0.00,0,0.00,0,0.00,0.00,0.00,0.00,0.00,0.0,100.0,0,NULL,0,NULL,NULL,0,0,0.00,NULL,0.00
2026-02-01,2026-02-28,Mexiq Tacos,33886191,14208715,33886191,2,2,0,0.00,0.00,0,0.00,0,0.00,0.00,0.21,3.99,33.00,98.49,1.51,268,NULL,0,NULL,NULL,0,0,0.00,USD,33.83
2026-02-01,2026-02-28,Mia's Breakfast Bar,1008526,450236,NULL,5,4,0,0.00,0.00,1,20.00,0,0.00,0.00,0.25,4.36,46.75,97.9,2.1,846,NULL,0,NULL,NULL,0,0,0.00,USD,29.01
2026-02-01,2026-02-28,Mia's Quesadillas (296 3rd Ave),32973053,882517,32973053,13,11,0,0.00,0.00,2,15.38,2,15.38,0.00,4.20,8.44,46.64,97.07,2.93,802,NULL,1,NULL,NULL,0,0,0.00,USD,41.19
2026-02-01,2026-02-28,Mia's Quesadillas (Queens Plaza N),2359023,882517,NULL,11,11,0,0.00,0.00,0,0.00,0,0.00,0.00,1.25,3.05,64.36,97.91,2.09,841,NULL,2,NULL,NULL,0,2,100.00,USD,52.39
2026-02-01,2026-02-28,Middle East Wraps - 750 East Main St,24703825,871674,24703825,14,13,0,0.00,0.00,1,7.14,1,7.14,0.00,0.05,2.43,36.46,99.71,0.29,47,NULL,1,NULL,NULL,0,0,0.00,USD,36.55
2026-02-01,2026-02-28,Midtown Quesadillas Snob,1767282,801989,NULL,2,2,0,0.00,0.00,0,0.00,0,0.00,0.00,0.00,2.73,53.50,88.35,11.65,1307,NULL,0,NULL,NULL,0,0,0.00,USD,53.54
2026-02-01,2026-02-28,Mighty Grilled Cheese,33898595,948635,33898595,0,0,0,0.00,0.00,0,0.00,0,0.00,0.00,0.00,0.00,0.00,98.53,1.47,345,NULL,0,NULL,NULL,0,0,0.00,NULL,0.00
2026-02-01,2026-02-28,Mighty Grilled Cheese (1760 3rd Ave),23367132,948635,23367132,15,15,1,6.67,14.97,0,0.00,0,0.00,0.00,0.17,2.25,43.67,97.89,2.11,850,NULL,0,NULL,NULL,0,0,0.00,USD,43.60
2026-02-01,2026-02-28,Mighty Grilled Cheese (6600 W Sylvania Ave),27834141,948635,27834141,7,7,0,0.00,0.00,0,0.00,0,0.00,0.00,1.33,4.45,50.43,100.0,0.0,0,NULL,0,NULL,NULL,0,0,0.00,USD,50.42
2026-02-01,2026-02-28,Milkshake And Dessert Bar (Hillcrest Ave),2428480,705464,NULL,6,6,0,0.00,0.00,0,0.00,0,0.00,0.00,0.00,4.38,46.00,98.44,1.56,299,NULL,0,NULL,NULL,0,0,0.00,USD,45.95
2026-02-01,2026-02-28,Muf's Muffin Shop (Hillside Ave),23134903,1008100,23134903,79,78,13,16.67,107.11,1,1.27,1,1.27,0.00,0.85,2.75,47.46,97.88,2.12,853,NULL,4,NULL,NULL,2,1,25.00,USD,47.53
2026-02-01,2026-02-28,NY Boba Bae (501 Broadway St),32973995,12964955,32973995,0,0,0,0.00,0.00,0,0.00,0,0.00,0.00,0.00,0.00,0.00,100.0,0.0,0,NULL,0,NULL,NULL,0,0,0.00,NULL,0.00
2026-02-01,2026-02-28,NY Breakfast Spot,36017463,668068,36017463,4,4,0,0.00,0.00,0,0.00,0,0.00,0.00,0.00,4.61,40.25,98.72,1.28,345,NULL,0,NULL,NULL,0,0,0.00,USD,20.97
2026-02-01,2026-02-28,"NY Breakfast Spot (Virtual Brand)(New York, NY)",1245783,668068,NULL,59,59,1,1.69,3.63,0,0.00,0,0.00,0.00,3.51,8.14,34.95,95.76,4.24,1709,NULL,6,NULL,NULL,0,1,16.67,USD,35.57
2026-02-01,2026-02-28,"NY Burger Spot (Jamaica, NY)",1209803,222504,NULL,0,0,0,0.00,0.00,0,0.00,0,0.00,0.00,0.00,0.00,0.00,97.89,2.11,850,NULL,0,NULL,NULL,0,0,0.00,NULL,0.00
2026-02-01,2026-02-28,NY Dessert Bar (34-02 30th St),23556864,349588,23556864,24,22,0,0.00,0.00,2,8.33,1,4.17,0.00,1.53,3.12,36.41,99.15,0.85,285,NULL,1,NULL,NULL,0,0,0.00,USD,36.87
2026-02-01,2026-02-28,NY Dessert Bar (9th Ave),23007130,349588,23007130,7,6,2,33.33,0.00,1,14.29,0,0.00,0.00,0.49,2.40,36.33,97.82,2.18,848,NULL,0,NULL,NULL,0,0,0.00,USD,36.55
2026-02-01,2026-02-28,NY Smoothie Joint,34250615,752005,34250615,6,6,0,0.00,0.00,0,0.00,0,0.00,0.00,0.37,3.16,28.00,98.68,1.32,345,NULL,0,NULL,NULL,0,0,0.00,USD,30.41
2026-02-01,2026-02-28,NY Smoothie Joint,33964063,752005,33964063,0,0,0,0.00,0.00,0,0.00,0,0.00,0.00,0.00,0.00,0.00,97.88,2.12,853,NULL,0,NULL,NULL,0,0,0.00,NULL,0.00
2026-02-01,2026-02-28,NY Smoothie Joint,35638047,752005,35638047,2,0,0,0.00,0.00,2,100.00,1,50.00,0.00,0.00,0.00,0.00,96.95,3.05,1142,NULL,0,NULL,NULL,0,0,0.00,USD,0.00
2026-02-01,2026-02-28,NY Smoothie Joint,35117591,752005,35117591,5,0,0,0.00,0.00,5,100.00,0,0.00,100.00,0.00,0.00,0.00,93.61,6.39,1863,NULL,0,NULL,NULL,0,0,0.00,USD,0.00
2026-02-01,2026-02-28,NY Smoothie Joint (1741 1st Avenue),23907051,752005,23907051,2,2,0,0.00,0.00,0,0.00,0,0.00,0.00,6.79,7.15,39.50,98.39,1.61,485,NULL,0,NULL,NULL,0,0,0.00,USD,39.87
2026-02-01,2026-02-28,Nakamura Ramen House (1401 E Arapaho Rd #F),32973693,232306,32973693,21,21,1,4.76,5.24,0,0.00,0,0.00,0.00,0.75,3.22,57.62,100.0,0.0,0,NULL,3,NULL,NULL,0,0,0.00,USD,55.16
2026-02-01,2026-02-28,Nakamura Ramen House (2575 North Hollywood Way #107),23557166,232306,23557166,2,2,0,0.00,0.00,0,0.00,0,0.00,0.00,0.00,3.50,32.00,99.9,0.1,15,NULL,0,NULL,NULL,0,0,0.00,USD,32.00
2026-02-01,2026-02-28,Nakamura Ramen House (W Greenway Rd),23085594,232306,23085594,67,64,3,4.69,39.88,3,4.48,0,0.00,0.00,0.39,2.66,41.11,99.95,0.05,10,NULL,10,NULL,NULL,3,2,20.00,USD,38.20
2026-02-01,2026-02-28,Nakamura Ramen House (W Indian School Rd),23085722,232306,23085722,143,141,7,4.96,43.15,2,1.40,2,1.40,0.00,0.82,2.98,46.55,99.43,0.57,108,NULL,11,NULL,NULL,4,4,36.36,USD,45.41
2026-02-01,2026-02-28,Nakamura Ramen House (W Peoria Ave),23085638,232306,23085638,81,77,2,2.60,15.91,4,4.94,3,3.70,0.00,0.58,2.31,53.51,96.09,3.91,686,NULL,4,NULL,NULL,0,1,25.00,USD,44.74
2026-02-01,2026-02-28,Nancy's Desserts (555 CA-17),24974708,11225500,24974708,64,63,2,3.17,14.15,1,1.56,0,0.00,0.00,2.19,4.50,55.85,99.91,0.09,14,NULL,8,NULL,NULL,5,1,12.50,USD,38.29
2026-02-01,2026-02-28,Nancy's Grilled Cheese,1619022,283709,NULL,23,23,1,4.35,3.76,0,0.00,0,0.00,0.00,0.50,2.85,35.91,97.9,2.1,847,NULL,1,NULL,NULL,0,0,0.00,USD,35.83
2026-02-01,2026-02-28,NextBagel (1225 Amsterdam Ave),27456448,11916772,27456448,4,3,0,0.00,0.00,1,25.00,1,25.00,0.00,1.08,5.92,80.00,98.41,1.59,479,NULL,0,NULL,NULL,0,0,0.00,USD,36.48
2026-02-01,2026-02-28,NextBagel (196 1st Ave),31313749,11916772,31313749,0,0,0,0.00,0.00,0,0.00,0,0.00,0.00,0.00,0.00,0.00,96.87,3.13,787,NULL,0,NULL,NULL,0,0,0.00,NULL,0.00
2026-02-01,2026-02-28,Nico's Italian Ristorante,775642,350324,NULL,0,0,0,0.00,0.00,0,0.00,0,0.00,0.00,0.00,0.00,0.00,100.0,0.0,0,NULL,0,NULL,NULL,0,0,0.00,NULL,0.00
2026-02-01,2026-02-28,Nico's Italian Ristorante (2624 Pico Blvd),31636133,350324,31636133,2,2,0,0.00,0.00,0,0.00,0,0.00,0.00,0.00,1.40,29.00,100.0,0.0,0,NULL,0,NULL,NULL,0,0,0.00,USD,31.72
2026-02-01,2026-02-28,Nino's Nacho Bar,36020955,11225502,36020955,18,18,1,5.56,23.78,0,0.00,0,0.00,0.00,1.06,3.54,43.89,100.0,0.0,0,NULL,2,NULL,NULL,1,0,0.00,USD,40.74
2026-02-01,2026-02-28,Nino's Nacho Bar,36031291,11225502,36031291,0,0,0,0.00,0.00,0,0.00,0,0.00,0.00,0.00,0.00,0.00,99.47,0.53,142,NULL,0,NULL,NULL,0,0,0.00,NULL,0.00
2026-02-01,2026-02-28,Nomad's Bagels (1741 1st Avenue),23906822,908469,23906822,0,0,0,0.00,0.00,0,0.00,0,0.00,0.00,0.00,0.00,0.00,98.38,1.62,490,NULL,0,NULL,NULL,0,0,0.00,NULL,0.00
2026-02-01,2026-02-28,Nomad's Bagels (433 W 34th st),23785119,908469,23785119,12,12,0,0.00,0.00,0,0.00,0,0.00,0.00,0.16,1.69,99.67,97.91,2.09,844,NULL,0,NULL,NULL,0,0,0.00,USD,30.49
2026-02-01,2026-02-28,Nomad's Bagels (5701 Executive Center Dr),26292154,908469,26292154,5,5,0,0.00,0.00,0,0.00,0,0.00,0.00,0.62,3.33,33.60,100.0,0.0,0,NULL,0,NULL,NULL,0,0,0.00,USD,33.73
2026-02-01,2026-02-28,Noodle And Rice Bar (W Camelback Rd),23087659,493352,23087659,63,62,2,3.23,10.75,1,1.59,0,0.00,0.00,0.81,2.67,49.87,100.0,0.0,0,NULL,1,NULL,NULL,1,0,0.00,USD,44.44
2026-02-01,2026-02-28,Notch My Sandwich,35853841,921993,35853841,0,0,0,0.00,0.00,0,0.00,0,0.00,0.00,0.00,0.00,0.00,98.8,1.2,315,NULL,0,NULL,NULL,0,0,0.00,NULL,0.00
2026-02-01,2026-02-28,Notch My Sandwich (147 1st Ave),23549635,921993,23549635,9,9,0,0.00,0.00,0,0.00,0,0.00,0.00,1.94,6.98,50.56,97.91,2.09,844,NULL,0,NULL,NULL,0,0,0.00,USD,50.53
2026-02-01,2026-02-28,Notch My Sandwich (31-00 47th Ave),33975155,921993,33975155,7,7,0,0.00,0.00,0,0.00,0,0.00,0.00,1.49,5.70,44.00,97.17,2.83,255,NULL,1,NULL,NULL,1,0,0.00,USD,43.96
2026-02-01,2026-02-28,Notch My Sandwich (502 E Thunderbird Rd Ste A),24872336,921993,24872336,0,0,0,0.00,0.00,0,0.00,0,0.00,0.00,0.00,0.00,0.00,0.0,100.0,0,NULL,0,NULL,NULL,0,0,0.00,NULL,0.00
2026-02-01,2026-02-28,Old Town Sandwiches,36021073,879126,36021073,0,0,0,0.00,0.00,0,0.00,0,0.00,0.00,0.00,0.00,0.00,100.0,0.0,0,NULL,0,NULL,NULL,0,0,0.00,NULL,0.00
2026-02-01,2026-02-28,Old Village Burgers (493 Old Hickory Blvd),33884295,14208445,33884295,0,0,0,0.00,0.00,0,0.00,0,0.00,0.00,0.00,0.00,0.00,100.0,0.0,0,NULL,0,NULL,NULL,0,0,0.00,NULL,0.00
2026-02-01,2026-02-28,Olivia's Breakfast Cafe,33970773,880375,33970773,1,1,0,0.00,0.00,0,0.00,0,0.00,0.00,0.00,2.27,32.00,100.0,0.0,0,NULL,0,NULL,NULL,0,0,0.00,USD,32.42
2026-02-01,2026-02-28,Olivia's Breakfast Cafe (226 Newark Ave),1973260,880375,NULL,13,13,0,0.00,0.00,0,0.00,0,0.00,0.00,1.06,5.75,50.08,99.93,0.07,30,NULL,1,NULL,NULL,0,0,0.00,USD,50.06
