Start Date,End Date,Store Name,Store ID,Business ID,Merchant Supplied ID,Total Orders Including Cancelled Orders,Total Delivered or Picked Up Orders,Total Missing or Incorrect Orders,Missing/Incorrect %,Total Error Charges,Total Cancelled Orders,Total Cancellation Rate %,Total Avoidable Cancellations,Avoidable Cancellation Rate %,Point of Sale Error Rate %,Average Avoidable Dasher Wait,Average Dasher Wait,Average Delivery Time (ASAP),Uptime %,Downtime %,Total Downtime in Minutes,Average Rating,Total Number of Ratings Received in Period of Time,Total 1 Star Ratings,Total 5 Star Ratings,Number of Dislikes,Number of Loved,Percentage of Loved,Currency,Average ASAP Minutes
2026-02-01,2026-02-28,101 Hummus,32921997,909363,NULL,0,0,0,0.00,0.00,0,0.00,0,0.00,0.00,0.00,0.00,0.00,99.0,1.0,209,NULL,0,NULL,NULL,0,0,0.00,NULL,0.00
2026-02-01,2026-02-28,101 Hummus (1174 Chapel St),35361759,14630146,35361759,15,13,3,23.08,23.78,2,13.33,2,13.33,0.00,1.60,5.28,42.50,100.0,0.0,0,NULL,0,NULL,NULL,0,0,0.00,USD,42.44
2026-02-01,2026-02-28,101 Hummus (3846 Mowry Ave),32921995,909363,32921995,22,22,1,4.55,1.09,0,0.00,0,0.00,0.00,0.42,4.26,35.45,100.0,0.0,0,NULL,5,NULL,NULL,0,2,40.00,USD,36.86
2026-02-01,2026-02-28,Addictive Burger Bar,37565941,740074,37565941,5,3,0,0.00,0.00,2,40.00,2,40.00,0.00,2.05,8.77,43.33,95.65,4.35,1117,NULL,0,NULL,NULL,0,0,0.00,USD,43.42
2026-02-01,2026-02-28,Addictive Burger Bar,1580519,740074,NULL,1,1,0,0.00,0.00,0,0.00,0,0.00,0.00,0.00,2.77,32.00,99.07,0.93,345,NULL,0,NULL,NULL,0,0,0.00,USD,31.95
2026-02-01,2026-02-28,Addictive Burger Bar (1428 Polk St),31577141,740074,31577141,5,4,0,0.00,0.00,1,20.00,0,0.00,0.00,1.20,2.29,36.75,99.08,0.92,240,NULL,0,NULL,NULL,0,0,0.00,USD,36.85
2026-02-01,2026-02-28,Addictive Burger Bar (689 Broadway),24854827,740074,24854827,8,8,0,0.00,0.00,0,0.00,0,0.00,0.00,3.21,5.39,45.88,97.92,2.08,839,NULL,0,NULL,NULL,0,0,0.00,USD,45.71
2026-02-01,2026-02-28,Addictive Fried Chicken,1183154,486741,NULL,2,2,0,0.00,0.00,0,0.00,0,0.00,0.00,7.33,9.99,56.50,100.0,0.0,0,NULL,0,NULL,NULL,0,0,0.00,USD,56.62
2026-02-01,2026-02-28,Addictive Fried Chicken,34250943,486741,34250943,0,0,0,0.00,0.00,0,0.00,0,0.00,0.00,0.00,0.00,0.00,98.8,1.2,250,NULL,0,NULL,NULL,0,0,0.00,NULL,0.00
2026-02-01,2026-02-28,Addictive Fried Chicken (3rd St),23065118,486741,23065118,5,5,0,0.00,0.00,0,0.00,0,0.00,0.00,5.93,8.78,47.60,100.0,0.0,0,NULL,0,NULL,NULL,0,0,0.00,USD,48.14
2026-02-01,2026-02-28,Alberto's Hero Sandwich Spot,1827403,824197,NULL,5,5,0,0.00,0.00,0,0.00,0,0.00,0.00,0.13,3.95,40.00,97.91,2.09,841,NULL,0,NULL,NULL,0,0,0.00,USD,39.72
2026-02-01,2026-02-28,Alberto's Hero Sandwich Spot  (840 Fulton St),25130119,824197,25130119,3,3,0,0.00,0.00,0,0.00,0,0.00,0.00,5.01,7.36,31.67,98.5,1.5,427,NULL,0,NULL,NULL,0,0,0.00,USD,31.87
2026-02-01,2026-02-28,Alberto's Hero Sandwich Spot (1201 Randall Avenue),23692696,824197,23692696,4,4,0,0.00,0.00,0,0.00,0,0.00,0.00,0.61,2.79,47.25,97.38,2.62,405,NULL,0,NULL,NULL,0,0,0.00,USD,47.14
2026-02-01,2026-02-28,Aldo's Wraps Spot,34348845,879127,34348845,3,3,0,0.00,0.00,0,0.00,0,0.00,0.00,0.00,3.47,27.67,98.52,1.48,421,NULL,0,NULL,NULL,0,0,0.00,USD,28.24
2026-02-01,2026-02-28,Aldo's Wraps Spot,37994093,879127,37994093,0,0,0,0.00,0.00,0,0.00,0,0.00,0.00,0.00,0.00,0.00,99.05,0.95,168,NULL,0,NULL,NULL,0,0,0.00,NULL,0.00
2026-02-01,2026-02-28,Aldo's Wraps Spot,36587367,879127,36587367,0,0,0,0.00,0.00,0,0.00,0,0.00,0.00,0.00,0.00,0.00,94.9,5.1,1035,NULL,0,NULL,NULL,0,0,0.00,NULL,0.00
2026-02-01,2026-02-28,Aldo's Wraps Spot,35493471,879127,35493471,0,0,0,0.00,0.00,0,0.00,0,0.00,0.00,0.00,0.00,0.00,98.79,1.21,285,NULL,0,NULL,NULL,0,0,0.00,NULL,0.00
2026-02-01,2026-02-28,Aldo's Wraps Spot (1741 1st Avenue),23906937,879127,23906937,2,2,0,0.00,0.00,0,0.00,0,0.00,0.00,0.00,1.03,16.00,98.38,1.62,490,NULL,0,NULL,NULL,0,0,0.00,USD,16.17
2026-02-01,2026-02-28,Aldo's Wraps Spot (589 1st Ave),2077780,879127,NULL,1,1,0,0.00,0.00,0,0.00,0,0.00,0.00,0.00,2.48,60.00,97.88,2.12,855,NULL,0,NULL,NULL,0,0,0.00,USD,59.72
2026-02-01,2026-02-28,Aldo's Wraps Spot (689 Broadway),24770468,879127,24770468,2,2,0,0.00,0.00,0,0.00,0,0.00,0.00,0.00,1.62,21.00,97.9,2.1,845,NULL,0,NULL,NULL,0,0,0.00,USD,20.85
2026-02-01,2026-02-28,Aldo's Wraps Spot (93 Avenue A),36237043,879127,36237043,0,0,0,0.00,0.00,0,0.00,0,0.00,0.00,0.00,0.00,0.00,97.88,2.12,853,NULL,0,NULL,NULL,0,0,0.00,NULL,0.00
2026-02-01,2026-02-28,Ali's Gyro Lab,1581162,327334,NULL,2,2,0,0.00,0.00,0,0.00,0,0.00,0.00,2.32,5.73,49.50,98.57,1.43,315,NULL,0,NULL,NULL,0,0,0.00,USD,49.75
2026-02-01,2026-02-28,Ali's Mediterranean Sandwiches,39898869,11233022,39898869,0,0,0,0.00,0.00,0,0.00,0,0.00,0.00,0.00,0.00,0.00,100.0,0.0,0,NULL,0,NULL,NULL,0,0,0.00,NULL,0.00
2026-02-01,2026-02-28,Ali's Mediterranean Sandwiches (114 East Main Street),25294190,11233022,25294190,36,35,1,2.86,12.61,1,2.78,1,2.78,0.00,1.11,4.34,60.26,100.0,0.0,0,NULL,4,NULL,NULL,1,2,50.00,USD,57.93
2026-02-01,2026-02-28,Allan's Cheesesteaks (Flagstar St),842311,374436,NULL,0,0,0,0.00,0.00,0,0.00,0,0.00,0.00,0.00,0.00,0.00,100.0,0.0,0,NULL,0,NULL,NULL,0,0,0.00,NULL,0.00
2026-02-01,2026-02-28,Amal's Flatbread Recipe (1849 N Scottsdale Rd),24606369,11427317,24606369,9,8,0,0.00,0.00,1,11.11,1,11.11,0.00,0.30,2.89,35.75,99.88,0.12,31,NULL,0,NULL,NULL,0,0,0.00,USD,35.76
2026-02-01,2026-02-28,Amanda's Breakfast Lounge (111 E 161 St),25295448,724520,25295448,53,52,3,5.77,13.45,1,1.89,0,0.00,0.00,1.34,5.70,48.73,97.88,2.12,855,NULL,5,NULL,NULL,0,0,0.00,USD,46.05
2026-02-01,2026-02-28,Amanda's Breakfast Lounge (277 Gold Street),28605460,724520,28605460,14,14,3,21.43,17.28,0,0.00,0,0.00,0.00,0.46,3.85,65.00,97.89,2.11,849,NULL,2,NULL,NULL,1,0,0.00,USD,36.95
2026-02-01,2026-02-28,Amanda's Breakfast Lounge (3661 Broadway),33415771,724520,33415771,25,20,2,10.00,9.59,5,20.00,5,20.00,0.00,0.44,3.89,33.00,97.89,2.11,849,NULL,2,NULL,NULL,0,1,50.00,USD,32.87
2026-02-01,2026-02-28,Amanda's Breakfast Lounge (433 W 34th st),33886617,724520,33886617,37,37,1,2.70,3.22,0,0.00,0,0.00,0.00,0.64,2.35,33.19,97.9,2.1,847,NULL,5,NULL,NULL,2,0,0.00,USD,33.19
2026-02-01,2026-02-28,Amanda's Breakfast Lounge (44 E 8th St),33415769,724520,33415769,0,0,0,0.00,0.00,0,0.00,0,0.00,0.00,0.00,0.00,0.00,97.89,2.11,849,NULL,0,NULL,NULL,0,0,0.00,NULL,0.00
2026-02-01,2026-02-28,Amanda's Breakfast Lounge (Queens Plaza),23038832,724520,23038832,5,5,0,0.00,0.00,0,0.00,0,0.00,0.00,0.62,5.54,109.00,97.91,2.09,844,NULL,0,NULL,NULL,0,0,0.00,USD,55.96
2026-02-01,2026-02-28,American Hot Dog Bar,33951043,736857,33951043,0,0,0,0.00,0.00,0,0.00,0,0.00,0.00,0.00,0.00,0.00,0.0,100.0,0,NULL,0,NULL,NULL,0,0,0.00,NULL,0.00
2026-02-01,2026-02-28,American Hot Dog Bar (E Fremont St),2646891,736857,NULL,0,0,0,0.00,0.00,0,0.00,0,0.00,0.00,0.00,0.00,0.00,0.0,100.0,0,NULL,0,NULL,NULL,0,0,0.00,NULL,0.00
2026-02-01,2026-02-28,Amore Italian Desserts,1580568,362835,NULL,3,1,0,0.00,0.00,2,66.67,1,33.33,0.00,0.00,1.10,37.00,99.07,0.93,345,NULL,0,NULL,NULL,0,0,0.00,USD,37.48
2026-02-01,2026-02-28,Amore Pasta Ristorante,36728189,374452,36728189,6,6,1,16.67,9.76,0,0.00,0,0.00,0.00,1.97,6.58,46.83,100.0,0.0,0,NULL,2,NULL,NULL,0,1,50.00,USD,46.89
2026-02-01,2026-02-28,Amore Pasta Ristorante (2909A Queens Plaza North),32863770,374452,32863770,16,13,1,7.69,33.29,3,18.75,2,12.50,0.00,1.18,5.07,50.77,97.91,2.09,844,NULL,0,NULL,NULL,0,0,0.00,USD,46.26
2026-02-01,2026-02-28,Amore Pasta Ristorante (9083 Dallas St),31313153,374452,31313153,19,19,0,0.00,0.00,0,0.00,0,0.00,0.00,1.53,3.01,44.11,100.0,0.0,0,NULL,2,NULL,NULL,2,0,0.00,USD,44.14
2026-02-01,2026-02-28,Amore Pasta Ristorante (Pico Blvd),31535767,374452,31535767,9,9,0,0.00,0.00,0,0.00,0,0.00,0.00,1.36,3.07,38.44,100.0,0.0,0,NULL,1,NULL,NULL,0,0,0.00,USD,38.80
2026-02-01,2026-02-28,Amoy's Jerk Chicken Shack (5250 Grand Ave),27516788,11256388,27516788,0,0,0,0.00,0.00,0,0.00,0,0.00,0.00,0.00,0.00,0.00,0.0,100.0,0,NULL,0,NULL,NULL,0,0,0.00,NULL,0.00
2026-02-01,2026-02-28,Angelino's Breakfast Snob,38214291,537004,38214291,1,0,0,0.00,0.00,1,100.00,0,0.00,0.00,0.00,0.00,0.00,100.0,0.0,0,NULL,0,NULL,NULL,0,0,0.00,USD,0.00
2026-02-01,2026-02-28,Angelino's Breakfast Snob,34348665,14332571,34348665,0,0,0,0.00,0.00,0,0.00,0,0.00,0.00,0.00,0.00,0.00,100.0,0.0,0,NULL,0,NULL,NULL,0,0,0.00,NULL,0.00
2026-02-01,2026-02-28,Angelo's Wraps Shop (1 Kedron Ave Unit 4),24194520,844983,24194520,4,4,0,0.00,0.00,0,0.00,0,0.00,0.00,0.07,3.47,45.00,100.0,0.0,0,NULL,1,NULL,NULL,0,0,0.00,USD,44.85
2026-02-01,2026-02-28,Angelo's Wraps Shop (147 1st Ave),23549641,844983,23549641,5,5,0,0.00,0.00,0,0.00,0,0.00,0.00,1.64,6.05,40.20,97.91,2.09,844,NULL,0,NULL,NULL,0,0,0.00,USD,40.28
2026-02-01,2026-02-28,Anne's Artisan Coffee  (682 Morris Park Avenue),24703993,11439072,24703993,4,4,1,25.00,0.72,0,0.00,0,0.00,0.00,0.35,3.69,51.00,97.95,2.05,345,NULL,0,NULL,NULL,0,0,0.00,USD,34.62
2026-02-01,2026-02-28,Anne's Artisan Coffee (689 Broadway),24770455,11439072,24770455,0,0,0,0.00,0.00,0,0.00,0,0.00,0.00,0.00,0.00,0.00,97.9,2.1,845,NULL,0,NULL,NULL,0,0,0.00,NULL,0.00
2026-02-01,2026-02-28,Antonio's Quesadilla Shack,33951311,830385,33951311,2,2,0,0.00,0.00,0,0.00,0,0.00,0.00,2.03,4.33,44.00,99.11,0.89,179,NULL,1,NULL,NULL,0,0,0.00,USD,44.30
2026-02-01,2026-02-28,Antonio's Quesadilla Shack,36118675,830385,36118675,0,0,0,0.00,0.00,0,0.00,0,0.00,0.00,0.00,0.00,0.00,99.66,0.34,41,NULL,0,NULL,NULL,0,0,0.00,NULL,0.00
2026-02-01,2026-02-28,Antonio's Quesadilla Shack (240 Sullivan St),1833053,830385,NULL,0,0,0,0.00,0.00,0,0.00,0,0.00,0.00,0.00,0.00,0.00,97.91,2.09,841,NULL,0,NULL,NULL,0,0,0.00,NULL,0.00
2026-02-01,2026-02-28,Antonio's Quesadilla Shack (4352 E Speedway Blvd),31313981,830385,31313981,56,55,1,1.82,14.62,1,1.79,0,0.00,0.00,0.35,3.87,36.09,99.69,0.31,119,NULL,3,NULL,NULL,0,1,33.33,USD,31.62
2026-02-01,2026-02-28,Antonio's Quesadilla Shack (Broadway),2290857,830385,NULL,0,0,0,0.00,0.00,0,0.00,0,0.00,0.00,0.00,0.00,0.00,98.9,1.1,255,NULL,0,NULL,NULL,0,0,0.00,NULL,0.00
2026-02-01,2026-02-28,Ariana's Vegan Spot (488 Metropolitan Ave),33895844,11522383,33895844,11,10,0,0.00,0.00,1,9.09,1,9.09,0.00,0.23,3.34,35.90,91.71,8.29,3339,NULL,1,NULL,NULL,0,0,0.00,USD,36.94
2026-02-01,2026-02-28,Arifs Mediterranean Grill,34251093,863208,34251093,4,4,1,25.00,6.00,0,0.00,0,0.00,0.00,4.28,5.40,53.50,98.74,1.26,260,NULL,0,NULL,NULL,0,0,0.00,USD,53.44
2026-02-01,2026-02-28,Arifs Mediterranean Grill (1969 Bronxdale Ave),23556936,863208,23556936,7,7,0,0.00,0.00,0,0.00,0,0.00,0.00,5.11,10.64,49.57,97.83,2.17,874,NULL,0,NULL,NULL,0,0,0.00,USD,49.80
2026-02-01,2026-02-28,Arifs Mediterranean Grill (Bedford Ave),23026068,863208,23026068,18,17,1,5.88,19.41,1,5.56,1,5.56,0.00,4.57,5.78,62.71,97.75,2.25,905,NULL,0,NULL,NULL,0,0,0.00,USD,62.66
2026-02-01,2026-02-28,Arturo's Burrito Bowls,40734686,11072111,40734686,4,4,0,0.00,0.00,0,0.00,0,0.00,0.00,0.13,4.28,48.75,100.0,0.0,0,NULL,0,NULL,NULL,0,0,0.00,USD,48.64
2026-02-01,2026-02-28,Arturo's Burrito Bowls,36118791,11072111,36118791,1,1,0,0.00,0.00,0,0.00,0,0.00,0.00,6.62,9.82,35.00,99.67,0.33,41,NULL,0,NULL,NULL,0,0,0.00,USD,35.30
2026-02-01,2026-02-28,Arturo's Burrito Bowls,35669394,11072111,35669394,3,2,0,0.00,0.00,1,33.33,0,0.00,0.00,1.29,2.48,26.00,100.0,0.0,0,NULL,1,NULL,NULL,0,0,0.00,USD,26.08
2026-02-01,2026-02-28,Arturo's Burrito Bowls (3 West Fordham Rd),25404900,11072111,25404900,4,4,0,0.00,0.00,0,0.00,0,0.00,0.00,1.55,5.43,75.00,98.47,1.53,450,NULL,1,NULL,NULL,0,1,100.00,USD,74.87
2026-02-01,2026-02-28,Asian Garden Rice Bowls (2575 North Hollywood Way #107),23557148,922010,23557148,2,2,0,0.00,0.00,0,0.00,0,0.00,0.00,0.94,2.33,31.50,99.9,0.1,15,NULL,0,NULL,NULL,0,0,0.00,USD,31.29
2026-02-01,2026-02-28,Ava's Fried Chicken (Pennsylvania Ave),943695,419807,NULL,9,9,0,0.00,0.00,0,0.00,0,0.00,0.00,1.85,5.33,65.11,100.0,0.0,0,NULL,2,NULL,NULL,1,0,0.00,USD,53.69
2026-02-01,2026-02-28,Avocado N Toast Snob (Broadway),2589150,995981,NULL,1,0,0,0.00,0.00,1,100.00,1,100.00,0.00,0.00,0.00,0.00,10.99,89.01,7683,NULL,0,NULL,NULL,0,0,0.00,USD,0.00
2026-02-01,2026-02-28,BBQ Ribs Co.,966668,430168,NULL,15,14,1,7.14,3.75,1,6.67,1,6.67,0.00,1.70,4.44,60.36,100.0,0.0,0,NULL,3,NULL,NULL,0,2,66.67,USD,60.24
2026-02-01,2026-02-28,BBQ Ribs Co. (Virtual Brand)(228 George Street),1477944,430168,NULL,100,98,6,6.12,67.87,2,2.00,2,2.00,0.00,2.20,4.65,49.70,99.56,0.44,99,NULL,8,NULL,NULL,5,1,12.50,USD,49.01
2026-02-01,2026-02-28,Bagel Dynasty (330 W Broadway),2290794,732068,NULL,7,0,0,0.00,0.00,7,100.00,7,100.00,0.00,0.00,0.00,0.00,98.93,1.07,258,NULL,0,NULL,NULL,0,0,0.00,USD,0.00
2026-02-01,2026-02-28,Bagel Dynasty (34-02 30th St),23556771,732068,23556771,7,7,0,0.00,0.00,0,0.00,0,0.00,0.00,0.76,2.85,41.29,99.15,0.85,285,NULL,0,NULL,NULL,0,0,0.00,USD,40.98
2026-02-01,2026-02-28,Bagel Dynasty (502 E Thunderbird Rd Ste A),24872263,732068,24872263,0,0,0,0.00,0.00,0,0.00,0,0.00,0.00,0.00,0.00,0.00,0.0,100.0,0,NULL,0,NULL,NULL,0,0,0.00,NULL,0.00
2026-02-01,2026-02-28,Bagel Dynasty (7701 Garrison Road),24227486,732068,24227486,72,72,1,1.39,5.88,0,0.00,0,0.00,0.00,0.21,1.96,49.50,100.0,0.0,0,NULL,4,NULL,NULL,0,2,50.00,USD,41.01
2026-02-01,2026-02-28,Bagel Dynasty (Fulton St),31661381,732068,31661381,8,8,0,0.00,0.00,0,0.00,0,0.00,0.00,0.38,5.91,31.00,97.57,2.43,409,NULL,0,NULL,NULL,0,0,0.00,USD,30.97
2026-02-01,2026-02-28,Bain's Burger Bar (459 Main St),33887197,420397,33887197,1,1,0,0.00,0.00,0,0.00,0,0.00,0.00,0.00,2.30,52.00,100.0,0.0,0,NULL,0,NULL,NULL,0,0,0.00,USD,52.22
2026-02-01,2026-02-28,Bain's Burger Bar (Jamaica Ave),23060296,420397,23060296,3,1,0,0.00,0.00,2,66.67,2,66.67,0.00,20.78,20.98,64.00,97.91,2.09,844,NULL,0,NULL,NULL,0,0,0.00,USD,63.95
2026-02-01,2026-02-28,Barn's Burgers & Melts,40385043,11068594,40385043,0,0,0,0.00,0.00,0,0.00,0,0.00,0.00,0.00,0.00,0.00,100.0,0.0,0,NULL,0,NULL,NULL,0,0,0.00,NULL,0.00
2026-02-01,2026-02-28,Bart's Breakfast Sandwiches,33972041,11659113,33972041,12,12,1,8.33,14.46,0,0.00,0,0.00,0.00,1.00,3.21,40.50,84.46,15.54,2610,NULL,1,NULL,NULL,0,1,100.00,USD,42.49
2026-02-01,2026-02-28,Bart's Breakfast Sandwiches,35855567,11659113,35855567,2,2,0,0.00,0.00,0,0.00,0,0.00,0.00,0.00,6.30,30.00,98.8,1.2,315,NULL,0,NULL,NULL,0,0,0.00,USD,30.37
2026-02-01,2026-02-28,Bart's Breakfast Sandwiches (158 DELANCEY STREET),35667913,11659113,35667913,0,0,0,0.00,0.00,0,0.00,0,0.00,0.00,0.00,0.00,0.00,98.27,1.73,285,NULL,0,NULL,NULL,0,0,0.00,NULL,0.00
2026-02-01,2026-02-28,Bart's Breakfast Sandwiches (265 Bedford Ave),32863871,11659113,32863871,1,1,0,0.00,0.00,0,0.00,0,0.00,0.00,0.00,2.22,95.00,97.91,2.09,844,NULL,0,NULL,NULL,0,0,0.00,USD,95.37
2026-02-01,2026-02-28,Bart's Burger Bar (3661 Broadway),32922801,344282,32922801,22,18,3,16.67,29.22,4,18.18,3,13.64,0.00,1.22,4.00,31.18,97.0,3.0,1207,NULL,2,NULL,NULL,2,0,0.00,USD,31.13
2026-02-01,2026-02-28,Beeman's Burger Bar (7701 Garrison Road),24227521,878234,24227521,10,10,0,0.00,0.00,0,0.00,0,0.00,0.00,0.64,3.32,43.80,100.0,0.0,0,NULL,1,NULL,NULL,0,1,100.00,USD,43.84
2026-02-01,2026-02-28,Beeman's Burger Bar (93 Avenue A),32923019,878234,32923019,1,0,0,0.00,0.00,1,100.00,1,100.00,0.00,0.00,0.00,0.00,98.59,1.41,570,NULL,0,NULL,NULL,0,0,0.00,USD,0.00
2026-02-01,2026-02-28,Belgian Waffle Bar,34343091,387784,34343091,4,4,0,0.00,0.00,0,0.00,0,0.00,0.00,0.64,3.25,56.75,97.57,2.43,409,NULL,1,NULL,NULL,0,0,0.00,USD,56.69
2026-02-01,2026-02-28,Big Belly Paninis,39883231,911657,39883231,0,0,0,0.00,0.00,0,0.00,0,0.00,0.00,0.00,0.00,0.00,100.0,0.0,0,NULL,0,NULL,NULL,0,0,0.00,NULL,0.00
2026-02-01,2026-02-28,Big Belly Paninis (Queens Plaza N),2358047,911657,NULL,4,4,0,0.00,0.00,0,0.00,0,0.00,0.00,0.63,4.27,42.00,97.91,2.09,841,NULL,1,NULL,NULL,1,0,0.00,USD,41.78
2026-02-01,2026-02-28,Big Daddy's Wings (Polk St),850451,379287,NULL,9,9,0,0.00,0.00,0,0.00,0,0.00,0.00,0.29,4.05,63.67,98.59,1.41,510,NULL,1,NULL,NULL,0,0,0.00,USD,24.51
2026-02-01,2026-02-28,Big E's Wraps,33950889,908476,33950889,7,7,0,0.00,0.00,0,0.00,0,0.00,0.00,0.24,3.26,45.43,100.0,0.0,0,NULL,5,NULL,NULL,0,0,0.00,USD,45.66
2026-02-01,2026-02-28,Big E's Wraps,38057199,908476,38057199,0,0,0,0.00,0.00,0,0.00,0,0.00,0.00,0.00,0.00,0.00,100.0,0.0,0,NULL,0,NULL,NULL,0,0,0.00,NULL,0.00
2026-02-01,2026-02-28,Big E's Wraps,35668217,908476,35668217,1,1,0,0.00,0.00,0,0.00,0,0.00,0.00,2.93,4.53,35.00,96.01,3.99,852,NULL,0,NULL,NULL,0,0,0.00,USD,35.62
2026-02-01,2026-02-28,"Big E's Wraps (116 Thomas S Boyland St, Brooklyn, NY 11233)",34250013,908476,34250013,6,6,0,0.00,0.00,0,0.00,0,0.00,0.00,0.82,2.30,59.17,98.41,1.59,466,NULL,0,NULL,NULL,0,0,0.00,USD,59.14
2026-02-01,2026-02-28,Big E's Wraps (1282 Essex Ave),38214585,908476,38214585,0,0,0,0.00,0.00,0,0.00,0,0.00,0.00,0.00,0.00,0.00,0.0,100.0,0,NULL,0,NULL,NULL,0,0,0.00,NULL,0.00
2026-02-01,2026-02-28,Big E's Wraps (2126 Caton Ave),35464155,908476,35464155,3,3,0,0.00,0.00,0,0.00,0,0.00,0.00,1.29,2.79,122.67,96.31,3.69,850,NULL,0,NULL,NULL,0,0,0.00,USD,37.70
2026-02-01,2026-02-28,Big E's Wraps (315 Walter E Foran Blvd Ste 314),23549190,908476,23549190,6,6,0,0.00,0.00,0,0.00,0,0.00,0.00,2.05,4.84,53.50,100.0,0.0,0,NULL,0,NULL,NULL,0,0,0.00,USD,43.04
2026-02-01,2026-02-28,Big E's Wraps (330 W Broadway),2291401,908476,NULL,2,0,0,0.00,0.00,2,100.00,2,100.00,0.00,0.00,0.00,0.00,99.34,0.66,158,NULL,0,NULL,NULL,0,0,0.00,USD,0.00
2026-02-01,2026-02-28,Big Ease Smoothies,36364633,908656,36364633,1,1,0,0.00,0.00,0,0.00,0,0.00,0.00,0.00,1.45,35.00,99.81,0.19,22,NULL,0,NULL,NULL,0,0,0.00,USD,35.22
2026-02-01,2026-02-28,Big Ease Smoothies,34344579,908656,34344579,0,0,0,0.00,0.00,0,0.00,0,0.00,0.00,0.00,0.00,0.00,98.8,1.2,315,NULL,0,NULL,NULL,0,0,0.00,NULL,0.00
2026-02-01,2026-02-28,Big Ease Smoothies  (1117 Broadway),23423347,908656,23423347,15,12,0,0.00,0.00,3,20.00,3,20.00,0.00,1.01,3.49,40.17,98.14,1.86,456,NULL,0,NULL,NULL,0,0,0.00,USD,40.29
2026-02-01,2026-02-28,Big Ease Smoothies (2051 Frederick Douglass Blvd),33885459,908656,33885459,42,42,1,2.38,5.33,0,0.00,0,0.00,0.00,5.19,8.31,38.17,97.75,2.25,907,NULL,8,NULL,NULL,1,1,12.50,USD,38.06
2026-02-01,2026-02-28,Big Ease Smoothies (30th St),2487028,908656,NULL,55,55,0,0.00,0.00,0,0.00,0,0.00,0.00,1.67,3.22,36.91,99.05,0.95,348,NULL,3,NULL,NULL,1,0,0.00,USD,36.39
2026-02-01,2026-02-28,Big Ease Smoothies (93 Avenue A),36237363,908656,36237363,1,1,1,100.00,24.38,0,0.00,0,0.00,0.00,0.00,9.13,68.00,97.88,2.12,853,NULL,0,NULL,NULL,0,0,0.00,USD,68.72
2026-02-01,2026-02-28,Big Famous Deli & Grill (244 W. 14th street),25295637,11685769,25295637,1,0,0,0.00,0.00,1,100.00,0,0.00,0.00,0.00,0.00,0.00,100.0,0.0,0,NULL,0,NULL,NULL,0,0,0.00,USD,0.00
2026-02-01,2026-02-28,BigLeaf Salads (18300 Vanowen Street Suite 3),31313343,11913767,31313343,6,4,0,0.00,0.00,2,33.33,2,33.33,0.00,0.00,4.17,40.50,98.6,1.4,346,NULL,0,NULL,NULL,0,0,0.00,USD,40.36
2026-02-01,2026-02-28,Bill's Sandwich Shack (128 East 4th Street),33895415,11557631,33895415,1,0,0,0.00,0.00,1,100.00,1,100.00,0.00,0.00,0.00,0.00,87.48,12.52,1277,NULL,0,NULL,NULL,0,0,0.00,USD,0.00
2026-02-01,2026-02-28,Bird's Burger Bar,35651435,362837,35651435,11,11,1,9.09,41.44,0,0.00,0,0.00,0.00,0.56,3.21,34.64,100.0,0.0,0,NULL,3,NULL,NULL,1,0,0.00,USD,34.71
2026-02-01,2026-02-28,Bird's Burger Bar,34348667,362837,34348667,0,0,0,0.00,0.00,0,0.00,0,0.00,0.00,0.00,0.00,0.00,98.52,1.48,421,NULL,0,NULL,NULL,0,0,0.00,NULL,0.00
2026-02-01,2026-02-28,Bird's Burger Bar,33947623,362837,33947623,4,4,2,50.00,15.66,0,0.00,0,0.00,0.00,1.14,6.38,36.67,100.0,0.0,0,NULL,1,NULL,NULL,1,0,0.00,USD,36.68
2026-02-01,2026-02-28,Bird's Burger Bar (1710 Minnesota Ave #G),39648519,362837,39648519,0,0,0,0.00,0.00,0,0.00,0,0.00,0.00,0.00,0.00,0.00,100.0,0.0,0,NULL,0,NULL,NULL,0,0,0.00,NULL,0.00
2026-02-01,2026-02-28,Birdspot Sandwiches & Wings,33963715,14228581,33963715,1,1,0,0.00,0.00,0,0.00,0,0.00,0.00,0.00,14.08,43.00,100.0,0.0,0,NULL,0,NULL,NULL,0,0,0.00,USD,42.88
2026-02-01,2026-02-28,Black Hawk Burger,41261923,11452801,41261923,0,0,0,0.00,0.00,0,0.00,0,0.00,0.00,0.00,0.00,0.00,0.0,100.0,0,NULL,0,NULL,NULL,0,0,0.00,NULL,0.00
2026-02-01,2026-02-28,Blake's Bubblin' Mac (3955 Bronxwood Ave),32923077,13952805,32923077,1,1,0,0.00,0.00,0,0.00,0,0.00,0.00,7.77,9.28,49.00,99.21,0.79,169,NULL,0,NULL,NULL,0,0,0.00,USD,49.33
2026-02-01,2026-02-28,Blake's Dessert Lounge,34346369,11225441,34346369,33,33,1,3.03,3.20,0,0.00,0,0.00,0.00,3.26,6.21,44.58,98.5,1.5,541,NULL,3,NULL,NULL,1,0,0.00,USD,26.05
2026-02-01,2026-02-28,Blake's Dessert Lounge (190 Hillside Rd),31313807,11225441,31313807,1,1,0,0.00,0.00,0,0.00,0,0.00,0.00,0.00,10.87,46.00,95.63,4.37,684,NULL,0,NULL,NULL,0,0,0.00,USD,46.93
