Virtual Brand ID,Account Name,Address,Licensed Virtual Brand,City,State,VB Order Protocol,DoorDash Brand Status,UberEats Brand Status,Grubhub Brand Status,DoorDash StoreID,UberEats UUID,Grubhub CID,QA Auditor (from Account Name),Account Managers Name (from Account Name),CSA Name (from Account Name),Account Advisor (from Account Name),Hours of Operation
rec9IP2zu6WpPJD4j,Dollis - 900 N Citrus Ave,"900 N Citrus Ave, Covina, CA 91722",Carmen's Breakfast Burritos,Covina,CA,Their Otter,Active,Discontinued by UE,Active,2455971,b00f4d5f-bbfd-5601-a582-3944f82a8c4c,3301255,,Chris Garner,Eve Paraiso,Leix Anthony Almeda,TODC Menu Hours: Mon - Fri 7AM - 12 PM | Sat - Sun 7AM - 1PM
reczLAeWQIO8vi4sS,Dollis - 900 N Citrus Ave,"900 N Citrus Ave, Covina, CA 91722",Breakfast N Vibe,Covina,CA,Their Otter,DoorDash - Discontinued,Discontinued by UE,Active,23557099,620675db-3075-5a87-b9e5-1e399937063d,3343880,,Chris Garner,Eve Paraiso,Leix Anthony Almeda,Mon - Fri 7AM - 12:30 PM | Sat - Sun 7AM - 1:30PM
recGD7vRBc3cbcmn3,Dollis - 900 N Citrus Ave,"900 N Citrus Ave, Covina, CA 91722",Holy Grail Omelettes,Covina,CA,Their Otter,Active,Discontinued by UE,Grubhub - Brand Discontinued,2467401,3aae1cc2-223e-5119-8c30-fe30f636de75,3300943,,Chris Garner,Eve Paraiso,Leix Anthony Almeda,TODC Menu Hours: Mon - Fri 7AM - 12 PM | Sat - Sun 7AM - 1PM
recU84OQ4sLNzSwjm,Dollis - 900 N Citrus Ave,"900 N Citrus Ave, Covina, CA 91722",Day N Night Pancakes,Covina,CA,Their Otter,Active,Discontinued - UE Low Sales,Active,2458848,b6a9dcba-2286-558d-9de8-cb5bf85ae3a1,3300844,,Chris Garner,Eve Paraiso,Leix Anthony Almeda,TODC Menu Hours: Mon - Fri 7AM - 12 PM | Sat - Sun 7AM - 1PM
recYnIZol4G9qNEKj,Dream Gourmet Deli inc. - 111 E 161 St,"111 E 161 St, Bronx, NY 10451",Farmer Girl Salad,Bronx,NY,Our Otter,DoorDash - Not Approved,Active,Active,,bc0dd211-30c1-5ef5-b596-62facccce07f,6891152,,Chris Garner,Eve Paraiso,Leix Anthony Almeda,
recc7k6XH5hjel592,Dream Gourmet Deli inc. - 111 E 161 St,"111 E 161 St, Bronx, NY 10451",Amanda's Breakfast Lounge,Bronx,NY,Our Otter,Active,Active,Active,25295448,f240d3a5-c6e6-539d-a813-ecb08ccb1585,6893792,,Chris Garner,Eve Paraiso,Leix Anthony Almeda,Monday-Sunday: 12AM-12AM
recfZyoLhU08sQR2u,Dream Gourmet Deli inc. - 111 E 161 St,"111 E 161 St, Bronx, NY 10451",Prime Burger Lounge,Bronx,NY,Our Otter,Active,Active,Active,25295599,f08d14d5-e46b-5b62-820b-82197706bbc7,6893800,,Chris Garner,Eve Paraiso,Leix Anthony Almeda,Monday-Sunday: 12AM-12AM
recRGxn1V9ISiXVqH,Dream Gourmet Deli inc. - 111 E 161 St,"111 E 161 St, Bronx, NY 10451",Golden Bear Sandwiches,Bronx,NY,Our Otter,Active,Active,Active,25295455,1d0943c6-a463-50eb-aeab-0239d59d9ac8,6892128,,Chris Garner,Eve Paraiso,Leix Anthony Almeda,Monday-Sunday: 12AM-12AM
recbEF5iZz8b4kzDk,Dsign Pizza - 2138 W National Ave,"2138 W National Ave, Milwaukee, WI 53204",The Pasta Story,Milwaukee,WI,Our Otter,Active,Active,Active,33017373,a418dd9a-3524-5605-9471-542cc809e9b4,9813512,Jan Ceasar Poblete,Chris Garner,Eve Paraiso,Maria Mellanie S. Lapira,"⏰Monday-Thursday: 4PM-9:30PM, Friday-Saturday : 2PM - 9:30PM; Sunday: 2PM - 8:30PM TOCD HRS"
recu8Yhyltc6slgi3,Earle Cafe - 57 sip ave,"57 sip ave, Jersey City, NJ 07306",Hot Sandwich Bar,Jersey City,NJ,Our Otter,Active,Active,Active,23906852,f64ab716-18ff-5cee-811d-9bb4d30f5889,4514160,Jan Ceasar Poblete,Ria Jain,Janice Mauricio,Maria Mellanie S. Lapira,Open 24HRS
recy4pYM7QBHA8e6h,Earle Cafe - 57 sip ave,"57 sip ave, Jersey City, NJ 07306",The Kabob Snob,Jersey City,NJ,Our Otter,Active,Active,Active,31577153,2ba532c2-e8ba-530b-b8cb-c33f9e379676,9822568,Jan Ceasar Poblete,Ria Jain,Janice Mauricio,Maria Mellanie S. Lapira,Open 24HRS
recQZo4hbm1eh9poM,Earle Cafe - 57 sip ave,"57 sip ave, Jersey City, NJ 07306",The Sandwich Cafe,Jersey City,NJ,Our Otter,Active,Active,Active,23906853,e3c99e7f-dbb0-54d6-870b-5a9879b9d971,4512440,Jan Ceasar Poblete,Ria Jain,Janice Mauricio,Maria Mellanie S. Lapira,Open 24HRS
recn37sr7bsm8jdXM,East side Deli - 1424 Lexington Ave,"1424 Lexington Ave, New York, NY 10128",Harry's Sandwich House,New York,NY,Our Otter,Active,Active,Active,31635793,947ea98a-c8ca-578f-ba18-f3aa2bbb477a,9819552,Jan Ceasar Poblete,Chris Garner,Rachelle Kate Funa,Leix Anthony Almeda,24/7
recptjOCjQIJherI3,East side Deli - 1424 Lexington Ave,"1424 Lexington Ave, New York, NY 10128",Sip On Smoothie,New York,NY,Our Otter,DoorDash - Discontinued,Discontinued - UE Low Sales,Active,23549201,46ee1354-3a79-5a09-b3c1-f5d5e0e21658,3312896,Jan Ceasar Poblete,Chris Garner,Rachelle Kate Funa,Leix Anthony Almeda,24/7
recvKno8CaZW0g599,East side Deli - 1424 Lexington Ave,"1424 Lexington Ave, New York, NY 10128",Top Panini Shop,New York,NY,Our Otter,Active,Discontinued - UE Low Sales,Active,23907042,351a170d-800e-51ba-a80f-ecf20b746870,4512360,Jan Ceasar Poblete,Chris Garner,Rachelle Kate Funa,Leix Anthony Almeda,24/7
recYwq8R9y8IXlF3r,East side Deli - 1424 Lexington Ave,"1424 Lexington Ave, New York, NY 10128",Casa De Quesadilla,New York,NY,Our Otter,DoorDash - Discontinued,Active,Active,23549468,eb8a2773-10ae-5241-af12-33c0496c113b,3312267,Jan Ceasar Poblete,Chris Garner,Rachelle Kate Funa,Leix Anthony Almeda,24/7
rec8lmuSYnEpwgRwy,East side Deli - 1424 Lexington Ave,"1424 Lexington Ave, New York, NY 10128",Sunrise Coffee Express,New York,NY,Our Otter,DoorDash - Discontinued,Discontinued - UE Low Sales,Active,23907045,da7affe9-57f8-5ec8-9714-a06b4a51fb48,7097528,Jan Ceasar Poblete,Chris Garner,Rachelle Kate Funa,Leix Anthony Almeda,24/7
recdcjl93WUieC3xb,East side Deli - 1424 Lexington Ave,"1424 Lexington Ave, New York, NY 10128",House of Paninis,New York,NY,Our Otter,Active,Active,Active,31636141,ebd4586d-11df-5db9-9b65-cc79b772f19b,9815040,Jan Ceasar Poblete,Chris Garner,Rachelle Kate Funa,Leix Anthony Almeda,24/7
recgYyZ6vvZKjkML5,East side Deli - 1424 Lexington Ave,"1424 Lexington Ave, New York, NY 10128",La Puebla Quesadilla,New York,NY,Our Otter,Active,Active,Active,31635709,ac76beb8-b866-5822-aab3-f5dc9219c512,9824160,Jan Ceasar Poblete,Chris Garner,Rachelle Kate Funa,Leix Anthony Almeda,24/7
recjXXVvWPvO1VtJf,East side Deli - 1424 Lexington Ave,"1424 Lexington Ave, New York, NY 10128",The Acai Station,New York,NY,Our Otter,DoorDash - Discontinued,Discontinued - UE Low Sales,Active,1464987,8d373c49-ba54-4774-9b31-9d2cdd6714a8,2567535,Jan Ceasar Poblete,Chris Garner,Rachelle Kate Funa,Leix Anthony Almeda,24/7
recxIrakeWT33moZJ,East side Deli - 1424 Lexington Ave,"1424 Lexington Ave, New York, NY 10128",The Acai Dream,New York,NY,Our Otter,DoorDash - Discontinued,Discontinued - UE Low Sales,Active,23549455,2ec4003b-4559-5569-b46c-deeeabbe07c5,3312535,Jan Ceasar Poblete,Chris Garner,Rachelle Kate Funa,Leix Anthony Almeda,24/7
reczSb2oIcGDSEcDS,East side Deli - 1424 Lexington Ave,"1424 Lexington Ave, New York, NY 10128",Pressed On Panini's,New York,NY,Our Otter,DoorDash - Discontinued,Discontinued - UE Low Sales,Active,23549460,94d9639a-2e41-5cf2-ae7d-8212ea104942,3312817,Jan Ceasar Poblete,Chris Garner,Rachelle Kate Funa,Leix Anthony Almeda,24/7
recEs8MGRVKwztkid,East side Deli - 1424 Lexington Ave,"1424 Lexington Ave, New York, NY 10128",NY Breakfast Spot,New York,NY,Our Otter,Active,Active,Active,1245783,bc51d43c-87f8-41b5-9ae8-e15be11f4c80,2406921,Jan Ceasar Poblete,Chris Garner,Rachelle Kate Funa,Leix Anthony Almeda,24/7
recIUQwoZkkzoQdrf,East side Deli - 1424 Lexington Ave,"1424 Lexington Ave, New York, NY 10128",Hill Top Sandwich,New York,NY,Our Otter,DoorDash - Discontinued,Discontinued - UE Low Sales,Active,23906901,4607c830-8ba3-54d3-b4c9-e101a95c2896,4510320,Jan Ceasar Poblete,Chris Garner,Rachelle Kate Funa,Leix Anthony Almeda,24/7
recKBrDtqoF6HgAGM,East side Deli - 1424 Lexington Ave,"1424 Lexington Ave, New York, NY 10128",The Smooth Eaze,New York,NY,Our Otter,Active,Active,Active,31636291,81cc1a31-5cef-5451-8f0e-ded0a76dfe2d,9824168,Jan Ceasar Poblete,Chris Garner,Rachelle Kate Funa,Leix Anthony Almeda,24/7
recVJJmksgGN8hnZU,East side Deli - 1424 Lexington Ave,"1424 Lexington Ave, New York, NY 10128",The Pasta Story,New York,NY,Our Otter,Active,Discontinued by UE,Active,1465730,563e7034-16d0-40c1-883d-8739792ec202,2535778,Jan Ceasar Poblete,Chris Garner,Rachelle Kate Funa,Leix Anthony Almeda,24/7
recYJ6JY4vRKwpXKx,East Side Market - 1463 York Ave,"1463 York Ave, New York, NY 10075",High Life Breakfast Sandwiches,New York,NY,Our Otter,DoorDash - Discontinued,Discontinued by UE,Active,25404609,bf77f8ac-3cd3-5970-92b7-bf2ecf6a51dd,6895712,,Ria Jain,Edlyn Manzano,Maria Mellanie S. Lapira,Monday-Sunday: 6AM-12AM
rec4uAtnvMHut1Tqg,El Rincon De Mexico - 730 Astor Ave,"730 Astor Ave, The Bronx, NY 10469",The Smoothie Squeeze,The Bronx,NY,Referral: Their Otter,Temporarily Deactivated,Discontinued - UE Low Sales,Temporarily Deactivated,24099363,f031d210-231c-5580-aa60-144ed07c0534,4519072,,Chris Garner,Janice Mauricio,Jixford L. Polo,TODC: Monday to Thursday: 11:00 AM – 9:10 PM | Friday to Sunday: 11:00 AM – 1:00 PM
recaMduoMzEmUtsUu,El Rincon De Mexico - 730 Astor Ave,"730 Astor Ave, The Bronx, NY 10469",The Burger Joint,The Bronx,NY,Referral: Their Otter,Temporarily Deactivated,Discontinued - UE Low Sales,Temporarily Deactivated,24099359,9180d5a4-ec9e-59a1-a143-1e30bcd8f1f6,4514608,,Chris Garner,Janice Mauricio,Jixford L. Polo,TODC: Monday to Thursday: 11:00 AM – 9:10 PM | Friday to Sunday: 11:00 AM – 1:00 PM
reccQjn1sl0XoEN2N,El Rincon De Mexico - 730 Astor Ave,"730 Astor Ave, The Bronx, NY 10469",Hot Wings Co.,The Bronx,NY,Referral: Their Otter,DoorDash - Discontinued,Discontinued - UE Low Sales,Temporarily Deactivated,24099354,c0c0d08b-e465-51e1-a286-2901e8ce3ed7,4512816,,Chris Garner,Janice Mauricio,Jixford L. Polo,TODC: Monday to Thursday: 11:00 AM – 9:10 PM | Friday to Sunday: 11:00 AM – 1:00 PM
recUfbuq9CKKKElyJ,El Rincon De Mexico - 730 Astor Ave,"730 Astor Ave, The Bronx, NY 10469",Casa De Quesadilla,The Bronx,NY,Referral: Their Otter,Temporarily Deactivated,Discontinued - UE Low Sales,Grubhub Discontinued - Failed Concept,24099355,43712bfb-f878-520b-8a2b-7be155ae3635,4512808,,Chris Garner,Janice Mauricio,Jixford L. Polo,TODC: Monday to Thursday: 11:00 AM – 9:10 PM | Friday to Sunday: 11:00 AM – 1:00 PM
recafaMWEwJ9KTYwS,El Tarasco - 109 Washington Blvd,"109 Washington Blvd, Marina Del Rey, CA 90292",Super Burrito Bar,Marina Del Rey,CA,Our Otter,Active,Discontinued by UE,Active,2427743,44a7ed9e-ec8d-5ca7-8d2f-8382efff832f,3309272,,Chris Garner,Eve Paraiso,Jixford L. Polo,Monday to Thursday: 9:00 AM to 9:00 PM / Friday to Sunday: 9:00 AM to 9:30 PM
recPavfsV6vv7w03f,El Tarasco - 109 Washington Blvd,"109 Washington Blvd, Marina Del Rey, CA 90292",Daybreak Breakfast Club,Marina Del Rey,CA,Our Otter,Active,Discontinued - UE Low Sales,Grubhub - Brand Discontinued,2422926,5ef814e5-bbb2-5427-9295-8a2da0ddda9b,3309366,,Chris Garner,Eve Paraiso,Jixford L. Polo,Monday to Thursday: 9:00 AM to 9:00 PM / Friday to Sunday: 9:00 AM to 9:30 PM
recQ8Dc2abk16Xpto,El Tarasco - 109 Washington Blvd,"109 Washington Blvd, Marina Del Rey, CA 90292",Martha's Mariscos Bar,Marina Del Rey,CA,Our Otter,Active,Discontinued - UE Low Sales,Active,2423511,9b76c2a2-396b-5d7d-b439-a00e05339f94,3309896,,Chris Garner,Eve Paraiso,Jixford L. Polo,Monday to Thursday: 9:00 AM to 9:00 PM / Friday to Sunday: 9:00 AM to 9:30 PM
recS45NOcyrxiIKLQ,El Tarasco - 109 Washington Blvd,"109 Washington Blvd, Marina Del Rey, CA 90292",Jay's Breakfast Bar,Marina Del Rey,CA,Our Otter,Active,Active,Not Onboarded by GH,839909,c4e2c7e0-4408-4298-8df3-3c4b4cd104b4,,,Chris Garner,Eve Paraiso,Jixford L. Polo,Monday to Thursday: 9:00 AM to 9:00 PM / Friday to Sunday: 9:00 AM to 9:30 PM
recoly7lr7c8vmzXq,Express Kitchen - 415 E Windmill Lane,"415 E Windmill Lane, Las Vegas, NV 89123",Wonderland Wraps,Las Vegas,NV,Our Otter,Active,Active,Active,27741749,5b733f43-aee5-53f0-8300-0c3b4f3048de,8565960,Jan Ceasar Poblete,Ria Jain,Edlyn Manzano,Jixford L. Polo,
rec7pp3eQ6EIo7v0m,Express Kitchen - 415 E Windmill Lane,"415 E Windmill Lane, Las Vegas, NV 89123",Little Italy's Calzones,Las Vegas,NV,Our Otter,Active,Active,Active,27741910,d0765f05-6923-570e-b472-757eb5bcef19,8567176,Jan Ceasar Poblete,Ria Jain,Edlyn Manzano,Jixford L. Polo,
rec385duJ6fXdIm3V,Famous Burgers - 2841 E Anaheim St,"2841 E Anaheim St, Long Beach, CA 90804",Breakfast Burrito Floozy,Long Beach,CA,Their Otter,Active,Active,Grubhub - Brand Discontinued,1228046,ae2f1caf-c383-4b0e-8dcc-76e6c2ad93d6,2381936,lara yao,Ria Jain,Ferlyn Torres,Vhic Bert Serra,Daily 7am-10pm
rec9bFWsUsWTY3zLa,Famous Burgers - 2841 E Anaheim St,"2841 E Anaheim St, Long Beach, CA 90804",Sunrise Coffee Express,Long Beach,CA,Their Otter,DoorDash - Discontinued,Active,Active,24838388,739c794a-f715-5057-bb53-66b57ee0dbf9,7097560,lara yao,Ria Jain,Ferlyn Torres,Vhic Bert Serra,Daily 7am-10pm
recdnBgUJLI4CMv1t,Famous Burgers - 2841 E Anaheim St,"2841 E Anaheim St, Long Beach, CA 90804",Classic Cheeseburger Bar,Long Beach,CA,Their Otter,Active,Discontinued - UE Low Sales,Active,1758531,e48d6116-fa12-41a7-9b53-16892e21db54,2785653,lara yao,Ria Jain,Ferlyn Torres,Vhic Bert Serra,Daily 7am-10pm
recKC7Q3ushpk5kEO,Famous Burgers - 2841 E Anaheim St,"2841 E Anaheim St, Long Beach, CA 90804",The Sandwich Cafe,Long Beach,CA,Their Otter,Active,Discontinued - UE Low Sales,Active,1909205,80e63c58-3d32-4be3-8f6c-1e082e6a4300,2786448,lara yao,Ria Jain,Ferlyn Torres,Vhic Bert Serra,Daily 7am-10pm
recbJVLkCeBRtu7ZC,Farmers Pizza Grill - 11725 Farmers Blvd,"11725 Farmers Blvd, Queens, NY 11412",Fiona's French Toast,Queens,NY,Their Otter,DoorDash - Discontinued,Discontinued - UE Low Sales,Temporarily Deactivated,1645106,ef173736-508d-4225-a223-1533058baf07,2747554,,Chris Garner,Janice Mauricio,Jixford L. Polo,TODC Sunday-Wednesday: 10am-10:30pm; Thursday-Saturday: 10am-11:30pm
recwT19tukis64ZfZ,Farmers Pizza Grill - 11725 Farmers Blvd,"11725 Farmers Blvd, Queens, NY 11412",Danny's Desserts,Queens,NY,Their Otter,Discontinued due to VB guidelines,Discontinued by UE,Temporarily Deactivated,1648263,0c43c13a-db13-4ec5-a1e8-faf5ac44d8a5,2747442,,Chris Garner,Janice Mauricio,Jixford L. Polo,TODC Sunday-Wednesday: 10am-10:30pm; Thursday-Saturday: 10am-11:30pm
recScIUXzWPNuLTOQ,Farmers Pizza Grill - 11725 Farmers Blvd,"11725 Farmers Blvd, Queens, NY 11412",Palm Tree Juice Bar,Queens,NY,Their Otter,Temporarily Deactivated,Discontinued by UE,Grubhub Discontinued - Failed Concept,1769977,ec7efdeb-5558-4b5c-81ba-601ceb670210,2786381,,Chris Garner,Janice Mauricio,Jixford L. Polo,TODC Sunday-Wednesday: 10am-10:30pm; Thursday-Saturday: 10am-11:30pm
recUG2R2EUMH9c02B,Farmers Pizza Grill - 11725 Farmers Blvd,"11725 Farmers Blvd, Queens, NY 11412",Philly Cheesesteak Artists,Queens,NY,Their Otter,DoorDash - Discontinued,Discontinued - UE Low Sales,Temporarily Deactivated,1768568,3e9b4d3a-c457-491a-a710-b196035f23b3,2786867,,Chris Garner,Janice Mauricio,Jixford L. Polo,TODC Sunday-Wednesday: 10am-10:30pm; Thursday-Saturday: 10am-11:30pm
recsrovKOpa8rQusG,Figami Asian Fresh - 3446 W Camelback Rd #103,"3446 W Camelback Rd #103, Phoenix, AZ 85017",Japanese Teriyaki House,Phoenix,AZ,Their Otter,DoorDash - Discontinued,Discontinued by UE,Active,23087806,8cc4b690-268b-5667-aa4a-f42ac333e46d,3310034,,Chris Garner,Eve Paraiso,Jixford L. Polo,"Monday - Thursday, Sunday: 10:00 AM - 10:00 PM / Friday - Saturday: 10:00 AM - 11:00 PM"
recZuitD8LNUibSiC,Figami Asian Fresh - 3446 W Camelback Rd #103,"3446 W Camelback Rd #103, Phoenix, AZ 85017",DTLA Ramen Izakaya,Phoenix,AZ,Their Otter,Active,Discontinued by UE,Grubhub - Brand Discontinued,23087632,de9cd60d-5bb0-5029-8322-693f391e647c,3309834,,Chris Garner,Eve Paraiso,Jixford L. Polo,"Monday - Thursday, Sunday: 10:00 AM - 10:00 PM / Friday - Saturday: 10:00 AM - 11:00 PM"
rec4LcoOKRf2bh4fS,Figami Asian Fresh - 3446 W Camelback Rd #103,"3446 W Camelback Rd #103, Phoenix, AZ 85017",Stop N Shop Sushi,Phoenix,AZ,Their Otter,Active,Discontinued by UE,Grubhub - Brand Discontinued,23087847,51a2d671-7266-50a0-b06d-32121a20a4b7,3310405,,Chris Garner,Eve Paraiso,Jixford L. Polo,"Monday - Thursday, Sunday: 10:00 AM - 10:00 PM / Friday - Saturday: 10:00 AM - 11:00 PM"
rec6d25sTEhhVmhNo,Figami Asian Fresh - 3446 W Camelback Rd #103,"3446 W Camelback Rd #103, Phoenix, AZ 85017",Noodle And Rice Bar,Phoenix,AZ,Their Otter,Active,Discontinued by UE,Active,23087659,8739ffd4-6e19-52e3-b59f-4c4f3f990f2a,3309753,,Chris Garner,Eve Paraiso,Jixford L. Polo,"Monday - Thursday, Sunday: 10:00 AM - 10:00 PM / Friday - Saturday: 10:00 AM - 11:00 PM"
rec9pNwqD9DWFUry0,Fitch's Kitchen - 300 The Village,"300 The Village, Redondo Beach, CA 90277",Fiona's Breakfast Burritos,Redondo Beach,CA,Their Otter,DoorDash - Discontinued,Discontinued by UE,Active,25130207,ee940db8-7da8-5a45-aad0-ccae4c36813d,6891568,Tana Jean Frances Liboon,Ria Jain,Ferlyn Torres,Jixford L. Polo,Monday to Friday: 7:45 AM – 6:30 | Saturday to Sunday: 7:45 AM – 4:30 PM
reckj8Wu56PLoR6Ig,Fitch's Kitchen - 300 The Village,"300 The Village, Redondo Beach, CA 90277",The Bagel Savage,Redondo Beach,CA,Their Otter,DoorDash - Discontinued,Active,Active,24931469,2799cefe-569f-5989-a8a8-e315e18ba6b3,6156896,Tana Jean Frances Liboon,Ria Jain,Ferlyn Torres,Jixford L. Polo,Monday to Friday: 7:45 AM – 6:30 | Saturday to Sunday: 7:45 AM – 4:30 PM
recOLBHEQWGJIYXzA,Fitch's Kitchen - 300 The Village,"300 The Village, Redondo Beach, CA 90277",Breakfast Burrito Joint,Redondo Beach,CA,Their Otter,Active,Active,Active,31671733,fa19f232-e296-5de8-b004-20bcb6caa663,9811840,Tana Jean Frances Liboon,Ria Jain,Ferlyn Torres,Jixford L. Polo,Monday to Friday: 7:45 AM – 6:30 | Saturday to Sunday: 7:45 AM – 4:30 PM
recczdzr1LPRJ4wrW,Fleet Organic Market - 168 Myrtle Ave,"168 Myrtle Ave, Brooklyn, NY 11201",Mama's Buffalo Wings,Brooklyn,NY,Our Otter,Active,Active,Active,1580759,94cbcbd5-2824-461c-ac72-bc878513bfec,2730321,Jan Ceasar Poblete,Chris Garner,Rachelle Kate Funa,Jixford L. Polo,24/7
rech2DXE0bDp15k23,Fleet Organic Market - 168 Myrtle Ave,"168 Myrtle Ave, Brooklyn, NY 11201",Daybreak Breakfast Club,Brooklyn,NY,Our Otter,Active,Active,Active,32863821,fae030fc-7aa1-5653-9aa7-c5ac2d866d78,9816352,Jan Ceasar Poblete,Chris Garner,Rachelle Kate Funa,Jixford L. Polo,24/7
recx3jLuVUqUp0B0p,Fleet Organic Market - 168 Myrtle Ave,"168 Myrtle Ave, Brooklyn, NY 11201",Stan's Burger Bar,Brooklyn,NY,Our Otter,Active,Active,Active,32988873,53d22e86-8d53-57f8-99e1-8ecd572e9086,9822552,Jan Ceasar Poblete,Chris Garner,Rachelle Kate Funa,Jixford L. Polo,24/7
recE2VCTJB5gmyDEQ,Fleet Organic Market - 168 Myrtle Ave,"168 Myrtle Ave, Brooklyn, NY 11201",Ice Cream and Cake Shop,Brooklyn,NY,Our Otter,Active,Discontinued by UE,Grubhub Discontinued - Failed Concept,1581202,01258af7-285e-4824-88d7-3d8fc4b66d5d,7102512,Jan Ceasar Poblete,Chris Garner,Rachelle Kate Funa,Jixford L. Polo,24/7
recF6qollzCFM0TcV,Fleet Organic Market - 168 Myrtle Ave,"168 Myrtle Ave, Brooklyn, NY 11201",The Sandwich Cafe,Brooklyn,NY,Our Otter,VR -Discontinued due to Poor Operations,Discontinued by UE,Active,32863879,4a8b358c-70fa-551d-adec-b220c4e0703c,9845032,Jan Ceasar Poblete,Chris Garner,Rachelle Kate Funa,Jixford L. Polo,24/7
recQSMHPyKIhAapGv,Fleet Organic Market - 168 Myrtle Ave,"168 Myrtle Ave, Brooklyn, NY 11201",Mia's Breakfast Bar,Brooklyn,NY,Our Otter,DoorDash - Discontinued,Discontinued by UE,Active,1581153,1602975d-6da5-4a8d-9338-b5de21949914,2731101,Jan Ceasar Poblete,Chris Garner,Rachelle Kate Funa,Jixford L. Polo,24/7
recu4vwVic6YL0w7c,Flipper's Gourmet Burgers - 1428 Polk St,"1428 Polk St, San Francisco, CA 94109",Good Planet Vegan Burgers,San Francisco,CA,Their Otter,Active,Active - Onboarding In Process,Active,33558983,cbc095bc-a82b-5e19-b8bd-e96d69de27e8,10357752,lara yao,Chris Garner,Rachelle Kate Funa,Jixford L. Polo,"Monday-Thursday 11AM-1: 30AM; Friday-Saturday: 11AM-2:30AM (DD) TODC HRS

Friday-Saturday:
11AM-2AM (DD)
11AM-1:45AM (UE & GH)

Sunday: 
11AM-1AM (DD)
11AM-12:45AM (UE & GH)"
recWGrH0QEIXOJwNc,Flipper's Gourmet Burgers - 1428 Polk St,"1428 Polk St, San Francisco, CA 94109",Fat Cheesesteaks,San Francisco,CA,Their Otter,DoorDash - Discontinued,Discontinued by UE,Active,22932346,2f482173-14de-5d3a-86d0-6f90bfdce625,3310512,lara yao,Chris Garner,Rachelle Kate Funa,Jixford L. Polo,"Monday-Thursday 11AM-1: 30AM; Friday-Saturday: 11AM-2:30AM (DD) TODC HRS

Friday-Saturday:
11AM-2AM (DD)
11AM-1:45AM (UE & GH)

Sunday: 
11AM-1AM (DD)
11AM-12:45AM (UE & GH)"
recYR5nL3DXckiIhb,Flipper's Gourmet Burgers - 1428 Polk St,"1428 Polk St, San Francisco, CA 94109",Kevins Cheesesteaks,San Francisco,CA,Their Otter,Active,Active - Onboarding In Process,Active,34345601,e8bc3906-291a-538b-b6e5-a0865cd9f3c4,10356120,lara yao,Chris Garner,Rachelle Kate Funa,Jixford L. Polo,"Monday-Thursday 11AM-1: 30AM; Friday-Saturday: 11AM-2:30AM (DD) TODC HRS

Friday-Saturday:
11AM-2AM (DD)
11AM-1:45AM (UE & GH)

Sunday: 
11AM-1AM (DD)
11AM-12:45AM (UE & GH)"
rec9AAU3civ744obm,Flipper's Gourmet Burgers - 1428 Polk St,"1428 Polk St, San Francisco, CA 94109",Breakfast Burrito Floozy,San Francisco,CA,Their Otter,Active,Active,Active,34345807,0966419e-7caf-52c5-9973-c0c4bd45ff5e,10363728,lara yao,Chris Garner,Rachelle Kate Funa,Jixford L. Polo,"Monday-Thursday 11AM-1: 30AM; Friday-Saturday: 11AM-2:30AM (DD) TODC HRS

Friday-Saturday:
11AM-2AM (DD)
11AM-1:45AM (UE & GH)

Sunday: 
11AM-1AM (DD)
11AM-12:45AM (UE & GH)"
reccPdEsNHENPICx6,Flipper's Gourmet Burgers - 1428 Polk St,"1428 Polk St, San Francisco, CA 94109",Fried Chicken Savage,San Francisco,CA,Their Otter,Active,Active,Active,33558841,5abf087a-6413-5924-b57a-2496789fc27e,10362136,lara yao,Chris Garner,Rachelle Kate Funa,Jixford L. Polo,"Monday-Thursday 11AM-1: 30AM; Friday-Saturday: 11AM-2:30AM (DD) TODC HRS

Friday-Saturday:
11AM-2AM (DD)
11AM-1:45AM (UE & GH)

Sunday: 
11AM-1AM (DD)
11AM-12:45AM (UE & GH)"
recdLDVDqWCS08hut,Flipper's Gourmet Burgers - 1428 Polk St,"1428 Polk St, San Francisco, CA 94109",The Hot Dog Village,San Francisco,CA,Their Otter,Active,Active,Active,34345716,b29dd42b-e80a-5aa5-8b54-4d7257a91d01,10359528,lara yao,Chris Garner,Rachelle Kate Funa,Jixford L. Polo,"Monday-Thursday 11AM-1: 30AM; Friday-Saturday: 11AM-2:30AM (DD) TODC HRS

Friday-Saturday:
11AM-2AM (DD)
11AM-1:45AM (UE & GH)

Sunday: 
11AM-1AM (DD)
11AM-12:45AM (UE & GH)"
recwpKRCIJxa1iaOX,Flipper's Gourmet Burgers - 1428 Polk St,"1428 Polk St, San Francisco, CA 94109",Addictive Burger Bar,San Francisco,CA,Their Otter,Active,Active,Active,31577141,3d2af70e-248a-5549-b467-7dc560b48162,9815080,lara yao,Chris Garner,Rachelle Kate Funa,Jixford L. Polo,"Monday-Thursday 11AM-1: 30AM; Friday-Saturday: 11AM-2:30AM (DD) TODC HRS

Friday-Saturday:
11AM-2AM (DD)
11AM-1:45AM (UE & GH)

Sunday: 
11AM-1AM (DD)
11AM-12:45AM (UE & GH)"
